Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Gabriel Arias,cl CHI,GK,35.0,23.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Juan Nardoni,ar ARG,MF,20.0,21.1,1,12,6,50.0,0.57,0.28,0.08,0.17,21.6,0.0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
Leonardo Sigali,ar ARG,DF,35.0,18.3,0,10,2,20.0,0.55,0.11,0.0,0.0,18.0,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Gonzalo Piovi,ar ARG,"DF,MF",28.0,17.7,4,27,7,25.9,1.52,0.39,0.07,0.29,27.5,13.0,2,2,2.7,1.2,0.04,1.3,0.8,Matches
Jonathan David Gómez,ar ARG,MF,33.0,17.3,2,26,6,23.1,1.5,0.35,0.08,0.33,25.8,1.0,0,0,0.9,0.9,0.04,1.1,1.1,Matches
Facundo Mura,ar ARG,"DF,MF",23.0,17.0,2,8,4,50.0,0.47,0.24,0.25,0.5,15.0,0.0,0,0,1.9,1.9,0.23,0.1,0.1,Matches
Gabriel Hauche,ar ARG,"FW,MF",36.0,16.8,6,33,12,36.4,1.97,0.72,0.18,0.5,18.6,0.0,0,0,3.4,3.4,0.1,2.6,2.6,Matches
Maximiliano Romero,ar ARG,FW,24.0,16.1,4,29,14,48.3,1.8,0.87,0.14,0.29,13.5,0.0,0,0,4.6,4.6,0.16,-0.6,-0.6,Matches
Aníbal Moreno,ar ARG,MF,23.0,15.5,2,18,5,27.8,1.16,0.32,0.11,0.4,23.8,0.0,0,0,1.1,1.1,0.06,0.9,0.9,Matches
Gabriel Rojas,ar ARG,"DF,MF",25.0,14.9,1,16,4,25.0,1.08,0.27,0.06,0.25,25.0,1.0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
Nicolás Oróz,ar ARG,"MF,FW",28.0,14.4,3,16,8,50.0,1.11,0.56,0.19,0.38,18.9,2.0,0,0,1.1,1.1,0.07,1.9,1.9,Matches
Matías Rojas,py PAR,FW,27.0,11.3,6,39,22,56.4,3.46,1.95,0.1,0.18,29.7,17.0,2,3,4.0,1.7,0.04,2.0,2.3,Matches
Emiliano Insúa,ar ARG,DF,34.0,9.2,0,3,1,33.3,0.32,0.11,0.0,0.0,14.0,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Tomás Avilés,ar ARG,"DF,MF",18.0,7.6,0,5,0,0.0,0.66,0.0,0.0,,16.9,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Santiago Quiros,ar ARG,DF,19.0,7.3,0,2,0,0.0,0.27,0.0,0.0,,39.7,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Maximiliano Moralez,ar ARG,"MF,FW",35.0,7.3,1,9,4,44.4,1.24,0.55,0.11,0.25,14.6,1.0,0,0,1.6,1.6,0.26,-0.6,-0.6,Matches
Jonathan Galván,ar ARG,DF,30.0,6.5,0,2,1,50.0,0.31,0.15,0.0,0.0,8.1,0.0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Johan Carbonero,co COL,FW,23.0,5.0,0,8,0,0.0,1.6,0.0,0.0,,19.2,0.0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
