Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Gabriel Arias,cl CHI,GK,35.0,23.7,2,0,0,0,7,0,0,0,0,0.0,0.0,0,25.0,5.0,1.0,83.3,Matches
Juan Nardoni,ar ARG,MF,20.0,21.1,3,1,0,36,47,3,11,27,35,1.0,0.0,0,158.0,31.0,31.0,50.0,Matches
Leonardo Sigali,ar ARG,DF,35.0,18.3,6,0,0,8,22,3,9,23,17,0.0,1.0,0,117.0,41.0,44.0,48.2,Matches
Gonzalo Piovi,ar ARG,"DF,MF",28.0,17.7,4,1,0,32,12,0,21,29,29,0.0,0.0,0,135.0,27.0,34.0,44.3,Matches
Jonathan David Gómez,ar ARG,MF,33.0,17.3,5,0,0,34,48,0,23,11,22,0.0,0.0,0,97.0,9.0,14.0,39.1,Matches
Facundo Mura,ar ARG,"DF,MF",23.0,17.0,5,0,0,12,8,0,44,18,14,1.0,0.0,0,102.0,7.0,14.0,33.3,Matches
Gabriel Hauche,ar ARG,"FW,MF",36.0,16.8,4,1,0,19,17,5,51,4,10,1.0,0.0,0,57.0,1.0,14.0,6.7,Matches
Maximiliano Romero,ar ARG,FW,24.0,16.1,0,0,0,18,18,8,4,3,5,0.0,0.0,0,24.0,24.0,38.0,38.7,Matches
Aníbal Moreno,ar ARG,MF,23.0,15.5,4,0,0,11,18,0,5,15,27,0.0,0.0,0,134.0,24.0,14.0,63.2,Matches
Gabriel Rojas,ar ARG,"DF,MF",25.0,14.9,3,1,1,18,23,1,56,10,16,0.0,0.0,0,78.0,15.0,22.0,40.5,Matches
Nicolás Oróz,ar ARG,"MF,FW",28.0,14.4,3,0,0,9,11,2,58,14,16,1.0,0.0,0,113.0,9.0,12.0,42.9,Matches
Matías Rojas,py PAR,FW,27.0,11.3,3,0,0,15,22,3,67,2,13,1.0,0.0,0,52.0,2.0,2.0,50.0,Matches
Emiliano Insúa,ar ARG,DF,34.0,9.2,3,0,0,6,2,0,6,16,14,0.0,0.0,0,85.0,15.0,11.0,57.7,Matches
Tomás Avilés,ar ARG,"DF,MF",18.0,7.6,2,0,0,16,2,0,1,17,21,0.0,0.0,0,85.0,18.0,19.0,48.6,Matches
Santiago Quiros,ar ARG,DF,19.0,7.3,1,0,0,9,2,0,0,5,3,0.0,0.0,0,55.0,6.0,4.0,60.0,Matches
Maximiliano Moralez,ar ARG,"MF,FW",35.0,7.3,2,0,0,9,18,4,31,3,5,0.0,0.0,0,37.0,7.0,12.0,36.8,Matches
Jonathan Galván,ar ARG,DF,30.0,6.5,2,0,0,9,5,1,4,13,10,0.0,0.0,0,56.0,25.0,10.0,71.4,Matches
Johan Carbonero,co COL,FW,23.0,5.0,3,0,0,4,9,9,8,3,0,0.0,0.0,0,14.0,2.0,4.0,33.3,Matches
