Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Diego Barbosa,mx MEX,DF,27-096,17,17,1488.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.9,1.9,39.0,45.0,81.0,0.0,0.12,0.12,0.0,0.12,0.06,0.06,0.12,0.06,0.12,Matches
Kevin Balanta,co COL,DF,26-246,16,16,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.5,0.5,0.2,0.7,23.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Christian Rivera,co COL,MF,27-350,16,16,1379.0,15.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.5,0.5,0.7,1.2,17.0,104.0,11.0,0.07,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,Matches
Carlos González Espínola,py PAR,FW,30-329,16,16,1360.0,15.1,9.0,1.0,10.0,8.0,1.0,1.0,0.0,1.0,4.4,3.7,1.0,4.6,9.0,27.0,78.0,0.6,0.07,0.66,0.53,0.6,0.29,0.06,0.36,0.24,0.31,Matches
Nicolás Díaz Huincales,cl CHI,DF,24-224,16,16,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.4,1.0,19.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches
Fernando Madrigal,mx MEX,MF,32-048,16,15,1092.0,12.1,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.6,1.6,0.9,2.5,19.0,46.0,49.0,0.41,0.0,0.41,0.41,0.41,0.13,0.07,0.21,0.13,0.21,Matches
José Antonio Rodríguez,mx MEX,GK,31-179,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Rodríguez,ar ARG,"MF,FW",26-247,15,13,1060.0,11.8,1.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,2.4,1.6,1.1,2.7,29.0,50.0,47.0,0.08,0.25,0.34,0.08,0.34,0.2,0.09,0.3,0.14,0.23,Matches
Alejandro Martínez,ar ARG,"MF,FW",26-258,15,13,962.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,1.2,2.8,35.0,24.0,81.0,0.19,0.0,0.19,0.19,0.19,0.15,0.11,0.27,0.15,0.27,Matches
Francisco Contreras,mx MEX,DF,24-198,12,10,871.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,19.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
