Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Diego Barbosa,mx MEX,DF,27-096,16.5,0,16,3,18.8,0.97,0.18,0.0,0.0,22.5,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Kevin Balanta,co COL,DF,26-246,15.7,0,6,1,16.7,0.38,0.06,0.0,0.0,18.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
Christian Rivera,co COL,MF,27-350,15.3,1,13,5,38.5,0.85,0.33,0.08,0.2,26.4,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Carlos González Espínola,py PAR,FW,30-329,15.1,9,32,15,46.9,2.12,0.99,0.25,0.53,15.9,0,1,1,4.4,3.7,0.13,4.6,4.3,Matches
Nicolás Díaz Huincales,cl CHI,DF,24-224,14.9,0,8,4,50.0,0.54,0.27,0.0,0.0,12.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Fernando Madrigal,mx MEX,MF,32-048,12.1,5,29,13,44.8,2.39,1.07,0.17,0.38,20.9,0,0,0,1.6,1.6,0.06,3.4,3.4,Matches
José Antonio Rodríguez,mx MEX,GK,31-179,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Rodríguez,ar ARG,"MF,FW",26-247,11.8,1,16,5,31.3,1.36,0.42,0.06,0.2,22.2,0,0,1,2.4,1.6,0.1,-1.4,-0.6,Matches
Alejandro Martínez,ar ARG,"MF,FW",26-258,10.7,2,21,7,33.3,1.96,0.65,0.1,0.29,20.9,2,0,0,1.6,1.6,0.08,0.4,0.4,Matches
Francisco Contreras,mx MEX,DF,24-198,9.7,0,4,1,25.0,0.41,0.1,0.0,0.0,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kevin Castañeda,mx MEX,"MF,FW",24-063,8.0,2,34,10,29.4,4.24,1.25,0.06,0.2,27.2,5,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches
Domingo Blanco,ar ARG,"MF,FW",28-252,7.8,1,7,1,14.3,0.9,0.13,0.14,1.0,14.6,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Eduardo Armenta,mx MEX,"MF,FW",22-014,4.9,0,8,0,0.0,1.63,0.0,0.0,,22.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Rafael Fernández,mx MEX,DF,23-147,4.5,0,7,1,14.3,1.56,0.22,0.0,0.0,11.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Jesús Vega,mx MEX,DF,23-287,4.2,0,6,2,33.3,1.44,0.48,0.0,0.0,26.0,0,0,0,0.2,0.1,0.02,-0.2,-0.1,Matches
José Corona,mx MEX,GK,42-338,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alexis Canelo,ar ARG,FW,31-330,2.7,0,7,2,28.6,2.59,0.74,0.0,0.0,13.6,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
Rodrigo Godínez,mx MEX,DF,31-100,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Cavallini,ca CAN,"FW,MF",31-002,4.2,1,14,4,28.6,3.35,0.96,0.07,0.25,18.3,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Aaron Mejía Montoya,mx MEX,DF,22-207,2.0,0,1,0,0.0,0.49,0.0,0.0,,33.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Iván Tona,mx MEX,MF,23-273,2.5,0,5,0,0.0,2.03,0.0,0.0,,25.4,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Daniel Vázquez,mx MEX,FW,20-209,0.8,0,1,1,100.0,1.3,1.3,0.0,0.0,14.5,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches
Efrain Alvarez,mx MEX,MF,21-194,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Braian Romero,ar ARG,"FW,MF",32-198,0.6,0,1,0,0.0,1.73,0.0,0.0,,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Rodrigo Parra,mx MEX,DF,20-122,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Abraham Flores,mx MEX,DF,21-169,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Galicia,mx MEX,MF,19-319,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.7,17.0,22,236,75,31.8,13.88,4.41,0.09,0.28,20.8,9,1,2,18.5,17.0,0.08,3.5,4.0,
Opponent Total,,,28.2,17.0,25,226,83,36.7,13.29,4.88,0.11,0.29,17.7,8,1,2,24.4,22.8,0.1,0.6,1.2,
