Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Diego Barbosa,mx MEX,DF,27-096,16.5,1006,41,276,474,275,20,1006,41,22,53.7,19,46.3,447,2737,1302,39,20,7,23,21,481,81,Matches
Kevin Balanta,co COL,DF,26-246,15.7,931,113,482,430,26,11,931,9,7,77.8,2,22.2,547,3295,1937,23,5,0,8,2,583,1,Matches
Christian Rivera,co COL,MF,27-350,15.3,1067,40,245,754,89,8,1067,22,12,54.5,8,36.4,548,2987,1279,17,17,0,19,13,587,11,Matches
Carlos González Espínola,py PAR,FW,30-329,15.1,522,9,18,256,251,73,521,30,13,43.3,17,56.7,293,1235,401,9,18,3,37,20,422,78,Matches
Nicolás Díaz Huincales,cl CHI,DF,24-224,14.9,965,122,511,417,47,12,965,5,4,80.0,0,0.0,513,2981,1793,19,10,0,11,3,578,15,Matches
Fernando Madrigal,mx MEX,MF,32-048,12.1,520,11,86,300,145,30,520,22,9,40.9,10,45.5,278,1361,622,19,16,8,22,10,335,49,Matches
José Antonio Rodríguez,mx MEX,GK,31-179,14.0,507,391,504,3,0,0,507,0,0,,0,,249,1237,760,0,0,0,0,0,226,0,Matches
Lucas Rodríguez,ar ARG,"MF,FW",26-247,11.8,513,5,58,274,197,28,512,49,27,55.1,19,38.8,291,1922,936,29,20,4,43,21,307,47,Matches
Alejandro Martínez,ar ARG,"MF,FW",26-258,10.7,440,2,41,135,273,33,440,34,15,44.1,19,55.9,244,1617,807,35,28,14,27,8,271,81,Matches
Francisco Contreras,mx MEX,DF,24-198,9.7,506,18,152,227,131,6,506,8,2,25.0,6,75.0,251,1276,686,19,10,2,10,5,278,43,Matches
Kevin Castañeda,mx MEX,"MF,FW",24-063,8.0,457,4,45,232,188,12,457,15,9,60.0,6,40.0,237,1410,802,16,19,3,12,9,294,29,Matches
Domingo Blanco,ar ARG,"MF,FW",28-252,7.8,309,4,37,114,166,24,309,38,15,39.5,19,50.0,161,1163,594,22,16,13,27,16,167,56,Matches
Eduardo Armenta,mx MEX,"MF,FW",22-014,4.9,233,6,29,94,112,12,233,14,5,35.7,9,64.3,133,796,354,8,9,1,15,4,149,39,Matches
Rafael Fernández,mx MEX,DF,23-147,4.5,232,13,92,116,26,10,232,2,0,0.0,1,50.0,111,575,283,5,1,0,4,5,119,4,Matches
Jesús Vega,mx MEX,DF,23-287,4.2,230,1,36,109,89,2,230,8,3,37.5,5,62.5,110,673,398,16,15,0,5,2,120,24,Matches
José Corona,mx MEX,GK,42-338,3.0,92,75,91,1,0,0,92,0,0,,0,,49,215,147,0,0,0,0,0,49,0,Matches
Alexis Canelo,ar ARG,FW,31-330,2.7,134,5,10,64,61,11,134,5,2,40.0,3,60.0,72,419,143,6,9,1,5,8,92,15,Matches
Rodrigo Godínez,mx MEX,DF,31-100,2.4,143,16,91,45,7,1,143,0,0,,0,,78,486,292,4,1,0,0,0,87,0,Matches
Lucas Cavallini,ca CAN,"FW,MF",31-002,4.2,155,3,8,55,97,29,155,12,3,25.0,9,75.0,96,600,152,7,5,5,21,9,125,31,Matches
Aaron Mejía Montoya,mx MEX,DF,22-207,2.0,123,3,37,55,34,2,123,3,1,33.3,2,66.7,55,354,153,2,5,0,5,1,70,6,Matches
Iván Tona,mx MEX,MF,23-273,2.5,174,4,39,104,35,2,174,5,2,40.0,3,60.0,93,430,178,2,4,0,7,6,102,4,Matches
Daniel Vázquez,mx MEX,FW,20-209,0.8,27,1,3,15,10,4,27,1,0,0.0,1,100.0,18,82,26,2,1,1,3,1,19,3,Matches
Efrain Alvarez,mx MEX,MF,21-194,1.4,74,1,10,32,33,4,74,7,4,57.1,3,42.9,51,273,50,0,2,0,6,3,44,12,Matches
Braian Romero,ar ARG,"FW,MF",32-198,0.6,17,0,3,10,5,3,17,0,0,,0,,8,52,32,1,1,0,1,0,12,4,Matches
Rodrigo Parra,mx MEX,DF,20-122,0.3,25,2,14,11,0,0,25,0,0,,0,,17,63,27,0,0,0,0,0,19,0,Matches
Abraham Flores,mx MEX,DF,21-169,0.3,20,3,5,9,6,0,20,1,0,0.0,1,100.0,9,29,7,0,0,0,1,0,13,2,Matches
Carlos Galicia,mx MEX,MF,19-319,0.2,14,1,3,10,1,0,14,0,0,,0,,7,43,6,0,0,0,0,1,7,1,Matches
Squad Total,,,27.7,17.0,9436,894,2926,4346,2304,337,9434,331,155,46.8,162,48.9,4966,28311,14167,300,232,62,312,168,5556,636,
Opponent Total,,,28.2,17.0,10310,1021,3438,4899,2080,310,10308,310,143,46.1,159,51.3,5617,30739,15205,253,215,61,314,255,6525,645,
