Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Diego Barbosa,mx MEX,DF,27-096,16.5,4,0,0,19,16,0,63,17,50,0,0,0,120,14,7,66.7,Matches
Kevin Balanta,co COL,DF,26-246,15.7,5,1,1,17,7,0,4,27,19,0,0,0,108,20,26,43.5,Matches
Christian Rivera,co COL,MF,27-350,15.3,4,1,0,37,30,0,1,24,50,0,1,0,148,26,21,55.3,Matches
Carlos González Espínola,py PAR,FW,30-329,15.1,0,1,0,13,24,4,0,4,3,0,0,0,31,82,76,51.9,Matches
Nicolás Díaz Huincales,cl CHI,DF,24-224,14.9,4,0,0,13,15,1,7,26,19,0,0,0,107,25,15,62.5,Matches
Fernando Madrigal,mx MEX,MF,32-048,12.1,2,0,0,13,17,0,7,6,11,0,0,0,75,13,16,44.8,Matches
José Antonio Rodríguez,mx MEX,GK,31-179,14.0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,100.0,Matches
Lucas Rodríguez,ar ARG,"MF,FW",26-247,11.8,1,0,0,13,24,1,22,9,17,0,0,0,73,3,11,21.4,Matches
Alejandro Martínez,ar ARG,"MF,FW",26-258,10.7,0,0,0,11,8,0,79,6,7,0,0,0,46,1,5,16.7,Matches
Francisco Contreras,mx MEX,DF,24-198,9.7,0,0,0,7,6,1,20,18,14,0,1,0,55,7,8,46.7,Matches
Kevin Castañeda,mx MEX,"MF,FW",24-063,8.0,0,0,0,11,10,0,35,3,8,0,0,0,60,5,5,50.0,Matches
Domingo Blanco,ar ARG,"MF,FW",28-252,7.8,1,0,0,15,19,1,41,7,12,0,0,0,26,1,5,16.7,Matches
Eduardo Armenta,mx MEX,"MF,FW",22-014,4.9,3,0,0,7,3,0,22,1,9,0,0,0,25,2,10,16.7,Matches
Rafael Fernández,mx MEX,DF,23-147,4.5,3,0,0,10,7,0,1,2,4,0,0,0,19,12,12,50.0,Matches
Jesús Vega,mx MEX,DF,23-287,4.2,1,0,0,5,0,0,28,7,8,0,0,0,15,2,1,66.7,Matches
José Corona,mx MEX,GK,42-338,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Alexis Canelo,ar ARG,FW,31-330,2.7,0,0,0,5,3,0,18,1,2,0,0,0,14,12,7,63.2,Matches
Rodrigo Godínez,mx MEX,DF,31-100,2.4,1,0,0,2,3,0,0,5,3,0,0,0,13,6,5,54.5,Matches
Lucas Cavallini,ca CAN,"FW,MF",31-002,4.2,0,1,0,12,11,3,4,0,3,0,0,1,16,12,24,33.3,Matches
Aaron Mejía Montoya,mx MEX,DF,22-207,2.0,0,0,0,2,1,1,3,3,5,0,0,0,9,4,3,57.1,Matches
Iván Tona,mx MEX,MF,23-273,2.5,1,0,0,3,1,0,7,3,3,0,0,0,21,4,1,80.0,Matches
Daniel Vázquez,mx MEX,FW,20-209,0.8,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3,Matches
Efrain Alvarez,mx MEX,MF,21-194,1.4,1,0,0,3,1,1,12,0,5,0,0,0,15,0,4,0.0,Matches
Braian Romero,ar ARG,"FW,MF",32-198,0.6,0,0,0,4,1,0,0,1,1,0,0,0,3,1,2,33.3,Matches
Rodrigo Parra,mx MEX,DF,20-122,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Abraham Flores,mx MEX,DF,21-169,0.3,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,,Matches
Carlos Galicia,mx MEX,MF,19-319,0.2,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,,Matches
Squad Total,,,27.7,17.0,31,4,1,222,212,13,377,170,254,0,2,1,1031,254,266,48.8,
Opponent Total,,,28.2,17.0,54,3,1,225,207,19,231,150,206,0,2,1,963,266,254,51.2,
