Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
João Ricardo Riedi,br BRA,GK,34.0,31.9,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,3,Matches
Titi,br BRA,DF,34.0,31.6,48,35,30,16,2,25,43,58.1,18,29,18,11,34,82,116,1,Matches
Caio Alexandre,br BRA,MF,23.0,29.2,76,42,31,39,6,43,102,42.2,59,51,7,44,24,100,22,0,Matches
Emanuel Brítez,ar ARG,DF,30.0,30.7,37,25,24,10,3,23,46,50.0,23,37,26,11,31,68,147,0,Matches
Bruno Pacheco,br BRA,DF,31.0,29.7,69,45,38,25,6,39,66,59.1,27,26,3,23,39,108,57,0,Matches
Guilherme Tinga,br BRA,DF,29.0,28.7,54,31,33,15,6,29,68,42.6,39,28,14,14,41,95,105,0,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,22.1,44,22,11,28,5,24,62,38.7,38,29,6,23,17,61,22,0,Matches
Juan Martín Lucero,ar ARG,FW,31.0,23.0,13,7,3,4,6,5,17,29.4,12,11,3,8,4,17,12,1,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,20.8,14,11,6,6,2,6,20,30.0,14,18,3,15,8,22,21,0,Matches
José Welison,br BRA,MF,27.0,18.6,49,30,20,25,4,18,34,52.9,16,24,5,19,23,72,24,0,Matches
Yago Pikachu,br BRA,"FW,MF",30.0,19.5,20,14,9,9,2,8,28,28.6,20,22,3,19,13,33,13,0,Matches
Calebe,br BRA,"MF,FW",22.0,16.4,17,10,6,7,4,7,24,29.2,17,12,1,11,6,23,3,0,Matches
Guilherme,br BRA,"FW,MF",27.0,15.7,28,13,14,8,6,12,26,46.2,14,18,3,15,16,44,20,0,Matches
Marinho,br BRA,"FW,MF",32.0,12.7,15,8,7,5,3,6,24,25.0,18,17,0,17,3,18,5,0,Matches
Marcelo,br BRA,DF,27.0,12.0,18,12,10,7,1,9,17,52.9,8,16,11,5,17,35,46,0,Matches
Lucas Sasha,br BRA,MF,32.0,11.3,58,40,30,27,1,29,66,43.9,37,21,2,19,27,85,22,0,Matches
Hércules,br BRA,MF,22.0,8.6,27,18,9,15,3,10,28,35.7,18,16,2,14,5,32,9,0,Matches
Imanol Machuca,ar ARG,FW,23.0,7.5,18,10,5,9,4,9,18,50.0,9,11,0,11,3,21,1,0,Matches
Gonzalo Escobar,ar ARG,DF,25.0,6.4,18,14,5,8,5,10,15,66.7,5,8,2,6,15,33,16,0,Matches
Pedro Borges,br BRA,"MF,FW",25.0,6.3,16,12,7,7,2,7,12,58.3,5,7,2,5,4,20,12,1,Matches
Lucas Crispim,br BRA,"MF,DF",28.0,5.4,7,5,3,3,1,3,10,30.0,7,4,3,1,3,10,7,0,Matches
Fernando Miguel,br BRA,GK,37.0,5.1,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,1,Matches
Moises,br BRA,"MF,FW",26.0,4.1,3,3,1,1,1,1,9,11.1,8,1,0,1,3,6,1,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,25.0,4.3,12,7,7,2,3,5,8,62.5,3,14,3,11,6,18,10,0,Matches
Tobias Figueiredo,pt POR,DF,28.0,3.8,5,1,3,2,0,3,3,100.0,0,2,1,1,2,7,13,1,Matches
Silvio Romero,ar ARG,FW,34.0,4.4,2,2,0,1,1,1,3,33.3,2,3,0,3,0,2,4,0,Matches
Romarinho,br BRA,"FW,MF",28.0,3.2,1,1,0,1,0,0,6,0.0,6,1,0,1,1,2,0,0,Matches
Brayan Ceballos,co COL,DF,21.0,2.3,2,2,1,1,0,0,0,,0,3,1,2,2,4,15,0,Matches
Maurício Kozlinski,br BRA,GK,31.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22.0,0.9,1,1,1,0,0,1,4,25.0,3,2,1,1,3,4,3,0,Matches
Pedro Rocha Neves,br BRA,FW,28.0,0.4,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
Kauan,br BRA,FW,17.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,29.7,38.0,674,421,315,282,77,334,762,43.8,428,431,120,311,352,1026,733,8,
Opponent Total,,,27.1,38.0,590,360,280,254,56,283,655,43.2,372,406,144,262,308,898,786,9,
