Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
João Ricardo Riedi,br BRA,GK,34.0,31.9,805,695,801,5,0,0,805,0,0,,0,,374,2543,1988,0,0,0,0,0,210,0,Matches
Titi,br BRA,DF,34.0,31.6,1693,188,763,887,53,13,1693,6,4,66.7,2,33.3,1006,5217,3124,17,12,3,20,7,1048,2,Matches
Caio Alexandre,br BRA,MF,23.0,29.2,2075,42,390,1433,275,25,2075,31,16,51.6,11,35.5,1370,9103,5117,91,41,10,30,35,1521,37,Matches
Emanuel Brítez,ar ARG,DF,30.0,30.7,1658,181,645,885,143,28,1658,13,11,84.6,2,15.4,880,4410,2590,19,18,0,8,7,965,17,Matches
Bruno Pacheco,br BRA,DF,31.0,29.7,1633,71,467,778,414,23,1633,70,30,42.9,28,40.0,803,4452,2423,49,50,4,25,21,889,98,Matches
Guilherme Tinga,br BRA,DF,29.0,28.7,1838,131,547,881,436,46,1838,41,31,75.6,9,22.0,869,4571,2603,50,40,4,22,7,978,117,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,22.1,1116,36,130,574,427,45,1116,54,30,55.6,22,40.7,631,4130,1849,55,48,8,35,13,717,130,Matches
Juan Martín Lucero,ar ARG,FW,31.0,23.0,533,15,51,217,270,83,530,26,9,34.6,12,46.2,288,1305,585,20,15,9,42,23,375,100,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,20.8,727,27,83,343,309,87,725,54,29,53.7,22,40.7,423,2025,984,26,28,7,51,31,536,91,Matches
José Welison,br BRA,MF,27.0,18.6,1065,39,210,659,213,14,1065,26,19,73.1,5,19.2,560,2651,1353,19,23,3,15,18,629,31,Matches
Yago Pikachu,br BRA,"FW,MF",30.0,19.5,798,17,107,330,369,77,797,23,9,39.1,13,56.5,472,2223,1112,40,15,14,20,19,541,170,Matches
Calebe,br BRA,"MF,FW",22.0,16.4,733,2,65,336,349,55,733,81,42,51.9,23,28.4,510,3498,1892,69,35,21,33,29,541,127,Matches
Guilherme,br BRA,"FW,MF",27.0,15.7,725,15,114,278,344,60,725,51,20,39.2,23,45.1,428,3029,1500,60,31,23,35,15,449,104,Matches
Marinho,br BRA,"FW,MF",32.0,12.7,501,6,39,167,304,43,500,50,18,36.0,25,50.0,324,2115,1039,42,21,22,27,16,344,89,Matches
Marcelo,br BRA,DF,27.0,12.0,561,73,291,256,16,6,561,3,1,33.3,1,33.3,295,1520,689,2,0,0,6,3,311,2,Matches
