Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
João Ricardo Riedi,br BRA,GK,34.0,31.9,4,0.13,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Titi,br BRA,DF,34.0,31.6,25,0.79,21,1,0,1,0,2,3,0.09,1,1,0,0,0,1,Matches
Caio Alexandre,br BRA,MF,23.0,29.2,86,2.95,76,2,1,1,4,2,6,0.21,6,0,0,0,0,0,Matches
Emanuel Brítez,ar ARG,DF,30.0,30.7,36,1.17,29,1,0,4,0,2,2,0.07,2,0,0,0,0,0,Matches
Bruno Pacheco,br BRA,DF,31.0,29.7,59,1.99,39,10,1,2,6,1,7,0.24,5,1,0,1,0,0,Matches
Guilherme Tinga,br BRA,DF,29.0,28.7,69,2.4,57,9,0,2,0,1,4,0.14,4,0,0,0,0,0,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,22.1,74,3.34,52,13,1,3,3,2,4,0.18,4,0,0,0,0,0,Matches
Juan Martín Lucero,ar ARG,FW,31.0,23.0,49,2.13,30,1,2,7,9,0,2,0.09,1,0,0,0,1,0,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,20.8,58,2.78,41,0,3,8,4,2,6,0.29,6,0,0,0,0,0,Matches
José Welison,br BRA,MF,27.0,18.6,40,2.15,31,0,4,2,0,3,3,0.16,3,0,0,0,0,0,Matches
Yago Pikachu,br BRA,"FW,MF",30.0,19.5,68,3.49,48,5,4,7,4,0,4,0.21,1,0,2,1,0,0,Matches
Calebe,br BRA,"MF,FW",22.0,16.4,78,4.75,52,6,10,3,6,1,8,0.49,7,0,1,0,0,0,Matches
Guilherme,br BRA,"FW,MF",27.0,15.7,48,3.06,30,4,4,6,3,1,4,0.25,4,0,0,0,0,0,Matches
Marinho,br BRA,"FW,MF",32.0,12.7,48,3.78,25,8,6,2,7,0,4,0.31,1,0,0,0,3,0,Matches
Marcelo,br BRA,DF,27.0,12.0,8,0.67,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Sasha,br BRA,MF,32.0,11.3,25,2.21,22,0,0,1,1,1,2,0.18,2,0,0,0,0,0,Matches
Hércules,br BRA,MF,22.0,8.6,17,1.98,13,0,1,1,0,2,1,0.12,0,0,0,0,0,1,Matches
Imanol Machuca,ar ARG,FW,23.0,7.5,36,4.76,20,8,5,2,1,0,0,0.0,0,0,0,0,0,0,Matches
Gonzalo Escobar,ar ARG,DF,25.0,6.4,16,2.49,11,2,2,0,0,1,1,0.16,0,0,0,0,0,1,Matches
Pedro Borges,br BRA,"MF,FW",25.0,6.3,12,1.91,9,0,0,1,0,2,2,0.32,1,0,0,1,0,0,Matches
Lucas Crispim,br BRA,"MF,DF",28.0,5.4,26,4.8,23,2,0,0,1,0,1,0.18,0,0,0,0,1,0,Matches
Fernando Miguel,br BRA,GK,37.0,5.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Moises,br BRA,"MF,FW",26.0,4.1,15,3.68,7,0,4,4,0,0,4,0.98,0,0,2,2,0,0,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,25.0,4.3,9,2.1,8,0,1,0,0,0,1,0.23,0,0,1,0,0,0,Matches
Tobias Figueiredo,pt POR,DF,28.0,3.8,3,0.79,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Silvio Romero,ar ARG,FW,34.0,4.4,14,3.17,11,0,0,1,2,0,2,0.45,2,0,0,0,0,0,Matches
Romarinho,br BRA,"FW,MF",28.0,3.2,19,5.94,14,0,3,1,1,0,1,0.31,1,0,0,0,0,0,Matches
Brayan Ceballos,co COL,DF,21.0,2.3,1,0.44,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maurício Kozlinski,br BRA,GK,31.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22.0,0.9,2,2.22,2,0,0,0,0,0,1,1.11,1,0,0,0,0,0,Matches
Pedro Rocha Neves,br BRA,FW,28.0,0.4,2,5.29,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Kauan,br BRA,FW,17.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,29.7,38.0,947,24.92,683,75,52,59,55,23,73,1.92,52,2,6,5,5,3,
Opponent Total,,,27.1,38.0,853,22.45,582,78,65,61,53,14,68,1.79,41,6,6,9,4,2,
