Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
João Ricardo Riedi,br BRA,GK,34.0,32,32,2868.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Titi,br BRA,DF,34.0,32,32,2846.0,31.6,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,0.3,0.3,0.4,0.6,17.0,106.0,2.0,0.0,0.03,0.03,0.0,0.03,0.01,0.01,0.02,0.01,0.02,Matches
Caio Alexandre,br BRA,MF,23.0,34,32,2624.0,29.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,2.8,4.8,91.0,208.0,37.0,0.07,0.07,0.14,0.07,0.14,0.07,0.1,0.17,0.07,0.17,Matches
Emanuel Brítez,ar ARG,DF,30.0,31,31,2761.0,30.7,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.6,1.6,19.0,86.0,17.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,Matches
Bruno Pacheco,br BRA,DF,31.0,31,30,2669.0,29.7,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.9,0.9,1.9,2.8,49.0,133.0,98.0,0.07,0.1,0.17,0.07,0.17,0.03,0.07,0.1,0.03,0.1,Matches
Guilherme Tinga,br BRA,DF,29.0,31,29,2583.0,28.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.8,3.8,50.0,119.0,117.0,0.03,0.0,0.03,0.03,0.03,0.07,0.06,0.13,0.07,0.13,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,35,26,1991.0,22.1,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,3.9,6.9,55.0,107.0,130.0,0.09,0.14,0.23,0.09,0.23,0.13,0.18,0.31,0.13,0.31,Matches
Juan Martín Lucero,ar ARG,FW,31.0,31,23,2069.0,23.0,9.0,0.0,9.0,6.0,3.0,3.0,2.0,0.0,9.2,6.8,1.2,8.0,20.0,34.0,100.0,0.39,0.0,0.39,0.26,0.26,0.4,0.05,0.45,0.3,0.35,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,33,20,1876.0,20.8,5.0,4.0,9.0,3.0,2.0,2.0,6.0,0.0,7.2,5.6,2.8,8.4,26.0,70.0,91.0,0.24,0.19,0.43,0.14,0.34,0.35,0.13,0.48,0.27,0.4,Matches
José Welison,br BRA,MF,27.0,26,20,1671.0,18.6,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,1.2,1.2,1.1,2.3,19.0,105.0,31.0,0.05,0.11,0.16,0.05,0.16,0.06,0.06,0.12,0.06,0.12,Matches
Yago Pikachu,br BRA,"FW,MF",30.0,37,16,1751.0,19.5,7.0,1.0,8.0,7.0,0.0,1.0,5.0,0.0,5.5,4.7,2.8,7.5,40.0,62.0,170.0,0.36,0.05,0.41,0.36,0.41,0.28,0.14,0.43,0.24,0.39,Matches
Calebe,br BRA,"MF,FW",22.0,29,16,1479.0,16.4,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,4.8,7.8,69.0,78.0,127.0,0.12,0.3,0.43,0.12,0.43,0.18,0.29,0.48,0.18,0.48,Matches
