Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
João Ricardo Riedi,br BRA,GK,34.0,31.9,749,416,330,78,0,3,0,0,0,0,0,0,503,3,0,Matches
Titi,br BRA,DF,34.0,31.6,1413,1310,98,90,1,6,7,7,0,0,0,0,1184,5,10,Matches
Caio Alexandre,br BRA,MF,23.0,29.2,1804,1723,74,70,10,32,27,2,1,1,0,0,1574,7,28,Matches
Emanuel Brítez,ar ARG,DF,30.0,30.7,1350,1250,96,46,0,7,11,50,0,0,0,0,1105,4,10,Matches
Bruno Pacheco,br BRA,DF,31.0,29.7,1313,1020,286,34,3,3,55,247,5,0,5,0,1018,7,29,Matches
Guilherme Tinga,br BRA,DF,29.0,28.7,1545,1250,289,28,1,13,86,260,1,0,0,0,1064,6,34,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,22.1,851,774,72,23,6,10,113,9,38,12,21,0,614,5,29,Matches
Juan Martín Lucero,ar ARG,FW,31.0,23.0,349,303,43,0,4,0,10,3,0,0,0,0,253,3,13,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,20.8,488,439,41,5,6,2,9,5,0,0,0,0,343,8,18,Matches
José Welison,br BRA,MF,27.0,18.6,860,831,26,18,0,7,33,8,0,0,0,0,692,3,21,Matches
Yago Pikachu,br BRA,"FW,MF",30.0,19.5,621,564,54,15,3,6,61,26,13,1,10,0,468,3,23,Matches
Calebe,br BRA,"MF,FW",22.0,16.4,545,485,50,18,6,6,67,3,29,17,7,0,404,10,13,Matches
Guilherme,br BRA,"FW,MF",27.0,15.7,509,454,52,9,1,3,71,6,35,19,11,0,330,3,10,Matches
Marinho,br BRA,"FW,MF",32.0,12.7,329,265,59,21,0,4,69,4,33,17,12,0,220,5,20,Matches
Marcelo,br BRA,DF,27.0,12.0,443,414,29,28,1,1,0,0,0,0,0,0,359,0,2,Matches
Lucas Sasha,br BRA,MF,32.0,11.3,529,511,16,15,0,2,8,1,0,0,0,0,451,2,5,Matches
Hércules,br BRA,MF,22.0,8.6,313,309,2,2,0,9,14,0,0,0,0,0,256,2,6,Matches
Imanol Machuca,ar ARG,FW,23.0,7.5,268,236,29,6,0,1,49,1,22,9,11,0,202,3,12,Matches
Gonzalo Escobar,ar ARG,DF,25.0,6.4,365,297,67,8,0,5,22,58,1,0,0,0,280,1,12,Matches
Pedro Borges,br BRA,"MF,FW",25.0,6.3,259,255,4,4,1,4,1,0,0,0,0,0,220,0,1,Matches
Lucas Crispim,br BRA,"MF,DF",28.0,5.4,352,325,26,11,0,3,12,11,4,0,4,0,299,1,6,Matches
Fernando Miguel,br BRA,GK,37.0,5.1,116,66,49,11,0,0,0,0,0,0,0,0,78,1,0,Matches
Moises,br BRA,"MF,FW",26.0,4.1,120,114,6,0,0,1,9,4,2,2,0,0,92,0,4,Matches
Luis Eduardo Marques dos Santos,br BRA,DF,25.0,4.3,215,175,40,6,0,0,19,34,0,0,0,0,166,0,4,Matches
Tobias Figueiredo,pt POR,DF,28.0,3.8,183,180,3,3,0,1,0,0,0,0,0,0,158,0,1,Matches
Silvio Romero,ar ARG,FW,34.0,4.4,81,74,7,0,1,1,6,1,0,0,0,0,54,0,2,Matches
Romarinho,br BRA,"FW,MF",28.0,3.2,160,149,10,0,0,1,8,3,7,2,0,0,129,1,8,Matches
Brayan Ceballos,co COL,DF,21.0,2.3,143,137,5,5,0,0,0,0,0,0,0,0,118,1,1,Matches
Maurício Kozlinski,br BRA,GK,31.0,1.0,16,10,6,4,0,0,0,0,0,0,0,0,13,0,0,Matches
Vinícius Zanocelo,br BRA,"MF,FW",22.0,0.9,68,67,1,1,0,0,1,0,0,0,0,0,62,0,1,Matches
Pedro Rocha Neves,br BRA,FW,28.0,0.4,8,8,0,0,0,0,1,0,0,0,0,0,6,0,1,Matches
Kauan,br BRA,FW,17.0,0.1,7,6,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
Squad Total,,,29.7,38.0,16372,14417,1871,559,44,131,769,744,191,80,81,0,12719,84,324,
Opponent Total,,,27.1,38.0,18670,16705,1914,566,33,125,674,739,205,87,87,2,15009,51,366,
