Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Ricardo Riedi,br BRA,GK,34.0,31.9,503,749,67.2,14974,11041,77,77,100.0,214,220,97.3,206,443,46.5,0,0.0,0.0,0.0,0,8,1,0,1,Matches
Titi,br BRA,DF,34.0,31.6,1184,1413,83.8,23121,9784,403,450,89.6,642,698,92.0,127,232,54.7,1,0.4,0.6,0.6,5,84,2,0,106,Matches
Caio Alexandre,br BRA,MF,23.0,29.2,1574,1804,87.3,28901,7697,634,687,92.3,743,803,92.5,165,237,69.6,2,2.8,2.5,-0.8,29,188,33,4,208,Matches
Emanuel Brítez,ar ARG,DF,30.0,30.7,1105,1350,81.9,19693,8075,438,491,89.2,554,622,89.1,89,192,46.4,1,0.6,0.7,0.4,13,89,10,4,86,Matches
Bruno Pacheco,br BRA,DF,31.0,29.7,1018,1313,77.5,16595,6635,533,594,89.7,386,490,78.8,72,148,48.6,3,1.9,1.9,1.1,21,101,29,11,133,Matches
Guilherme Tinga,br BRA,DF,29.0,28.7,1064,1545,68.9,20608,7738,415,510,81.4,479,654,73.2,154,297,51.9,0,1.8,1.8,-1.8,30,88,33,14,119,Matches
Tomas Pochettino,ar ARG,"MF,FW",26.0,22.1,614,851,72.2,11153,3330,276,320,86.3,241,302,79.8,80,162,49.4,3,3.9,3.4,-0.9,43,74,25,12,107,Matches
Juan Martín Lucero,ar ARG,FW,31.0,23.0,253,349,72.5,3356,786,157,193,81.3,63,85,74.1,14,26,53.8,0,1.2,1.1,-1.2,16,17,11,1,34,Matches
Thiago Galhardo,br BRA,"FW,MF",33.0,20.8,343,488,70.3,4883,1506,205,261,78.5,101,141,71.6,20,38,52.6,4,2.8,2.8,1.2,25,45,20,1,70,Matches
José Welison,br BRA,MF,27.0,18.6,692,860,80.5,12084,3388,305,338,90.2,288,342,84.2,74,117,63.2,2,1.1,0.8,0.9,17,88,6,3,105,Matches
