Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Wéverton,br BRA,GK,35.0,35.0,1193.0,861.0,326.0,87.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,938.0,6.0,0.0,Matches
Gustavo Gómez,py PAR,DF,29.0,30.7,1676.0,1610.0,60.0,55.0,0.0,9.0,11,4.0,0.0,0.0,0.0,0.0,1393.0,6.0,8.0,Matches
Zé Rafael,br BRA,MF,29.0,28.5,1194.0,1140.0,51.0,44.0,0.0,17.0,11,6.0,0.0,0.0,0.0,0.0,1034.0,3.0,24.0,Matches
Raphael Veiga,br BRA,MF,27.0,27.3,1211.0,942.0,261.0,66.0,9.0,16.0,223,9.0,156.0,60.0,65.0,0.0,895.0,8.0,28.0,Matches
Joaquín Piquerez,uy URU,DF,24.0,28.1,1530.0,1263.0,259.0,48.0,0.0,15.0,123,207.0,2.0,0.0,1.0,0.0,1225.0,8.0,42.0,Matches
Mayke,br BRA,"DF,FW",30.0,27.8,1656.0,1437.0,208.0,35.0,3.0,6.0,117,173.0,0.0,0.0,0.0,0.0,1361.0,11.0,38.0,Matches
Murilo Cerqueira,br BRA,DF,25.0,24.1,1278.0,1231.0,44.0,39.0,4.0,11.0,1,0.0,0.0,0.0,0.0,0.0,1141.0,3.0,8.0,Matches
Artur,br BRA,FW,24.0,21.1,820.0,766.0,49.0,11.0,3.0,4.0,81,13.0,25.0,14.0,2.0,0.0,604.0,5.0,29.0,Matches
Luan Garcia,br BRA,DF,29.0,20.2,1036.0,999.0,32.0,27.0,1.0,10.0,6,4.0,0.0,0.0,0.0,0.0,880.0,5.0,4.0,Matches
Gabriel Menino,br BRA,MF,22.0,17.7,1153.0,1047.0,100.0,55.0,2.0,24.0,55,18.0,24.0,10.0,6.0,0.0,940.0,6.0,16.0,Matches
Richard Ríos,co COL,MF,22.0,20.6,792.0,759.0,29.0,26.0,2.0,2.0,26,3.0,0.0,0.0,0.0,0.0,634.0,4.0,29.0,Matches
Rony,br BRA,FW,27.0,18.2,253.0,237.0,14.0,0.0,0.0,1.0,22,6.0,0.0,0.0,0.0,0.0,179.0,2.0,12.0,Matches
Endrick,br BRA,FW,16.0,17.3,359.0,315.0,39.0,4.0,3.0,2.0,18,12.0,1.0,1.0,0.0,0.0,255.0,5.0,15.0,Matches
Marcos Rocha,br BRA,DF,34.0,14.0,1081.0,876.0,200.0,57.0,3.0,13.0,26,137.0,1.0,0.0,0.0,0.0,863.0,5.0,17.0,Matches
Breno,br BRA,FW,27.0,15.2,355.0,349.0,1.0,0.0,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,266.0,5.0,11.0,Matches
Dudu,br BRA,FW,31.0,12.0,434.0,400.0,32.0,10.0,1.0,13.0,39,14.0,8.0,1.0,1.0,1.0,313.0,2.0,17.0,Matches
Vanderlan,br BRA,DF,20.0,10.1,368.0,295.0,71.0,7.0,0.0,1.0,28,64.0,0.0,0.0,0.0,0.0,261.0,2.0,18.0,Matches
Jhonatan Jowjow,br BRA,"MF,FW",20.0,9.9,300.0,281.0,18.0,4.0,3.0,5.0,26,1.0,13.0,11.0,0.0,0.0,224.0,1.0,11.0,Matches
José López,ar ARG,"FW,MF",22.0,6.6,150.0,144.0,4.0,0.0,0.0,1.0,8,0.0,0.0,0.0,0.0,0.0,91.0,2.0,5.0,Matches
Kaiky Naves,br BRA,"DF,FW",20.0,5.8,269.0,240.0,26.0,20.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,235.0,3.0,1.0,Matches
Luis Guilherme,br BRA,"FW,MF",16.0,6.4,246.0,220.0,23.0,4.0,0.0,4.0,32,6.0,12.0,7.0,4.0,0.0,182.0,3.0,4.0,Matches
Fabinho,br BRA,MF,20.0,6.5,316.0,311.0,4.0,3.0,1.0,12.0,2,1.0,0.0,0.0,0.0,0.0,261.0,1.0,7.0,Matches
García,br BRA,DF,21.0,3.3,183.0,142.0,40.0,5.0,1.0,0.0,13,35.0,0.0,0.0,0.0,0.0,134.0,1.0,2.0,Matches
Marcelo Lomba,br BRA,GK,36.0,3.0,102.0,68.0,33.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,74.0,1.0,0.0,Matches
Kevin,br BRA,"FW,DF",20.0,2.6,80.0,78.0,1.0,1.0,0.0,2.0,9,0.0,0.0,0.0,0.0,0.0,54.0,1.0,2.0,Matches
Jailson Siqueira,br BRA,"MF,DF",27.0,1.8,58.0,55.0,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,4.0,Matches
Rafael Navarro,br BRA,FW,22.0,1.4,35.0,32.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,Matches
Bruno Tabata,br BRA,"MF,FW",25.0,1.4,72.0,67.0,5.0,0.0,1.0,2.0,10,5.0,0.0,0.0,0.0,0.0,51.0,0.0,5.0,Matches
Ian Custódio,br BRA,DF,19.0,0.2,7.0,6.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
Giovani,br BRA,FW,19.0,0.2,9.0,9.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches
Estevão,br BRA,FW,16.0,0.1,,,,,,,0,,,,,,,,,Matches
Eduard Atuesta,co COL,MF,25.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
Kauan Santos,br BRA,FW,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.9,38.0,18219.0,16183.0,1936.0,619.0,38.0,181.0,917,722.0,242.0,104.0,79.0,1.0,14569.0,100.0,360.0,
Opponent Total,,,27.4,38.0,16543.0,14532.0,1963.0,651.0,42.0,90.0,560,711.0,135.0,36.0,64.0,1.0,13180.0,48.0,326.0,
