Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Wéverton,br BRA,GK,35.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavo Gómez,py PAR,DF,29.0,30.7,2,25,6,24.0,0.82,0.2,0.08,0.33,10.9,0.0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
Zé Rafael,br BRA,MF,29.0,28.5,3,35,11,31.4,1.23,0.39,0.09,0.27,21.3,2.0,0,0,2.1,2.1,0.06,0.9,0.9,Matches
Raphael Veiga,br BRA,MF,27.0,27.3,9,86,31,36.0,3.16,1.14,0.09,0.26,23.1,13.0,1,2,7.2,5.7,0.07,1.8,2.3,Matches
Joaquín Piquerez,uy URU,DF,24.0,28.1,3,32,6,18.8,1.14,0.21,0.06,0.33,26.1,3.0,1,1,2.0,1.3,0.04,1.0,0.7,Matches
Mayke,br BRA,"DF,FW",30.0,27.8,1,8,2,25.0,0.29,0.07,0.13,0.5,17.7,0.0,0,0,0.9,0.9,0.11,0.1,0.1,Matches
Murilo Cerqueira,br BRA,DF,25.0,24.1,3,12,7,58.3,0.5,0.29,0.25,0.43,11.1,0.0,0,0,1.0,1.0,0.08,2.0,2.0,Matches
Artur,br BRA,FW,24.0,21.1,5,47,17,36.2,2.23,0.81,0.11,0.29,16.8,1.0,0,0,5.0,5.0,0.11,0.0,0.0,Matches
Luan Garcia,br BRA,DF,29.0,20.2,1,19,6,31.6,0.94,0.3,0.05,0.17,10.5,0.0,0,0,1.9,1.9,0.1,-0.9,-0.9,Matches
Gabriel Menino,br BRA,MF,22.0,17.7,2,34,7,20.6,1.92,0.4,0.06,0.29,25.2,3.0,0,0,1.7,1.7,0.05,0.3,0.3,Matches
Richard Ríos,co COL,MF,22.0,20.6,2,38,10,26.3,1.85,0.49,0.05,0.2,25.2,1.0,0,0,1.2,1.2,0.03,0.8,0.8,Matches
Rony,br BRA,FW,27.0,18.2,5,51,18,35.3,2.8,0.99,0.1,0.28,13.1,1.0,0,0,6.1,6.1,0.12,-1.1,-1.1,Matches
Endrick,br BRA,FW,16.0,17.3,11,49,25,51.0,2.83,1.44,0.22,0.44,17.4,1.0,0,1,8.1,7.3,0.15,2.9,3.7,Matches
Marcos Rocha,br BRA,DF,34.0,14.0,1,4,1,25.0,0.28,0.07,0.25,1.0,19.7,0.0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
Breno,br BRA,FW,27.0,15.2,5,49,24,49.0,3.23,1.58,0.1,0.21,14.8,0.0,0,0,6.8,6.8,0.14,-1.8,-1.8,Matches
Dudu,br BRA,FW,31.0,12.0,3,35,10,28.6,2.93,0.84,0.09,0.3,19.0,0.0,0,0,2.4,2.4,0.07,0.6,0.6,Matches
Vanderlan,br BRA,DF,20.0,10.1,0,6,1,16.7,0.59,0.1,0.0,0.0,18.4,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Jhonatan Jowjow,br BRA,"MF,FW",20.0,9.9,0,12,6,50.0,1.21,0.61,0.0,0.0,16.0,1.0,0,0,1.2,1.2,0.1,-1.2,-1.2,Matches
José López,ar ARG,"FW,MF",22.0,6.6,5,22,10,45.5,3.35,1.52,0.23,0.5,13.7,0.0,0,0,3.5,3.5,0.16,1.5,1.5,Matches
Kaiky Naves,br BRA,"DF,FW",20.0,5.8,0,2,0,0.0,0.34,0.0,0.0,,9.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Luis Guilherme,br BRA,"FW,MF",16.0,6.4,0,15,3,20.0,2.34,0.47,0.0,0.0,21.4,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Fabinho,br BRA,MF,20.0,6.5,0,6,1,16.7,0.92,0.15,0.0,0.0,18.4,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
García,br BRA,DF,21.0,3.3,0,2,0,0.0,0.61,0.0,0.0,,23.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marcelo Lomba,br BRA,GK,36.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin,br BRA,"FW,DF",20.0,2.6,0,6,1,16.7,2.33,0.39,0.0,0.0,18.2,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches
Jailson Siqueira,br BRA,"MF,DF",27.0,1.8,0,4,1,25.0,2.21,0.55,0.0,0.0,19.4,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Rafael Navarro,br BRA,FW,22.0,1.4,1,4,2,50.0,2.88,1.44,0.25,0.5,8.2,0.0,0,0,1.2,1.2,0.3,-0.2,-0.2,Matches
Bruno Tabata,br BRA,"MF,FW",25.0,1.4,0,4,0,0.0,2.9,0.0,0.0,,17.7,0.0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Ian Custódio,br BRA,DF,19.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Giovani,br BRA,FW,19.0,0.2,0,1,0,0.0,6.0,0.0,0.0,,14.0,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Estevão,br BRA,FW,16.0,0.1,0,0,0,,0.0,0.0,,,,,0,0,,,,,,Matches
Eduard Atuesta,co COL,MF,25.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Kauan Santos,br BRA,FW,18.0,0.0,0,1,0,0.0,45.0,0.0,0.0,,20.9,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Squad Total,,,26.9,38.0,62,609,206,33.8,16.03,5.42,0.1,0.29,18.6,26.0,2,4,57.2,54.1,0.09,4.8,5.9,
Opponent Total,,,27.4,38.0,32,422,144,34.1,11.11,3.79,0.07,0.19,19.7,19.0,4,5,39.3,35.5,0.09,-7.3,-7.5,
