Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Iván Tapia,ar ARG,MF,24.0,26.8,38.0,22,10.0,21.0,7.0,21.0,59.0,35.6,38.0,20.0,1.0,19.0,12,50.0,15.0,0.0,Matches
Francisco Álvarez,ar ARG,DF,22.0,25.0,41.0,19,33.0,8.0,0.0,24.0,39.0,61.5,15.0,30.0,11.0,19.0,46,87.0,121.0,1.0,Matches
Andrés Desábato,ar ARG,GK,32.0,24.0,2.0,0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,2.0,0.0,2.0,1,3.0,16.0,1.0,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,21.9,13.0,7,1.0,5.0,7.0,5.0,23.0,21.7,18.0,20.0,8.0,12.0,1,14.0,31.0,0.0,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,20.9,55.0,36,27.0,15.0,13.0,36.0,73.0,49.3,37.0,27.0,1.0,26.0,19,74.0,37.0,0.0,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,19.9,28.0,20,13.0,12.0,3.0,20.0,34.0,58.8,14.0,20.0,5.0,15.0,28,56.0,50.0,0.0,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,19.4,55.0,35,30.0,23.0,2.0,22.0,43.0,51.2,21.0,31.0,11.0,20.0,44,99.0,69.0,0.0,Matches
Carlos Arce,ar ARG,MF,32.0,16.5,51.0,33,21.0,27.0,3.0,27.0,47.0,57.4,20.0,35.0,7.0,28.0,16,67.0,45.0,0.0,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,15.9,,27,,,,,,,,,,,13,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,16.8,32.0,18,18.0,12.0,2.0,20.0,32.0,62.5,12.0,20.0,7.0,13.0,25,57.0,71.0,1.0,Matches
Rodrigo Insúa,ar ARG,DF,25.0,15.6,28.0,19,16.0,7.0,5.0,21.0,33.0,63.6,12.0,19.0,3.0,16.0,13,41.0,36.0,0.0,Matches
Rodrigo Herrera,ar ARG,MF,22.0,12.8,40.0,28,20.0,18.0,2.0,19.0,45.0,42.2,26.0,26.0,3.0,23.0,18,58.0,20.0,0.0,Matches
Lucas Colitto,ar ARG,MF,28.0,9.0,12.0,5,5.0,4.0,3.0,8.0,21.0,38.1,13.0,12.0,0.0,12.0,7,19.0,5.0,0.0,Matches
Alexis Dominguez,ar ARG,FW,26.0,8.4,9.0,5,1.0,6.0,2.0,3.0,10.0,30.0,7.0,8.0,0.0,8.0,0,9.0,9.0,0.0,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,6.2,7.0,5,1.0,6.0,0.0,4.0,11.0,36.4,7.0,4.0,0.0,4.0,3,10.0,0.0,0.0,Matches
Fernando Prado,uy URU,DF,21.0,4.6,7.0,4,6.0,1.0,0.0,6.0,12.0,50.0,6.0,6.0,1.0,5.0,8,15.0,20.0,1.0,Matches
Marcos Benítez,ar ARG,"MF,FW",21.0,6.6,11.0,6,4.0,4.0,3.0,6.0,14.0,42.9,8.0,3.0,0.0,3.0,4,15.0,5.0,0.0,Matches
Agustín Dáttola,ar ARG,DF,23.0,3.8,,2,,,,,,,,,,,5,,,,Matches
Maximiliano Rodríguez,ar ARG,"DF,MF",34.0,5.4,11.0,7,6.0,5.0,0.0,7.0,14.0,50.0,7.0,5.0,3.0,2.0,8,19.0,16.0,0.0,Matches
Maximiliano Puig,ar ARG,MF,22.0,3.5,8.0,6,3.0,4.0,1.0,2.0,10.0,20.0,8.0,4.0,0.0,4.0,1,9.0,1.0,0.0,Matches
Guido Villar,ar ARG,GK,27.0,3.0,,1,,,,,,,,,,,0,,,,Matches
Alan Cantero,ar ARG,"FW,MF",24.0,5.6,5.0,3,2.0,1.0,2.0,3.0,11.0,27.3,8.0,2.0,0.0,2.0,1,6.0,5.0,0.0,Matches
Nicolás Tolosa,ar ARG,"MF,DF",21.0,1.8,2.0,2,1.0,1.0,0.0,1.0,5.0,20.0,4.0,0.0,0.0,0.0,6,8.0,5.0,0.0,Matches
Franco Farías,ar ARG,MF,20.0,1.3,,0,,,,,,,,,,,0,,,,Matches
Lucas López,ar ARG,MF,25.0,0.9,2.0,1,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,2.0,1.0,0.0,Matches
Julián Viollaz,ar ARG,"FW,MF",20.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,Matches
Kevin Quejada,co COL,FW,20.0,0.4,,0,,,,,,,,,,,0,,,,Matches
Manuel Brondo,,FW,,0.1,,0,,,,,,,,,,,0,,,,Matches
Alex Juárez,ar ARG,MF,18.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Bruno Mastronicola,ar ARG,DF,22.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Squad Total,,,26.1,27.0,457.0,311,220.0,181.0,56.0,257.0,541.0,47.5,284.0,296.0,61.0,235.0,279,736.0,579.0,4.0,
Opponent Total,,,27.1,27.0,545.0,363,213.0,270.0,62.0,252.0,519.0,48.6,267.0,335.0,60.0,275.0,297,842.0,514.0,8.0,
