Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Iván Tapia,ar ARG,MF,24.0,26.8,71.0,2.65,34.0,31.0,0.0,4.0,2.0,0.0,7.0,0.26,0.0,6.0,0.0,0.0,1.0,0.0,Matches
Francisco Álvarez,ar ARG,DF,22.0,25.0,12.0,0.48,7.0,1.0,0.0,1.0,1.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrés Desábato,ar ARG,GK,32.0,24.0,3.0,0.12,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,21.9,46.0,2.11,29.0,0.0,3.0,5.0,9.0,0.0,4.0,0.18,1.0,0.0,1.0,0.0,2.0,0.0,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,20.9,39.0,1.87,23.0,0.0,4.0,5.0,2.0,5.0,5.0,0.24,3.0,0.0,0.0,1.0,0.0,1.0,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,19.9,17.0,0.85,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,19.4,28.0,1.44,17.0,4.0,2.0,2.0,2.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Carlos Arce,ar ARG,MF,32.0,16.5,19.0,1.15,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,15.9,,,,,,,,,,,,,,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,16.8,10.0,0.6,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Insúa,ar ARG,DF,25.0,15.6,37.0,2.37,22.0,3.0,5.0,2.0,4.0,1.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Herrera,ar ARG,MF,22.0,12.8,18.0,1.4,15.0,0.0,0.0,2.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Colitto,ar ARG,MF,28.0,9.0,25.0,2.76,16.0,1.0,4.0,2.0,2.0,0.0,2.0,0.22,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Alexis Dominguez,ar ARG,FW,26.0,8.4,10.0,1.2,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,6.2,13.0,2.1,8.0,1.0,1.0,1.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Prado,uy URU,DF,21.0,4.6,3.0,0.65,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Benítez,ar ARG,"MF,FW",21.0,6.6,17.0,2.55,10.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Dáttola,ar ARG,DF,23.0,3.8,,,,,,,,,,,,,,,,,Matches
Maximiliano Rodríguez,ar ARG,"DF,MF",34.0,5.4,11.0,2.02,8.0,0.0,0.0,1.0,2.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Maximiliano Puig,ar ARG,MF,22.0,3.5,6.0,1.74,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Guido Villar,ar ARG,GK,27.0,3.0,,,,,,,,,,,,,,,,,Matches
Alan Cantero,ar ARG,"FW,MF",24.0,5.6,9.0,1.6,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Nicolás Tolosa,ar ARG,"MF,DF",21.0,1.8,3.0,1.65,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Franco Farías,ar ARG,MF,20.0,1.3,,,,,,,,,,,,,,,,,Matches
Lucas López,ar ARG,MF,25.0,0.9,1.0,1.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Julián Viollaz,ar ARG,"FW,MF",20.0,0.5,1.0,2.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Quejada,co COL,FW,20.0,0.4,,,,,,,,,,,,,,,,,Matches
Manuel Brondo,,FW,,0.1,,,,,,,,,,,,,,,,,Matches
