Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Iván Tapia,ar ARG,MF,24.0,26.8,4,0,0,24,29,3,159,12,22,0.0,0.0,0,159.0,12.0,28.0,30.0,Matches
Francisco Álvarez,ar ARG,DF,22.0,25.0,1,0,0,12,25,0,0,46,19,0.0,0.0,0,199.0,89.0,61.0,59.3,Matches
Andrés Desábato,ar ARG,GK,32.0,24.0,0,0,0,1,10,0,0,1,0,0.0,0.0,0,38.0,6.0,0.0,100.0,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,21.9,2,0,0,26,27,8,12,1,7,2.0,0.0,0,51.0,57.0,68.0,45.6,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,20.9,3,0,0,21,32,0,19,19,36,0.0,0.0,0,150.0,7.0,19.0,26.9,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,19.9,1,0,0,13,7,0,63,28,20,0.0,0.0,0,124.0,29.0,25.0,53.7,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,19.4,4,0,0,15,23,1,16,44,35,0.0,1.0,0,155.0,46.0,31.0,59.7,Matches
Carlos Arce,ar ARG,MF,32.0,16.5,6,0,0,36,19,0,1,16,33,0.0,0.0,0,158.0,29.0,18.0,61.7,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,15.9,2,0,0,15,34,1,45,13,27,,,0,,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,16.8,7,2,2,24,10,0,3,25,18,0.0,0.0,0,114.0,68.0,48.0,58.6,Matches
Rodrigo Insúa,ar ARG,DF,25.0,15.6,2,0,0,18,32,2,63,13,19,0.0,0.0,0,106.0,20.0,21.0,48.8,Matches
Rodrigo Herrera,ar ARG,MF,22.0,12.8,4,0,0,29,17,2,3,18,28,0.0,0.0,0,100.0,21.0,21.0,50.0,Matches
Lucas Colitto,ar ARG,MF,28.0,9.0,2,0,0,10,13,1,34,7,5,1.0,0.0,0,56.0,3.0,6.0,33.3,Matches
Alexis Dominguez,ar ARG,FW,26.0,8.4,0,0,0,17,6,5,9,0,5,0.0,0.0,0,30.0,32.0,52.0,38.1,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,6.2,0,0,0,4,26,0,12,3,5,0.0,0.0,0,32.0,6.0,9.0,40.0,Matches
Fernando Prado,uy URU,DF,21.0,4.6,0,0,0,3,1,0,2,8,4,0.0,1.0,0,32.0,1.0,15.0,6.3,Matches
Marcos Benítez,ar ARG,"MF,FW",21.0,6.6,2,0,0,12,10,1,5,4,6,0.0,0.0,0,38.0,1.0,12.0,7.7,Matches
Agustín Dáttola,ar ARG,DF,23.0,3.8,2,0,0,3,5,0,0,5,2,,,1,,,,,Matches
Maximiliano Rodríguez,ar ARG,"DF,MF",34.0,5.4,0,0,0,5,6,3,5,8,7,0.0,0.0,0,24.0,10.0,11.0,47.6,Matches
Maximiliano Puig,ar ARG,MF,22.0,3.5,1,0,0,8,10,0,5,1,6,0.0,0.0,0,27.0,8.0,9.0,47.1,Matches
Guido Villar,ar ARG,GK,27.0,3.0,0,0,0,0,1,0,0,0,1,,,0,,,,,Matches
Alan Cantero,ar ARG,"FW,MF",24.0,5.6,1,0,0,6,18,1,7,1,3,1.0,0.0,0,25.0,11.0,26.0,29.7,Matches
Nicolás Tolosa,ar ARG,"MF,DF",21.0,1.8,0,0,0,0,0,0,7,6,2,0.0,0.0,0,8.0,1.0,1.0,50.0,Matches
Franco Farías,ar ARG,MF,20.0,1.3,0,0,0,2,4,0,7,0,0,,,0,,,,,Matches
Lucas López,ar ARG,MF,25.0,0.9,0,0,0,1,3,0,0,0,1,0.0,0.0,0,4.0,1.0,0.0,100.0,Matches
Julián Viollaz,ar ARG,"FW,MF",20.0,0.5,0,0,0,2,1,0,2,0,0,0.0,0.0,0,1.0,1.0,1.0,50.0,Matches
Kevin Quejada,co COL,FW,20.0,0.4,0,0,0,0,0,0,1,0,0,,,0,,,,,Matches
Manuel Brondo,,FW,,0.1,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
Alex Juárez,ar ARG,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Bruno Mastronicola,ar ARG,DF,22.0,0.0,0,1,0,1,0,0,2,0,0,0.0,0.0,0,0.0,3.0,0.0,100.0,Matches
Squad Total,,,26.1,27.0,44,3,2,309,369,28,482,279,311,4.0,2.0,1,1631.0,462.0,482.0,48.9,
Opponent Total,,,27.1,27.0,58,3,2,393,276,57,549,297,363,1.0,4.0,0,1781.0,485.0,481.0,50.2,
