Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Iván Tapia,ar ARG,MF,24.0,27,27,2411.0,26.8,4.0,4.0,8.0,1.0,3.0,3.0,4.0,0.0,3.8,1.5,2.3,3.8,7.0,124.0,69.0,0.15,0.15,0.3,0.04,0.19,0.14,0.09,0.23,0.06,0.14,Matches
Francisco Álvarez,ar ARG,DF,22.0,26,25,2252.0,25.0,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.6,1.6,0.5,2.1,18.0,58.0,3.0,0.16,0.0,0.16,0.16,0.16,0.07,0.02,0.08,0.07,0.08,Matches
Andrés Desábato,ar ARG,GK,32.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,24,24,1967.0,21.9,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,3.4,2.6,3.4,6.0,15.0,47.0,155.0,0.23,0.05,0.27,0.18,0.23,0.15,0.15,0.31,0.12,0.27,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,24,23,1880.0,20.9,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,1.9,3.7,37.0,64.0,72.0,0.14,0.19,0.34,0.14,0.34,0.08,0.09,0.18,0.08,0.18,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,22,22,1790.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.9,2.3,38.0,71.0,76.0,0.05,0.0,0.05,0.05,0.05,0.07,0.05,0.12,0.07,0.12,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,23,20,1748.0,19.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.6,16.0,74.0,19.0,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,Matches
Carlos Arce,ar ARG,MF,32.0,21,19,1485.0,16.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.6,0.6,0.2,0.8,2.0,69.0,8.0,0.12,0.0,0.12,0.12,0.12,0.04,0.01,0.05,0.04,0.05,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,23,18,1428.0,15.9,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,,,,,,,,0.13,0.06,0.19,0.13,0.19,,,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,17,17,1508.0,16.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0.4,0.4,0.3,0.7,10.0,41.0,6.0,0.06,0.0,0.06,0.06,0.06,0.03,0.02,0.04,0.03,0.04,Matches
Rodrigo Insúa,ar ARG,DF,25.0,16,16,1404.0,15.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.4,2.1,39.0,67.0,60.0,0.0,0.13,0.13,0.0,0.13,0.04,0.09,0.13,0.04,0.13,Matches
Rodrigo Herrera,ar ARG,MF,22.0,20,11,1155.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.4,0.7,9.0,42.0,5.0,0.0,0.08,0.08,0.0,0.08,0.03,0.03,0.05,0.03,0.05,Matches
Lucas Colitto,ar ARG,MF,28.0,15,9,814.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.1,1.8,22.0,33.0,92.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.19,0.08,0.19,Matches
Alexis Dominguez,ar ARG,FW,26.0,17,8,752.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,5.0,11.0,43.0,0.12,0.0,0.12,0.12,0.12,0.18,0.02,0.2,0.18,0.2,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,10,7,557.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.0,21.0,22.0,25.0,0.0,0.16,0.16,0.0,0.16,0.09,0.07,0.17,0.09,0.17,Matches
Fernando Prado,uy URU,DF,21.0,7,6,417.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
