Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Iván Tapia,ar ARG,MF,24.0,26.8,963.0,1346.0,71.5,16250.0,5966.0,475.0,550.0,86.4,339.0,438.0,77.4,106.0,250.0,42.4,4,2.3,3.4,1.7,36.0,89.0,17.0,8.0,124.0,Matches
Francisco Álvarez,ar ARG,DF,22.0,25.0,737.0,963.0,76.5,14180.0,5274.0,238.0,289.0,82.4,425.0,477.0,89.1,65.0,168.0,38.7,0,0.5,0.6,-0.5,5.0,41.0,1.0,0.0,58.0,Matches
Andrés Desábato,ar ARG,GK,32.0,24.0,480.0,766.0,62.7,15423.0,12135.0,63.0,65.0,96.9,222.0,227.0,97.8,193.0,471.0,41.0,0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,0.0,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,21.9,337.0,498.0,67.7,5028.0,853.0,159.0,228.0,69.7,126.0,164.0,76.8,22.0,26.0,84.6,1,3.4,2.3,-2.4,21.0,21.0,17.0,2.0,47.0,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,20.9,489.0,741.0,66.0,7013.0,3285.0,267.0,355.0,75.2,176.0,243.0,72.4,20.0,55.0,36.4,4,1.9,1.1,2.1,15.0,45.0,13.0,2.0,64.0,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,19.9,544.0,869.0,62.6,9571.0,4531.0,255.0,316.0,80.7,217.0,334.0,65.0,61.0,163.0,37.4,0,0.9,1.2,-0.9,9.0,50.0,8.0,4.0,71.0,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,19.4,635.0,911.0,69.7,11894.0,5997.0,268.0,325.0,82.5,272.0,354.0,76.8,80.0,193.0,41.5,1,0.4,0.6,0.6,10.0,58.0,4.0,2.0,74.0,Matches
Carlos Arce,ar ARG,MF,32.0,16.5,486.0,685.0,70.9,8654.0,3482.0,209.0,243.0,86.0,217.0,285.0,76.1,47.0,116.0,40.5,0,0.2,0.3,-0.2,7.0,73.0,5.0,0.0,69.0,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,15.9,,,,,,,,,,,,,,,1,,,,,,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,16.8,477.0,686.0,69.5,9262.0,4217.0,154.0,202.0,76.2,262.0,324.0,80.9,51.0,130.0,39.2,0,0.3,0.4,-0.3,7.0,26.0,2.0,1.0,41.0,Matches
Rodrigo Insúa,ar ARG,DF,25.0,15.6,424.0,685.0,61.9,7814.0,3915.0,176.0,218.0,80.7,184.0,278.0,66.2,54.0,139.0,38.8,2,1.4,1.5,0.6,15.0,44.0,16.0,8.0,67.0,Matches
Rodrigo Herrera,ar ARG,MF,22.0,12.8,434.0,538.0,80.7,8005.0,2332.0,169.0,198.0,85.4,209.0,246.0,85.0,45.0,68.0,66.2,1,0.4,0.4,0.6,10.0,39.0,6.0,2.0,42.0,Matches
Lucas Colitto,ar ARG,MF,28.0,9.0,228.0,330.0,69.1,3381.0,1076.0,136.0,170.0,80.0,66.0,93.0,71.0,19.0,38.0,50.0,0,1.1,1.3,-1.1,12.0,23.0,14.0,7.0,33.0,Matches
Alexis Dominguez,ar ARG,FW,26.0,8.4,106.0,187.0,56.7,1334.0,249.0,62.0,94.0,66.0,27.0,51.0,52.9,4.0,11.0,36.4,0,0.2,0.6,-0.2,3.0,6.0,4.0,1.0,11.0,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,6.2,160.0,227.0,70.5,2377.0,655.0,98.0,122.0,80.3,46.0,64.0,71.9,9.0,19.0,47.4,1,0.5,0.9,0.5,3.0,24.0,4.0,3.0,22.0,Matches
Fernando Prado,uy URU,DF,21.0,4.6,124.0,176.0,70.5,2592.0,1069.0,43.0,48.0,89.6,56.0,73.0,76.7,23.0,49.0,46.9,0,0.0,0.1,0.0,0.0,12.0,2.0,1.0,11.0,Matches
Marcos Benítez,ar ARG,"MF,FW",21.0,6.6,160.0,221.0,72.4,2181.0,618.0,104.0,123.0,84.6,42.0,58.0,72.4,7.0,20.0,35.0,0,0.1,0.1,-0.1,6.0,15.0,4.0,0.0,19.0,Matches
Agustín Dáttola,ar ARG,DF,23.0,3.8,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Maximiliano Rodríguez,ar ARG,"DF,MF",34.0,5.4,169.0,236.0,71.6,2715.0,1361.0,91.0,105.0,86.7,59.0,81.0,72.8,14.0,27.0,51.9,0,0.3,0.9,-0.3,3.0,13.0,2.0,1.0,24.0,Matches
Maximiliano Puig,ar ARG,MF,22.0,3.5,91.0,123.0,74.0,1191.0,308.0,56.0,67.0,83.6,26.0,34.0,76.5,4.0,7.0,57.1,0,0.2,0.1,-0.2,4.0,5.0,2.0,0.0,12.0,Matches
Guido Villar,ar ARG,GK,27.0,3.0,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Alan Cantero,ar ARG,"FW,MF",24.0,5.6,67.0,113.0,59.3,975.0,269.0,37.0,54.0,68.5,22.0,31.0,71.0,4.0,10.0,40.0,0,0.1,0.2,-0.1,2.0,4.0,5.0,0.0,10.0,Matches
Nicolás Tolosa,ar ARG,"MF,DF",21.0,1.8,57.0,80.0,71.3,900.0,346.0,31.0,40.0,77.5,21.0,27.0,77.8,4.0,4.0,100.0,0,0.1,0.2,-0.1,2.0,2.0,1.0,1.0,2.0,Matches
Franco Farías,ar ARG,MF,20.0,1.3,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Lucas López,ar ARG,MF,25.0,0.9,14.0,21.0,66.7,173.0,72.0,7.0,12.0,58.3,2.0,4.0,50.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,Matches
Julián Viollaz,ar ARG,"FW,MF",20.0,0.5,5.0,12.0,41.7,55.0,10.0,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Kevin Quejada,co COL,FW,20.0,0.4,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Manuel Brondo,,FW,,0.1,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Alex Juárez,ar ARG,MF,18.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Mastronicola,ar ARG,DF,22.0,0.0,6.0,10.0,60.0,118.0,38.0,1.0,1.0,100.0,4.0,5.0,80.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches
Squad Total,,,26.1,27.0,7193.0,10424.0,69.0,131086.0,58058.0,3102.0,3831.0,81.0,3021.0,3893.0,77.6,834.0,1968.0,42.4,15,14.4,17.4,0.6,170.0,619.0,128.0,43.0,804.0,
Opponent Total,,,27.1,27.0,7666.0,11026.0,69.5,146276.0,63440.0,3197.0,3929.0,81.4,3196.0,4122.0,77.5,1065.0,2250.0,47.3,24,20.9,20.3,3.1,206.0,756.0,198.0,59.0,954.0,
