Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Iván Tapia,ar ARG,MF,24.0,27,2411.0,89.0,99.2,26.8,27,89.0,22,0,,0,1.3,25.0,30.0,-5.0,-0.19,-0.19,22.1,28.5,-6.4,-0.24,-1.99,Matches
Francisco Álvarez,ar ARG,DF,22.0,26,2252.0,87.0,92.7,25.0,25,89.0,23,1,31.0,0,1.35,22.0,27.0,-5.0,-0.2,-0.2,20.1,25.6,-5.6,-0.22,-0.02,Matches
Andrés Desábato,ar ARG,GK,32.0,24,2160.0,90.0,88.9,24.0,24,90.0,24,0,,0,1.29,21.0,24.0,-3.0,-0.12,0.54,20.4,26.3,-6.0,-0.25,-0.24,Matches
Bruno Sepúlveda,ar ARG,FW,30.0,24,1967.0,82.0,80.9,21.9,24,82.0,12,0,,1,1.17,21.0,28.0,-7.0,-0.32,-0.71,19.2,24.7,-5.4,-0.25,-0.14,Matches
Facundo Mater,ar ARG,"MF,DF",24.0,24,1880.0,78.0,77.4,20.9,23,81.0,11,1,28.0,2,1.29,20.0,26.0,-6.0,-0.29,-0.45,16.0,21.9,-5.9,-0.28,-0.27,Matches
Mauro Peinipil,ar ARG,"DF,MF",23.0,22,1790.0,81.0,73.7,19.9,22,81.0,15,0,,5,1.41,20.0,19.0,1.0,0.05,0.89,17.7,19.3,-1.5,-0.08,0.55,Matches
Juan Ignacio Díaz,ar ARG,DF,24.0,23,1748.0,76.0,71.9,19.4,20,85.0,16,3,18.0,4,1.26,15.0,25.0,-10.0,-0.51,-1.17,14.3,21.8,-7.5,-0.38,-0.58,Matches
Carlos Arce,ar ARG,MF,32.0,21,1485.0,71.0,61.1,16.5,19,78.0,9,2,1.0,5,1.38,15.0,19.0,-4.0,-0.24,-0.15,13.8,16.6,-2.8,-0.17,0.14,Matches
Brian Calderara,ar ARG,"DF,MF",24.0,23,1428.0,62.0,58.8,15.9,18,73.0,3,5,24.0,2,1.35,20.0,17.0,3.0,0.19,0.91,,,,,,Matches
Nicolás Capraro,ar ARG,DF,24.0,17,1508.0,89.0,62.1,16.8,17,89.0,15,0,,8,1.47,19.0,18.0,1.0,0.06,0.65,15.2,16.4,-1.2,-0.07,0.4,Matches
Rodrigo Insúa,ar ARG,DF,25.0,16,1404.0,88.0,57.8,15.6,16,88.0,14,0,,5,1.44,15.0,14.0,1.0,0.06,0.59,14.1,13.1,1.0,0.07,0.68,Matches
Rodrigo Herrera,ar ARG,MF,22.0,20,1155.0,58.0,47.5,12.8,11,86.0,10,9,23.0,6,1.4,12.0,15.0,-3.0,-0.23,-0.09,10.2,14.4,-4.2,-0.33,-0.21,Matches
Lucas Colitto,ar ARG,MF,28.0,15,814.0,54.0,33.5,9.0,9,77.0,3,6,20.0,10,1.0,7.0,13.0,-6.0,-0.66,-0.72,8.0,11.2,-3.2,-0.35,-0.19,Matches
Alexis Dominguez,ar ARG,FW,26.0,17,752.0,44.0,30.9,8.4,8,66.0,0,9,25.0,8,1.59,3.0,2.0,1.0,0.12,0.44,4.3,6.7,-2.4,-0.29,-0.09,Matches
Ricardo Centurión,ar ARG,"FW,MF",30.0,10,557.0,56.0,22.9,6.2,7,72.0,1,3,19.0,1,1.2,4.0,10.0,-6.0,-0.97,-1.02,4.4,8.1,-3.7,-0.59,-0.48,Matches
Fernando Prado,uy URU,DF,21.0,7,417.0,60.0,17.2,4.6,6,67.0,1,1,16.0,6,1.43,5.0,7.0,-2.0,-0.43,-0.3,4.4,5.4,-1.0,-0.21,0.01,Matches
Marcos Benítez,ar ARG,"MF,FW",21.0,13,598.0,46.0,24.6,6.6,5,78.0,2,8,26.0,14,0.85,6.0,7.0,-1.0,-0.15,0.05,5.5,9.0,-3.5,-0.53,-0.41,Matches
Agustín Dáttola,ar ARG,DF,23.0,5,343.0,69.0,14.1,3.8,4,86.0,3,1,1.0,11,0.8,2.0,5.0,-3.0,-0.79,-0.7,,,,,,Matches
Maximiliano Rodríguez,ar ARG,"DF,MF",34.0,15,490.0,33.0,20.2,5.4,3,87.0,2,12,19.0,12,1.13,3.0,6.0,-3.0,-0.55,-0.46,4.1,5.3,-1.2,-0.23,-0.01,Matches
Maximiliano Puig,ar ARG,MF,22.0,11,311.0,28.0,12.8,3.5,3,69.0,0,8,13.0,13,1.64,2.0,3.0,-1.0,-0.29,-0.12,3.9,3.3,0.6,0.18,0.46,Matches
