Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Rafael Pires,br BRA,GK,33.0,33.0,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,11,0,Matches
Pablo Maia,br BRA,MF,21.0,28.7,62,36,19,38,5,33,76,43.4,43,36,13,23,18,80,31,1,Matches
Alisson,br BRA,"MF,FW",29.0,23.9,47,32,15,26,6,25,65,38.5,40,31,11,20,27,74,34,1,Matches
Lucas Beraldo,br BRA,DF,19.0,24.0,28,21,19,8,1,18,27,66.7,9,36,23,13,24,52,89,2,Matches
Luciano,br BRA,"MF,FW",29.0,23.5,27,19,10,15,2,12,23,52.2,11,15,0,15,4,31,10,0,Matches
Caio Paulista,br BRA,DF,24.0,23.1,28,19,13,12,3,15,35,42.9,20,19,3,16,20,48,22,0,Matches
Rafinha,br BRA,DF,37.0,22.5,41,26,26,12,3,27,46,58.7,19,17,9,8,16,57,34,1,Matches
Wellington Rato,br BRA,"FW,MF",30.0,19.6,23,13,14,8,1,14,30,46.7,16,17,3,14,6,29,26,0,Matches
Diego,br BRA,DF,23.0,19.4,21,11,13,8,0,12,22,54.5,10,27,14,13,18,39,99,0,Matches
Michel Araujo,uy URU,"FW,MF",26.0,19.6,36,23,15,17,4,20,48,41.7,28,27,2,25,11,47,18,1,Matches
Robert Arboleda,ec ECU,DF,31.0,19.1,32,21,20,11,1,19,23,82.6,4,27,24,3,13,45,71,2,Matches
Rodrigo Nestor,br BRA,"MF,FW",22.0,16.1,23,15,6,16,1,11,35,31.4,24,11,0,11,11,34,5,0,Matches
Jonathan Calleri,ar ARG,FW,29.0,15.0,7,4,1,1,5,3,8,37.5,5,7,1,6,5,12,15,0,Matches
Juan Santos,br BRA,FW,20.0,14.2,19,14,9,9,1,6,13,46.2,7,12,2,10,6,25,13,0,Matches
Gabriel Neves,uy URU,MF,25.0,10.7,24,14,6,12,6,10,39,25.6,29,19,2,17,3,27,15,0,Matches
Alan Franco,ar ARG,DF,26.0,12.5,14,10,9,3,2,11,16,68.8,5,10,8,2,13,27,37,0,Matches
Nathan Mendes,br BRA,DF,20.0,13.1,21,14,11,7,3,10,16,62.5,6,15,3,12,18,39,22,0,Matches
Welington,br BRA,DF,21.0,10.4,16,13,10,3,3,11,18,61.1,7,10,3,7,3,19,25,0,Matches
Lucas Moura,br BRA,"FW,MF",30.0,9.6,6,0,1,4,1,2,13,15.4,11,7,1,6,7,13,8,0,Matches
James Rodríguez,co COL,"MF,FW",31.0,7.1,8,5,0,4,4,5,11,45.5,6,3,0,3,0,8,1,0,Matches
Luan,br BRA,MF,23.0,6.8,13,5,6,6,1,6,13,46.2,7,8,2,6,9,22,6,0,Matches
David,br BRA,"FW,MF",27.0,8.1,6,2,2,1,3,2,8,25.0,6,8,1,7,0,6,2,0,Matches
Marcos Paulo,br BRA,"FW,MF",21.0,5.9,7,7,1,3,3,3,14,21.4,11,11,2,9,6,13,2,0,Matches
Jandrei,br BRA,GK,29.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Patryck,br BRA,DF,20.0,4.2,6,4,4,1,1,3,6,50.0,3,5,1,4,7,13,13,0,Matches
Jhegson Méndez,ec ECU,MF,25.0,4.1,6,4,2,4,0,1,5,20.0,4,4,0,4,6,12,2,0,Matches
Raí Ramos,br BRA,DF,28.0,3.1,5,4,4,1,0,5,7,71.4,2,2,1,1,1,6,7,0,Matches
Erison,br BRA,"FW,MF",23.0,4.3,3,0,0,2,1,1,2,50.0,1,1,0,1,0,3,2,0,Matches
Matheus Belém,br BRA,DF,19.0,1.9,0,0,0,0,0,0,1,0.0,1,2,2,0,2,2,5,0,Matches
Rodrigo,br BRA,"MF,FW",18.0,2.6,3,3,1,2,0,2,9,22.2,7,2,0,2,3,6,4,0,Matches
Alexandre Pato,br BRA,"FW,MF",33.0,1.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
Talles Costa,br BRA,"MF,FW",20.0,1.5,4,1,3,0,1,1,1,100.0,0,2,1,1,2,6,0,0,Matches
João Moreira,pt POR,DF,18.0,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
William Gomes,br BRA,FW,16.0,0.8,3,3,3,0,0,1,2,50.0,1,2,0,2,1,4,0,0,Matches
Pedro Vilhena,br BRA,FW,20.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Talles Wander,br BRA,"FW,MF",19.0,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Felipe Negrucci,br BRA,MF,18.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Nahuel Ferraresi,ve VEN,FW,24.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Squad Total,,,26.7,38.0,543,346,247,234,62,293,640,45.8,347,394,132,262,262,805,636,8,
Opponent Total,,,27.7,38.0,695,422,328,278,89,329,787,41.8,458,452,137,315,361,1056,747,10,
