Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Rafael Pires,br BRA,GK,33.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,,5,1.42,36.0,34.0,2.0,0.06,0.06,43.8,30.8,13.0,0.39,0.52,Matches
Pablo Maia,br BRA,MF,21.0,32,2584.0,81.0,75.6,28.7,29,86.0,24,3,29.0,1,1.41,26.0,25.0,1.0,0.03,-0.07,37.6,24.8,12.7,0.44,0.48,Matches
Alisson,br BRA,"MF,FW",29.0,35,2153.0,62.0,63.0,23.9,26,75.0,7,9,23.0,2,1.49,25.0,19.0,6.0,0.25,0.53,29.4,20.3,9.1,0.38,0.14,Matches
Lucas Beraldo,br BRA,DF,19.0,24,2160.0,90.0,63.2,24.0,24,90.0,24,0,,7,1.54,27.0,26.0,1.0,0.04,-0.03,31.5,22.2,9.3,0.39,0.17,Matches
Luciano,br BRA,"MF,FW",29.0,34,2112.0,62.0,61.8,23.5,24,76.0,4,10,28.0,1,1.38,27.0,25.0,2.0,0.09,0.09,32.0,19.6,12.4,0.53,0.53,Matches
Caio Paulista,br BRA,DF,24.0,28,2078.0,74.0,60.8,23.1,23,85.0,16,5,23.0,3,1.43,27.0,28.0,-1.0,-0.04,-0.24,29.9,23.7,6.2,0.27,-0.14,Matches
Rafinha,br BRA,DF,37.0,25,2027.0,81.0,59.3,22.5,23,86.0,16,2,27.0,3,1.5,27.0,22.0,5.0,0.22,0.42,31.6,19.4,12.2,0.54,0.53,Matches
Wellington Rato,br BRA,"FW,MF",30.0,32,1763.0,55.0,51.5,19.6,21,72.0,2,11,23.0,3,1.44,17.0,20.0,-3.0,-0.15,-0.42,22.7,21.1,1.6,0.08,-0.5,Matches
Diego,br BRA,DF,23.0,23,1744.0,76.0,51.0,19.4,20,87.0,19,3,2.0,10,1.48,22.0,25.0,-3.0,-0.15,-0.42,24.6,23.0,1.6,0.08,-0.5,Matches
Michel Araujo,uy URU,"FW,MF",26.0,32,1768.0,55.0,51.7,19.6,19,77.0,8,13,23.0,1,1.34,22.0,25.0,-3.0,-0.15,-0.43,28.5,20.3,8.2,0.42,0.19,Matches
Robert Arboleda,ec ECU,DF,31.0,20,1721.0,86.0,50.3,19.1,19,90.0,19,1,11.0,2,1.43,19.0,14.0,5.0,0.26,0.42,26.9,16.3,10.6,0.55,0.46,Matches
