Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Rafael Pires,br BRA,GK,33.0,33.0,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Maia,br BRA,MF,21.0,28.7,59,2.05,50,0,1,5,1,2,3,0.1,0,0,1,2,0,0,Matches
Alisson,br BRA,"MF,FW",29.0,23.9,65,2.72,42,12,2,2,5,2,7,0.29,6,0,0,0,1,0,Matches
Lucas Beraldo,br BRA,DF,19.0,24.0,19,0.79,19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luciano,br BRA,"MF,FW",29.0,23.5,81,3.45,56,1,8,10,5,1,5,0.21,2,0,0,3,0,0,Matches
Caio Paulista,br BRA,DF,24.0,23.1,64,2.77,44,2,17,0,1,0,9,0.39,5,1,2,0,1,0,Matches
Rafinha,br BRA,DF,37.0,22.5,55,2.44,49,5,0,0,1,0,2,0.09,2,0,0,0,0,0,Matches
Wellington Rato,br BRA,"FW,MF",30.0,19.6,87,4.44,49,25,5,7,0,1,7,0.36,5,2,0,0,0,0,Matches
Diego,br BRA,DF,23.0,19.4,16,0.83,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Michel Araujo,uy URU,"FW,MF",26.0,19.6,71,3.61,46,9,6,4,5,1,3,0.15,3,0,0,0,0,0,Matches
Robert Arboleda,ec ECU,DF,31.0,19.1,11,0.58,5,0,0,6,0,0,1,0.05,0,0,0,1,0,0,Matches
Rodrigo Nestor,br BRA,"MF,FW",22.0,16.1,56,3.48,38,1,10,3,3,1,3,0.19,1,0,1,1,0,0,Matches
Jonathan Calleri,ar ARG,FW,29.0,15.0,37,2.47,27,0,0,5,5,0,4,0.27,3,0,0,0,1,0,Matches
Juan Santos,br BRA,FW,20.0,14.2,44,3.1,33,0,4,1,4,2,4,0.28,2,0,0,0,1,1,Matches
Gabriel Neves,uy URU,MF,25.0,10.7,25,2.33,23,1,0,0,0,1,3,0.28,3,0,0,0,0,0,Matches
Alan Franco,ar ARG,DF,26.0,12.5,10,0.8,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Nathan Mendes,br BRA,DF,20.0,13.1,15,1.15,12,0,2,1,0,0,1,0.08,0,0,1,0,0,0,Matches
Welington,br BRA,DF,21.0,10.4,21,2.02,19,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Moura,br BRA,"FW,MF",30.0,9.6,34,3.53,19,4,4,0,7,0,0,0.0,0,0,0,0,0,0,Matches
James Rodríguez,co COL,"MF,FW",31.0,7.1,32,4.54,21,6,1,4,0,0,3,0.43,1,1,0,1,0,0,Matches
Luan,br BRA,MF,23.0,6.8,6,0.89,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
David,br BRA,"FW,MF",27.0,8.1,29,3.56,21,0,3,2,2,1,2,0.25,2,0,0,0,0,0,Matches
Marcos Paulo,br BRA,"FW,MF",21.0,5.9,35,5.95,22,3,5,3,0,2,2,0.34,1,0,1,0,0,0,Matches
Jandrei,br BRA,GK,29.0,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Patryck,br BRA,DF,20.0,4.2,6,1.44,3,1,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jhegson Méndez,ec ECU,MF,25.0,4.1,7,1.7,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raí Ramos,br BRA,DF,28.0,3.1,4,1.28,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Erison,br BRA,"FW,MF",23.0,4.3,7,1.61,2,0,2,2,1,0,1,0.23,0,0,0,1,0,0,Matches
Matheus Belém,br BRA,DF,19.0,1.9,1,0.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo,br BRA,"MF,FW",18.0,2.6,5,1.94,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,Matches
Alexandre Pato,br BRA,"FW,MF",33.0,1.8,4,2.22,3,0,0,1,0,0,2,1.11,1,0,0,1,0,0,Matches
Talles Costa,br BRA,"MF,FW",20.0,1.5,6,4.0,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0,Matches
João Moreira,pt POR,DF,18.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
William Gomes,br BRA,FW,16.0,0.8,5,5.92,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Pedro Vilhena,br BRA,FW,20.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Talles Wander,br BRA,"FW,MF",19.0,0.2,1,4.74,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Negrucci,br BRA,MF,18.0,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nahuel Ferraresi,ve VEN,FW,24.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,38.0,921,24.24,660,71,72,58,45,15,64,1.68,39,4,6,10,4,1,
Opponent Total,,,27.7,38.0,783,20.61,560,74,45,47,43,14,63,1.66,44,4,3,3,9,0,
