Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Rafael Pires,br BRA,GK,33.0,33.0,999,721,276,64,0,5,0,0,0,0,0,0,791,2,0,Matches
Pablo Maia,br BRA,MF,21.0,28.7,1716,1663,46,43,2,34,5,2,0,0,0,0,1538,7,23,Matches
Alisson,br BRA,"MF,FW",29.0,23.9,1319,1232,83,35,2,12,59,9,38,15,10,0,1115,4,26,Matches
Lucas Beraldo,br BRA,DF,19.0,24.0,1695,1626,69,65,1,11,2,4,0,0,0,0,1503,0,10,Matches
Luciano,br BRA,"MF,FW",29.0,23.5,892,847,42,7,10,27,21,14,1,1,0,0,721,3,36,Matches
Caio Paulista,br BRA,DF,24.0,23.1,1391,1160,222,28,1,2,53,194,0,0,0,0,1204,9,32,Matches
Rafinha,br BRA,DF,37.0,22.5,1828,1561,259,71,1,35,42,184,4,0,3,1,1619,8,14,Matches
Wellington Rato,br BRA,"FW,MF",30.0,19.6,991,849,136,35,6,41,157,15,86,38,40,0,719,6,14,Matches
Diego,br BRA,DF,23.0,19.4,1308,1281,26,23,0,20,1,0,0,0,0,0,1174,1,10,Matches
Michel Araujo,uy URU,"FW,MF",26.0,19.6,981,913,65,16,4,8,61,19,28,10,15,0,805,3,22,Matches
Robert Arboleda,ec ECU,DF,31.0,19.1,1241,1201,38,30,0,5,0,0,0,0,0,0,1105,2,5,Matches
Rodrigo Nestor,br BRA,"MF,FW",22.0,16.1,667,622,38,17,2,7,34,14,4,0,2,0,544,7,20,Matches
Jonathan Calleri,ar ARG,FW,29.0,15.0,267,238,27,0,1,3,11,1,0,0,0,0,176,2,11,Matches
Juan Santos,br BRA,FW,20.0,14.2,324,314,10,2,2,1,17,4,1,0,0,0,244,0,12,Matches
Gabriel Neves,uy URU,MF,25.0,10.7,843,790,47,29,2,14,18,7,11,4,5,0,731,6,16,Matches
Alan Franco,ar ARG,DF,26.0,12.5,929,906,22,19,0,1,0,3,0,0,0,0,852,1,6,Matches
Nathan Mendes,br BRA,DF,20.0,13.1,814,695,119,10,0,4,24,109,0,0,0,0,673,0,21,Matches
Welington,br BRA,DF,21.0,10.4,550,446,101,12,1,2,38,89,0,0,0,0,448,3,16,Matches
Lucas Moura,br BRA,"FW,MF",30.0,9.6,359,337,19,10,3,3,14,1,7,3,2,0,262,3,11,Matches
James Rodríguez,co COL,"MF,FW",31.0,7.1,486,425,59,20,0,7,40,8,19,10,8,0,402,2,8,Matches
Luan,br BRA,MF,23.0,6.8,329,324,4,3,0,1,0,1,0,0,0,0,286,1,7,Matches
David,br BRA,"FW,MF",27.0,8.1,215,203,10,1,1,0,10,8,1,0,0,0,155,2,9,Matches
Marcos Paulo,br BRA,"FW,MF",21.0,5.9,204,186,15,5,3,2,10,4,5,3,2,0,153,3,8,Matches
Jandrei,br BRA,GK,29.0,5.0,239,180,58,8,0,1,0,0,0,0,0,0,178,1,0,Matches
Patryck,br BRA,DF,20.0,4.2,177,139,38,1,0,0,8,37,0,0,0,0,126,0,10,Matches
Jhegson Méndez,ec ECU,MF,25.0,4.1,214,204,9,8,0,0,1,1,0,0,0,0,188,1,3,Matches
Raí Ramos,br BRA,DF,28.0,3.1,150,120,30,1,0,0,7,29,0,0,0,0,124,0,3,Matches
Erison,br BRA,"FW,MF",23.0,4.3,34,31,3,0,1,0,2,0,0,0,0,0,21,0,1,Matches
Matheus Belém,br BRA,DF,19.0,1.9,89,87,2,2,0,0,1,0,0,0,0,0,73,0,1,Matches
Rodrigo,br BRA,"MF,FW",18.0,2.6,151,145,6,0,0,1,15,4,2,2,0,0,109,0,4,Matches
Alexandre Pato,br BRA,"FW,MF",33.0,1.8,54,51,3,0,1,1,2,0,1,1,0,0,38,0,2,Matches
Talles Costa,br BRA,"MF,FW",20.0,1.5,93,88,5,3,0,0,1,2,0,0,0,0,82,0,2,Matches
João Moreira,pt POR,DF,18.0,0.8,50,44,6,4,0,0,2,2,0,0,0,0,46,0,0,Matches
William Gomes,br BRA,FW,16.0,0.8,18,11,7,0,0,0,7,1,6,4,0,0,9,0,1,Matches
Pedro Vilhena,br BRA,FW,20.0,0.2,17,16,1,0,0,0,1,1,0,0,0,0,13,0,0,Matches
Talles Wander,br BRA,"FW,MF",19.0,0.2,7,5,2,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Felipe Negrucci,br BRA,MF,18.0,0.2,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Nahuel Ferraresi,ve VEN,FW,24.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,26.7,38.0,21650,19670,1903,572,44,248,664,767,214,91,87,1,18242,77,364,
Opponent Total,,,27.7,38.0,14679,12830,1795,576,21,113,624,679,167,63,53,1,11375,54,308,
