Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Diego De Buen,mx MEX,"MF,DF",32-180,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.37,24.0,25.0,-1.0,-0.06,,19.3,32.9,-13.5,-0.79,,Matches
Jesús Rodríguez,mx MEX,GK,30-223,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.37,24.0,25.0,-1.0,-0.06,,19.3,32.9,-13.5,-0.79,,Matches
Gastón Silva,uy URU,DF,29-300,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.37,24.0,25.0,-1.0,-0.06,,19.3,32.9,-13.5,-0.79,,Matches
Brayan Angulo,co COL,"DF,MF",34-058,17,1513.0,89.0,98.9,16.8,17,89.0,15,0,,0,1.37,24.0,25.0,-1.0,-0.06,-0.06,19.3,32.3,-13.0,-0.77,2.1,Matches
Guillermo Martínez Ayala,mx MEX,FW,28-290,16,1354.0,85.0,88.5,15.0,15,90.0,14,1,9.0,0,1.39,22.0,23.0,-1.0,-0.07,-0.07,17.6,27.7,-10.1,-0.67,1.07,Matches
Gustavo Ferrareis,br BRA,DF,27-362,16,1295.0,81.0,84.6,14.4,15,84.0,9,1,28.0,0,1.28,19.0,19.0,0.0,0.0,0.38,16.6,26.2,-9.7,-0.67,0.8,Matches
Pablo González Díaz,mx MEX,MF,31-176,16,1285.0,80.0,84.0,14.3,15,83.0,8,1,45.0,1,1.44,21.0,19.0,2.0,0.14,1.24,17.1,26.4,-9.3,-0.65,0.9,Matches
Kevin Velasco,co COL,MF,26-244,16,1182.0,74.0,77.3,13.1,15,74.0,0,1,76.0,0,1.44,19.0,18.0,1.0,0.08,0.59,15.4,22.7,-7.3,-0.55,1.05,Matches
Sebastián Olmedo,py PAR,DF,22-192,15,1264.0,84.0,82.6,14.0,14,88.0,12,1,27.0,1,1.47,21.0,19.0,2.0,0.14,1.16,16.0,24.5,-8.5,-0.61,1.08,Matches
Daniel Álvarez López,mx MEX,"MF,FW",29-161,14,850.0,61.0,55.6,9.4,11,70.0,1,3,26.0,1,1.31,15.0,12.0,3.0,0.32,0.85,12.3,18.2,-5.9,-0.63,0.38,Matches
