Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Francisco Ortega,ar ARG,DF,23.0,24.8,1627,63,500,793,361,19,1627,107,62,57.9,37,34.6,820,4928,2491,67,44,8,42,34,793,106,Matches
Lautaro Gianetti,ar ARG,DF,29.0,19.0,1076,123,597,462,22,17,1076,5,5,100.0,0,0.0,525,2644,1503,11,4,0,8,1,549,1,Matches
Leonardo Burián,uy URU,GK,39.0,18.5,514,435,513,1,0,0,514,0,0,,0,,237,1112,667,0,0,0,0,0,176,0,Matches
Jose Florentín,py PAR,MF,26.0,16.6,988,40,227,618,156,30,988,22,12,54.5,9,40.9,527,2356,1144,19,14,4,27,20,586,27,Matches
Tomás Guidara,ar ARG,DF,26.0,16.1,930,48,327,436,185,8,930,47,16,34.0,19,40.4,406,2238,1008,33,20,4,23,18,382,54,Matches
Abiel Osorio,ar ARG,FW,20.0,16.0,538,11,31,254,256,55,538,46,26,56.5,18,39.1,330,1522,580,19,20,8,61,24,419,93,Matches
Miguel Brizuela,ar ARG,DF,26.0,14.6,876,105,512,358,12,10,876,2,2,100.0,0,0.0,547,2649,1668,13,0,0,6,3,547,2,Matches
Lucas Janson,ar ARG,FW,28.0,14.2,581,13,70,289,230,34,580,39,14,35.9,21,53.8,390,1767,639,14,12,3,48,30,448,90,Matches
Lucas Pratto,ar ARG,"MF,FW",34.0,14.0,582,30,70,273,241,42,581,31,16,51.6,15,48.4,321,1571,585,25,21,9,45,18,420,81,Matches
Christian Ordoñez,ar ARG,MF,18.0,12.2,624,20,143,408,80,8,624,25,8,32.0,14,56.0,342,2056,796,12,6,1,26,8,369,19,Matches
Gianluca Prestianni,ar ARG,"FW,MF",17.0,14.6,675,3,62,318,324,37,675,126,68,54.0,47,37.3,462,3629,1861,60,50,14,52,25,448,98,Matches
Diego Godín,uy URU,DF,36.0,12.8,768,108,433,309,29,17,768,11,10,90.9,1,9.1,407,1846,933,4,3,1,8,2,435,4,Matches
Valentín Gómez,ar ARG,DF,19.0,12.4,799,62,357,377,68,8,799,15,7,46.7,7,46.7,463,2353,1461,18,6,1,11,3,484,17,Matches
Walter Bou,ar ARG,"FW,MF",29.0,10.6,599,7,69,260,275,29,599,44,22,50.0,19,43.2,328,1589,511,21,12,5,46,32,347,78,Matches
Elías Cabrera,ar ARG,MF,19.0,12.8,723,6,87,406,241,16,723,62,42,67.7,15,24.2,397,2030,854,26,20,4,38,28,446,41,Matches
Juan Ignacio Méndez,ar ARG,MF,25.0,9.4,510,11,137,354,28,2,510,10,8,80.0,2,20.0,254,1100,426,4,3,0,10,11,299,1,Matches
Gastón Gómez,ar ARG,GK,26.0,8.5,215,186,212,3,0,0,215,0,0,,0,,109,660,408,0,0,0,1,0,61,0,Matches
Leonardo Jara,ar ARG,"DF,MF",31.0,7.0,450,19,152,242,62,4,450,7,4,57.1,2,28.6,228,940,448,7,6,0,3,6,224,19,Matches
Damián Fernández,ar ARG,"MF,DF",22.0,6.1,353,22,118,205,32,5,353,11,7,63.6,3,27.3,211,973,407,4,2,1,13,8,204,4,Matches
Julián Fernández,ar ARG,"FW,MF",19.0,7.1,380,4,59,180,152,14,380,48,26,54.2,16,33.3,237,1585,753,27,17,2,28,13,246,40,Matches
Roberto Joaquín García,ar ARG,DF,21.0,6.6,386,11,90,198,100,8,386,14,9,64.3,4,28.6,169,866,401,10,7,1,8,3,187,32,Matches
Santiago Castro,ar ARG,"FW,MF",18.0,7.1,271,14,34,117,127,25,271,37,15,40.5,19,51.4,147,837,354,13,8,3,21,14,186,52,Matches
Nicolás Garayalde,ar ARG,MF,23.0,4.9,240,7,60,162,20,0,240,2,1,50.0,1,50.0,95,467,138,0,3,0,4,4,124,1,Matches
Mateo Seoane,ar ARG,MF,18.0,4.6,308,10,70,211,30,1,308,2,0,0.0,2,100.0,162,653,327,2,2,0,6,1,179,3,Matches
Lenny Lobato,br BRA,"FW,MF",21.0,3.6,164,1,19,62,87,18,164,16,6,37.5,7,43.8,107,812,362,16,5,4,17,7,108,41,Matches
Thiago Fernández,ar ARG,"FW,MF",18.0,1.3,77,2,18,41,20,3,77,9,3,33.3,5,55.6,50,392,171,7,4,1,4,6,50,10,Matches
Patricio Pernicone,ar ARG,DF,21.0,1.1,80,4,34,44,3,0,80,0,0,,0,,53,155,71,0,1,0,0,0,58,0,Matches
Squad Total,,,25.9,27.0,15334,1365,5001,7381,3141,410,15332,738,389,52.7,283,38.3,8324,43730,20967,432,290,74,556,319,8775,914,
Opponent Total,,,27.1,27.0,13914,1182,4283,6650,3148,391,13912,609,302,49.6,252,41.4,6908,35502,16949,345,269,65,482,244,7562,800,
