Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Francisco Ortega,ar ARG,DF,23.0,24.8,3,1,1,23,41,1,68,26,38,0,0,0,214,43,31,58.1,Matches
Lautaro Gianetti,ar ARG,DF,29.0,19.0,5,0,0,13,5,1,0,45,22,0,0,0,129,73,23,76.0,Matches
Leonardo Burián,uy URU,GK,39.0,18.5,1,0,0,0,1,0,0,1,0,0,0,0,13,7,1,87.5,Matches
Jose Florentín,py PAR,MF,26.0,16.6,8,1,1,33,17,4,9,33,24,0,0,0,114,36,31,53.7,Matches
Tomás Guidara,ar ARG,DF,26.0,16.1,3,0,0,25,28,3,35,21,31,0,0,0,130,20,24,45.5,Matches
Abiel Osorio,ar ARG,FW,20.0,16.0,4,0,0,25,43,6,12,1,8,0,0,0,37,45,59,43.3,Matches
Miguel Brizuela,ar ARG,DF,26.0,14.6,4,0,0,11,5,0,0,22,13,0,0,1,97,31,34,47.7,Matches
Lucas Janson,ar ARG,FW,28.0,14.2,3,1,1,12,30,6,13,7,5,0,0,0,70,20,24,45.5,Matches
Lucas Pratto,ar ARG,"MF,FW",34.0,14.0,3,0,0,13,13,3,25,2,11,1,0,0,34,56,54,50.9,Matches
Christian Ordoñez,ar ARG,MF,18.0,12.2,2,0,0,11,12,0,4,18,18,0,0,0,64,14,12,53.8,Matches
Gianluca Prestianni,ar ARG,"FW,MF",17.0,14.6,4,0,0,15,29,1,46,13,10,0,0,0,90,17,13,56.7,Matches
Diego Godín,uy URU,DF,36.0,12.8,3,0,0,10,11,2,1,28,17,0,0,1,108,22,16,57.9,Matches
Valentín Gómez,ar ARG,DF,19.0,12.4,4,0,0,8,10,0,6,20,15,0,1,0,81,32,13,71.1,Matches
Walter Bou,ar ARG,"FW,MF",29.0,10.6,1,0,0,17,11,7,68,5,14,0,0,0,74,16,16,50.0,Matches
Elías Cabrera,ar ARG,MF,19.0,12.8,1,0,0,20,15,0,67,6,14,0,0,0,60,10,36,21.7,Matches
Juan Ignacio Méndez,ar ARG,MF,25.0,9.4,3,0,0,18,6,0,0,3,17,0,0,0,73,8,6,57.1,Matches
Gastón Gómez,ar ARG,GK,26.0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0,Matches
Leonardo Jara,ar ARG,"DF,MF",31.0,7.0,1,0,0,8,8,1,9,10,20,0,1,0,58,12,6,66.7,Matches
Damián Fernández,ar ARG,"MF,DF",22.0,6.1,2,0,0,11,4,0,2,6,12,0,0,0,41,12,11,52.2,Matches
Julián Fernández,ar ARG,"FW,MF",19.0,7.1,1,0,0,11,11,1,28,6,7,0,0,0,46,2,8,20.0,Matches
Roberto Joaquín García,ar ARG,DF,21.0,6.6,1,0,0,9,3,0,11,5,10,0,1,0,40,9,14,39.1,Matches
Santiago Castro,ar ARG,"FW,MF",18.0,7.1,1,0,0,18,15,4,14,1,3,0,0,0,28,23,25,47.9,Matches
Nicolás Garayalde,ar ARG,MF,23.0,4.9,2,0,0,16,2,0,0,12,10,0,0,0,29,11,3,78.6,Matches
Mateo Seoane,ar ARG,MF,18.0,4.6,0,0,0,8,0,0,1,8,6,0,0,0,36,6,13,31.6,Matches
Lenny Lobato,br BRA,"FW,MF",21.0,3.6,1,0,0,5,11,0,31,3,5,0,0,0,18,4,9,30.8,Matches
Thiago Fernández,ar ARG,"FW,MF",18.0,1.3,0,0,0,0,1,0,3,0,1,0,0,0,7,0,1,0.0,Matches
Patricio Pernicone,ar ARG,DF,21.0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,3,25.0,Matches
Squad Total,,,25.9,27.0,61,3,3,340,332,40,453,302,332,1,3,2,1701,530,487,52.1,
Opponent Total,,,27.1,27.0,71,6,3,350,313,39,480,293,402,2,2,1,1624,467,510,47.8,
