Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Francisco Ortega,ar ARG,DF,23.0,25,2233.0,89.0,91.9,24.8,25,89.0,24,0,,0,1.04,22.0,23.0,-1.0,-0.04,0.87,22.2,22.0,0.1,0.01,0.53,Matches
Lautaro Gianetti,ar ARG,DF,29.0,19,1710.0,90.0,70.4,19.0,19,90.0,19,0,,5,1.0,16.0,20.0,-4.0,-0.21,-0.34,14.6,18.6,-4.0,-0.21,-0.58,Matches
Leonardo Burián,uy URU,GK,39.0,19,1665.0,88.0,68.5,18.5,19,88.0,18,0,,6,1.26,20.0,16.0,4.0,0.22,1.04,17.5,16.5,1.0,0.05,0.29,Matches
Jose Florentín,py PAR,MF,26.0,20,1490.0,75.0,61.3,16.6,19,77.0,9,1,24.0,5,1.2,16.0,13.0,3.0,0.18,0.76,14.3,14.0,0.3,0.02,0.14,Matches
Tomás Guidara,ar ARG,DF,26.0,19,1445.0,76.0,59.5,16.1,16,86.0,12,3,21.0,8,1.11,12.0,19.0,-7.0,-0.44,-0.8,14.5,14.2,0.3,0.02,0.14,Matches
Abiel Osorio,ar ARG,FW,20.0,26,1437.0,55.0,59.1,16.0,16,73.0,3,10,27.0,0,1.0,18.0,11.0,7.0,0.44,1.34,16.2,15.1,1.0,0.07,0.25,Matches
Miguel Brizuela,ar ARG,DF,26.0,17,1313.0,77.0,54.0,14.6,15,87.0,14,2,7.0,10,1.12,14.0,15.0,-1.0,-0.07,0.09,13.6,12.4,1.2,0.09,0.27,Matches
Lucas Janson,ar ARG,FW,28.0,20,1277.0,64.0,52.6,14.2,15,76.0,5,5,28.0,2,0.9,10.0,10.0,0.0,0.0,0.23,12.3,13.3,-1.1,-0.07,-0.08,Matches
Lucas Pratto,ar ARG,"MF,FW",34.0,20,1257.0,63.0,51.7,14.0,15,78.0,3,5,18.0,1,0.9,13.0,16.0,-3.0,-0.21,-0.21,11.7,11.9,-0.1,-0.01,0.05,Matches
Christian Ordoñez,ar ARG,MF,18.0,18,1098.0,61.0,45.2,12.2,14,73.0,4,4,18.0,9,1.06,12.0,15.0,-3.0,-0.25,-0.25,10.8,13.6,-2.8,-0.23,-0.35,Matches
Gianluca Prestianni,ar ARG,"FW,MF",17.0,23,1310.0,57.0,53.9,14.6,13,80.0,3,10,27.0,4,0.83,9.0,9.0,0.0,0.0,0.24,11.3,10.4,0.9,0.06,0.21,Matches
Diego Godín,uy URU,DF,36.0,13,1153.0,89.0,47.4,12.8,13,89.0,11,0,,1,0.69,13.0,14.0,-1.0,-0.08,0.06,13.3,12.7,0.6,0.05,0.16,Matches
Valentín Gómez,ar ARG,DF,19.0,15,1116.0,74.0,45.9,12.4,13,84.0,9,2,13.0,9,1.07,8.0,13.0,-5.0,-0.4,-0.54,9.5,11.8,-2.3,-0.19,-0.28,Matches
Walter Bou,ar ARG,"FW,MF",29.0,18,952.0,53.0,39.2,10.6,13,65.0,0,5,21.0,6,1.33,8.0,9.0,-1.0,-0.09,0.03,7.8,7.5,0.3,0.03,0.11,Matches
Elías Cabrera,ar ARG,MF,19.0,21,1152.0,55.0,47.4,12.8,12,80.0,5,9,22.0,6,0.76,13.0,18.0,-5.0,-0.39,-0.53,13.9,14.8,-1.0,-0.08,-0.07,Matches
Juan Ignacio Méndez,ar ARG,MF,25.0,13,844.0,65.0,34.7,9.4,10,78.0,3,3,22.0,1,1.31,8.0,7.0,1.0,0.11,0.33,7.0,6.4,0.6,0.07,0.16,Matches
