Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Francisco Ortega,ar ARG,DF,23.0,24.8,1,12,6,50.0,0.48,0.24,0.08,0.17,21.4,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Lautaro Gianetti,ar ARG,DF,29.0,19.0,1,5,3,60.0,0.26,0.16,0.2,0.33,10.4,0,0,0,0.6,0.6,0.12,0.4,0.4,Matches
Leonardo Burián,uy URU,GK,39.0,18.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jose Florentín,py PAR,MF,26.0,16.6,1,23,5,21.7,1.39,0.3,0.04,0.2,17.9,0,0,0,2.8,2.8,0.12,-1.8,-1.8,Matches
Tomás Guidara,ar ARG,DF,26.0,16.1,0,1,1,100.0,0.06,0.06,0.0,0.0,15.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Abiel Osorio,ar ARG,FW,20.0,16.0,2,28,12,42.9,1.75,0.75,0.07,0.17,14.6,0,0,0,2.1,2.1,0.08,-0.1,-0.1,Matches
Miguel Brizuela,ar ARG,DF,26.0,14.6,0,8,1,12.5,0.55,0.07,0.0,0.0,12.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Lucas Janson,ar ARG,FW,28.0,14.2,4,28,9,32.1,1.97,0.63,0.11,0.33,17.2,2,1,1,3.4,2.7,0.1,0.6,0.3,Matches
Lucas Pratto,ar ARG,"MF,FW",34.0,14.0,3,15,8,53.3,1.07,0.57,0.13,0.25,17.1,0,1,1,2.2,1.4,0.1,0.8,0.6,Matches
Christian Ordoñez,ar ARG,MF,18.0,12.2,0,3,0,0.0,0.25,0.0,0.0,,31.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Gianluca Prestianni,ar ARG,"FW,MF",17.0,14.6,2,28,12,42.9,1.92,0.82,0.07,0.17,22.0,1,0,0,2.0,2.0,0.07,0.0,0.0,Matches
Diego Godín,uy URU,DF,36.0,12.8,0,10,3,30.0,0.78,0.23,0.0,0.0,15.5,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Valentín Gómez,ar ARG,DF,19.0,12.4,0,5,0,0.0,0.4,0.0,0.0,,19.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Walter Bou,ar ARG,"FW,MF",29.0,10.6,3,26,8,30.8,2.46,0.76,0.12,0.38,20.8,2,0,0,2.7,2.7,0.1,0.3,0.3,Matches
Elías Cabrera,ar ARG,MF,19.0,12.8,1,26,3,11.5,2.03,0.23,0.04,0.33,22.0,9,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Juan Ignacio Méndez,ar ARG,MF,25.0,9.4,0,3,1,33.3,0.32,0.11,0.0,0.0,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Gastón Gómez,ar ARG,GK,26.0,8.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leonardo Jara,ar ARG,"DF,MF",31.0,7.0,1,6,1,16.7,0.85,0.14,0.17,1.0,16.1,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
Damián Fernández,ar ARG,"MF,DF",22.0,6.1,0,5,0,0.0,0.82,0.0,0.0,,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Julián Fernández,ar ARG,"FW,MF",19.0,7.1,3,11,3,27.3,1.55,0.42,0.27,1.0,23.8,3,0,0,1.6,1.6,0.14,1.4,1.4,Matches
Roberto Joaquín García,ar ARG,DF,21.0,6.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Santiago Castro,ar ARG,"FW,MF",18.0,7.1,1,14,3,21.4,1.97,0.42,0.07,0.33,17.2,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Nicolás Garayalde,ar ARG,MF,23.0,4.9,0,1,1,100.0,0.2,0.2,0.0,0.0,32.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Mateo Seoane,ar ARG,MF,18.0,4.6,0,2,1,50.0,0.43,0.22,0.0,0.0,29.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lenny Lobato,br BRA,"FW,MF",21.0,3.6,0,8,0,0.0,2.22,0.0,0.0,,17.6,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Thiago Fernández,ar ARG,"FW,MF",18.0,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Patricio Pernicone,ar ARG,DF,21.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,25.9,27.0,23,268,81,30.2,9.93,3.0,0.08,0.26,18.9,18,2,2,23.9,22.3,0.08,-0.9,-1.3,
Opponent Total,,,27.1,27.0,25,282,87,30.9,10.44,3.22,0.08,0.25,19.1,9,3,3,24.9,22.6,0.08,0.1,-0.6,
