Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Franco Armani,ar ARG,GK,36.0,26.0,684,631,681,3,0,0,684,0,0,,0,,322,1307,765,0,0,0,1,0,260,0,Matches
Ignacio Fernández,ar ARG,"MF,FW",33.0,19.8,1518,11,119,774,639,76,1518,57,23,40.4,24,42.1,944,3751,1876,44,42,10,42,35,1146,171,Matches
Milton Casco,ar ARG,DF,34.0,19.7,1582,42,336,879,381,34,1582,30,17,56.7,11,36.7,804,3071,1681,32,23,2,20,6,972,100,Matches
Enzo Díaz,ar ARG,DF,27.0,20.8,1442,60,441,686,328,30,1442,56,26,46.4,19,33.9,827,4394,2612,47,30,4,34,20,884,122,Matches
Leandro González Pirez,ar ARG,DF,30.0,19.6,1406,146,723,673,18,10,1406,17,17,100.0,0,0.0,805,3369,1953,7,4,0,12,3,915,0,Matches
Rodrigo Aliendro,ar ARG,MF,31.0,18.0,1381,25,224,901,267,31,1381,61,32,52.5,22,36.1,828,3238,1418,22,23,3,43,33,965,51,Matches
Enzo Pérez,ar ARG,MF,36.0,17.0,1447,36,298,998,159,17,1447,22,14,63.6,4,18.2,767,2878,1437,12,23,1,11,6,986,15,Matches
Ezequiel Barco,ar ARG,"FW,MF",23.0,16.7,1215,4,70,612,552,54,1211,74,41,55.4,20,27.0,828,5367,2974,101,79,26,31,18,941,131,Matches
Lucas Beltrán,ar ARG,FW,21.0,15.2,717,7,32,272,422,106,714,58,27,46.6,28,48.3,434,1716,697,28,18,10,58,28,529,152,Matches
Nicolás De La Cruz,uy URU,"MF,FW",25.0,12.2,969,7,94,578,312,32,969,27,16,59.3,8,29.6,637,3154,1758,39,36,9,20,10,723,52,Matches
Pablo Solari,ar ARG,"FW,MF",21.0,13.6,665,4,47,241,386,92,665,72,30,41.7,40,55.6,443,2414,1337,47,28,22,33,13,494,181,Matches
Paulo Díaz,cl CHI,DF,28.0,12.7,1091,115,556,517,28,7,1091,6,4,66.7,2,33.3,664,3296,1881,9,7,0,10,3,725,2,Matches
José Paradela,ar ARG,"MF,FW",24.0,11.4,705,4,59,396,267,36,705,73,36,49.3,27,37.0,463,2697,1138,33,24,7,36,27,517,89,Matches
Robert Rojas,py PAR,DF,26.0,9.7,615,47,250,276,92,11,615,7,4,57.1,3,42.9,297,1510,905,16,8,2,8,2,359,28,Matches
Marcelo Herrera,ar ARG,DF,24.0,9.3,674,16,187,307,184,17,674,9,6,66.7,3,33.3,322,1090,554,8,10,0,14,4,372,70,Matches
Miguel Borja,co COL,FW,30.0,9.1,288,8,15,118,161,47,286,11,4,36.4,7,63.6,159,595,216,8,9,3,30,4,209,65,Matches
Salomón Rondón,ve VEN,FW,33.0,8.7,322,14,25,146,152,49,321,16,5,31.3,9,56.3,164,527,179,7,2,3,22,14,231,61,Matches
Agustín Palavecino,ar ARG,"MF,FW",26.0,8.7,677,11,88,353,242,30,677,36,17,47.2,15,41.7,367,1572,890,26,25,9,14,11,447,57,Matches
Emanuel Mammana,ar ARG,DF,26.0,6.0,429,44,223,202,10,2,429,3,3,100.0,0,0.0,238,1090,672,4,0,0,2,1,257,0,Matches
Jonatan Maidana,ar ARG,DF,37.0,5.1,302,49,168,125,10,5,302,1,0,0.0,1,100.0,166,662,338,0,0,0,0,0,192,0,Matches
Elías Gómez,ar ARG,"DF,FW",28.0,4.8,274,12,85,117,74,7,274,7,3,42.9,4,57.1,148,779,455,10,6,3,6,5,155,13,Matches
Matías Kranevitter,ar ARG,MF,29.0,4.1,250,8,53,178,20,0,250,6,3,50.0,2,33.3,120,464,233,2,2,0,1,3,152,4,Matches
Santiago Simón,ar ARG,"MF,FW",20.0,3.1,235,0,28,131,78,10,235,9,5,55.6,2,22.2,143,837,416,11,13,2,5,5,171,18,Matches
Ezequiel Centurión,ar ARG,GK,25.0,1.0,38,35,38,0,0,0,38,0,0,,0,,18,90,66,0,0,0,0,0,11,0,Matches
Matías Suárez,ar ARG,"FW,MF",34.0,2.0,86,2,8,29,51,17,86,5,1,20.0,4,80.0,50,156,79,3,2,2,12,0,60,16,Matches
Franco Alfonso,ar ARG,"FW,MF",20.0,0.9,65,0,6,21,40,6,65,5,1,20.0,4,80.0,46,236,72,3,5,1,4,8,48,16,Matches
Claudio Echeverri,ar ARG,"MF,DF",17.0,0.8,62,0,7,31,24,2,62,8,3,37.5,5,62.5,49,214,98,2,5,1,1,2,48,3,Matches
Bruno Zuculini,ar ARG,MF,29.0,0.2,9,0,0,8,1,0,9,0,0,,0,,8,41,23,1,0,0,0,0,9,0,Matches
Héctor David Martínez,py PAR,DF,25.0,0.1,11,1,4,6,1,0,11,0,0,,0,,7,43,35,0,1,0,0,0,8,1,Matches
Squad Total,,,29.4,27.0,19159,1339,4865,9578,4899,728,19149,676,338,50.0,264,39.1,11068,50558,26758,522,425,120,470,261,12786,1418,
Opponent Total,,,26.9,27.0,12061,1609,4519,5241,2492,349,12059,547,275,50.3,227,41.5,5685,31498,15404,303,233,42,449,230,5860,617,
