Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Franco Armani,ar ARG,GK,36.0,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ignacio Fernández,ar ARG,"MF,FW",33.0,19.8,5,38,16,42.1,1.91,0.81,0.13,0.31,20.0,4,0,0,3.9,3.9,0.09,1.1,1.1,Matches
Milton Casco,ar ARG,DF,34.0,19.7,0,8,1,12.5,0.41,0.05,0.0,0.0,18.1,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
Enzo Díaz,ar ARG,DF,27.0,20.8,0,11,0,0.0,0.53,0.0,0.0,,18.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Leandro González Pirez,ar ARG,DF,30.0,19.6,1,7,3,42.9,0.36,0.15,0.14,0.33,9.6,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
Rodrigo Aliendro,ar ARG,MF,31.0,18.0,1,30,5,16.7,1.67,0.28,0.03,0.2,21.6,0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
Enzo Pérez,ar ARG,MF,36.0,17.0,0,8,2,25.0,0.47,0.12,0.0,0.0,18.4,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Ezequiel Barco,ar ARG,"FW,MF",23.0,16.7,5,40,8,20.0,2.39,0.48,0.03,0.13,23.3,7,4,4,6.5,3.3,0.08,-1.5,-2.3,Matches
Lucas Beltrán,ar ARG,FW,21.0,15.2,12,44,20,45.5,2.89,1.31,0.2,0.45,15.3,0,3,3,7.9,5.5,0.13,4.1,3.5,Matches
Nicolás De La Cruz,uy URU,"MF,FW",25.0,12.2,4,39,14,35.9,3.2,1.15,0.1,0.29,22.8,7,0,0,2.6,2.6,0.07,1.4,1.4,Matches
Pablo Solari,ar ARG,"FW,MF",21.0,13.6,5,42,20,47.6,3.08,1.47,0.12,0.25,16.0,0,0,0,4.7,4.7,0.11,0.3,0.3,Matches
Paulo Díaz,cl CHI,DF,28.0,12.7,1,4,1,25.0,0.32,0.08,0.25,1.0,20.4,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
