Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Franco Armani,ar ARG,GK,36.0,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,2.31,47.0,17.0,30.0,1.15,1.15,45.3,19.7,25.6,0.98,1.45,Matches
Ignacio Fernández,ar ARG,"MF,FW",33.0,24,1786.0,74.0,73.5,19.8,22,78.0,5,2,33.0,2,2.33,35.0,11.0,24.0,1.21,0.37,33.9,14.1,19.8,0.97,0.16,Matches
Milton Casco,ar ARG,DF,34.0,22,1774.0,81.0,73.0,19.7,21,82.0,14,1,45.0,2,2.32,34.0,12.0,22.0,1.12,0.02,37.5,14.5,23.0,1.12,0.8,Matches
Enzo Díaz,ar ARG,DF,27.0,22,1869.0,85.0,76.9,20.8,20,90.0,20,2,35.0,1,2.27,38.0,14.0,24.0,1.16,0.19,37.9,15.9,22.0,1.06,0.57,Matches
Leandro González Pirez,ar ARG,DF,30.0,20,1767.0,88.0,72.7,19.6,20,88.0,18,0,,5,2.5,37.0,10.0,27.0,1.38,0.97,35.2,14.0,21.2,1.08,0.55,Matches
Rodrigo Aliendro,ar ARG,MF,31.0,21,1621.0,77.0,66.7,18.0,20,80.0,11,1,24.0,5,2.67,34.0,9.0,25.0,1.39,0.83,32.3,11.2,21.1,1.17,0.73,Matches
Enzo Pérez,ar ARG,MF,36.0,20,1528.0,76.0,62.9,17.0,19,78.0,8,1,45.0,1,2.45,33.0,8.0,25.0,1.47,0.97,31.8,10.5,21.3,1.25,0.87,Matches
Ezequiel Barco,ar ARG,"FW,MF",23.0,25,1504.0,60.0,61.9,16.7,16,83.0,9,9,20.0,1,2.4,35.0,7.0,28.0,1.68,1.48,31.2,12.9,18.3,1.09,0.43,Matches
Lucas Beltrán,ar ARG,FW,21.0,25,1371.0,55.0,56.4,15.2,16,77.0,4,9,16.0,2,2.28,31.0,5.0,26.0,1.71,1.37,30.1,9.4,20.7,1.36,0.99,Matches
Nicolás De La Cruz,uy URU,"MF,FW",25.0,17,1097.0,65.0,45.1,12.2,15,70.0,3,2,20.0,1,2.24,21.0,7.0,14.0,1.15,0.07,19.8,8.5,11.3,0.93,0.0,Matches
