Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
João Paulo,br BRA,GK,27.0,35.7,6,0,0,1,4,0,0,0,1,0,1,0,43,7,1,87.5,Matches
Joaquim,br BRA,DF,24.0,30.3,6,0,0,26,21,0,7,46,45,1,1,0,140,144,55,72.4,Matches
Marcos Leonardo,br BRA,FW,19.0,28.8,3,0,0,37,60,25,11,2,3,1,0,0,47,28,69,28.9,Matches
Lucas Lima,br BRA,"MF,FW",32.0,24.5,6,1,0,44,45,7,137,3,41,0,0,0,146,12,12,50.0,Matches
Messias,br BRA,DF,28.0,26.6,2,0,0,21,9,1,0,36,15,0,1,0,93,88,43,67.2,Matches
Rodrigo Fernández,uy URU,MF,27.0,22.4,12,1,0,67,18,1,7,17,29,0,0,0,132,21,20,51.2,Matches
Lucas Braga,br BRA,"DF,FW",26.0,22.1,5,1,1,21,41,4,39,11,21,0,0,0,88,13,22,37.1,Matches
Jean Lucas,br BRA,MF,24.0,20.1,4,0,0,34,40,2,80,14,22,0,0,1,123,13,13,50.0,Matches
Dodi,br BRA,MF,26.0,19.1,10,0,0,38,34,0,17,22,25,0,0,0,97,7,22,24.1,Matches
Stiven Mendoza,co COL,"FW,MF",30.0,18.6,4,0,0,23,52,2,51,11,13,1,0,0,114,11,21,34.4,Matches
Dodô,br BRA,DF,30.0,15.8,4,0,0,17,7,3,30,29,15,0,1,0,82,25,21,54.3,Matches
Yeferson Soteldo,ve VEN,"FW,MF",25.0,17.3,5,2,1,10,56,3,95,6,9,1,0,0,81,2,11,15.4,Matches
Tomás Rincón,ve VEN,MF,35.0,13.2,5,0,0,35,20,0,7,25,16,0,0,0,86,22,9,71.0,Matches
João Othavio Basso,br BRA,DF,26.0,12.8,1,0,0,14,6,0,2,23,10,0,0,1,63,22,19,53.7,Matches
Gabriel Inocêncio,br BRA,DF,28.0,14.2,3,0,0,32,11,1,33,15,31,0,0,0,88,29,22,56.9,Matches
Kevyson,br BRA,DF,18.0,10.8,1,0,0,15,7,0,46,22,23,0,1,1,45,10,9,52.6,Matches
João Lucas,br BRA,DF,24.0,9.0,1,0,0,12,18,0,39,15,15,0,1,0,47,8,16,33.3,Matches
Nonato,br BRA,MF,24.0,7.3,3,0,0,18,21,1,2,14,15,0,0,0,46,5,12,29.4,Matches
Lucas,br BRA,DF,21.0,6.8,1,0,0,5,9,2,13,6,8,0,0,0,44,5,4,55.6,Matches
Nathan,br BRA,DF,21.0,5.5,2,0,0,9,1,0,13,8,13,0,0,0,27,6,6,50.0,Matches
Julio Furch,ar ARG,"FW,MF",33.0,6.8,2,0,0,7,8,5,7,2,5,0,0,0,22,31,31,50.0,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,6.0,1,0,0,8,9,4,8,5,8,0,0,0,31,3,8,27.3,Matches
Alex,br BRA,DF,23.0,5.1,1,0,0,4,5,0,0,7,7,0,0,0,21,6,6,50.0,Matches
Deivid Washington,br BRA,FW,17.0,4.7,2,0,0,3,8,1,0,1,1,1,0,0,17,10,14,41.7,Matches
Guilherme Camacho,br BRA,MF,32.0,5.0,5,1,1,18,3,1,4,5,9,0,0,0,28,5,4,55.6,Matches
Maximiliano Silvera,uy URU,"MF,FW",25.0,5.0,0,0,0,5,13,1,2,1,8,0,0,0,30,2,14,12.5,Matches
