Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
João Paulo,br BRA,GK,27.0,35.7,9,0.25,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Joaquim,br BRA,DF,24.0,30.3,29,0.96,20,0,1,5,1,2,5,0.16,2,0,0,2,1,0,Matches
Marcos Leonardo,br BRA,FW,19.0,28.8,71,2.47,45,1,6,9,9,1,6,0.21,4,0,1,0,1,0,Matches
Lucas Lima,br BRA,"MF,FW",32.0,24.5,127,5.19,66,43,2,3,5,8,7,0.29,4,2,0,1,0,0,Matches
Messias,br BRA,DF,28.0,26.6,5,0.19,3,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
Rodrigo Fernández,uy URU,MF,27.0,22.4,21,0.94,17,0,1,0,3,0,1,0.04,1,0,0,0,0,0,Matches
Lucas Braga,br BRA,"DF,FW",26.0,22.1,41,1.84,28,5,5,1,2,0,2,0.09,1,0,0,0,1,0,Matches
Jean Lucas,br BRA,MF,24.0,20.1,85,4.23,52,20,7,5,1,0,6,0.3,4,1,0,1,0,0,Matches
Dodi,br BRA,MF,26.0,19.1,16,0.84,8,4,0,1,3,0,1,0.05,0,0,0,0,1,0,Matches
Stiven Mendoza,co COL,"FW,MF",30.0,18.6,46,2.48,34,1,1,1,8,1,5,0.27,4,0,0,0,1,0,Matches
Dodô,br BRA,DF,30.0,15.8,27,1.7,20,5,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches
Yeferson Soteldo,ve VEN,"FW,MF",25.0,17.3,105,6.07,60,14,11,6,14,0,11,0.64,7,2,0,0,2,0,Matches
Tomás Rincón,ve VEN,MF,35.0,13.2,24,1.82,19,1,1,3,0,0,4,0.3,3,0,0,1,0,0,Matches
João Othavio Basso,br BRA,DF,26.0,12.8,8,0.63,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Gabriel Inocêncio,br BRA,DF,28.0,14.2,23,1.62,18,2,1,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Kevyson,br BRA,DF,18.0,10.8,20,1.85,15,0,3,1,1,0,1,0.09,1,0,0,0,0,0,Matches
João Lucas,br BRA,DF,24.0,9.0,11,1.23,4,4,0,2,0,1,2,0.22,1,1,0,0,0,0,Matches
Nonato,br BRA,MF,24.0,7.3,14,1.91,9,0,1,0,3,1,0,0.0,0,0,0,0,0,0,Matches
Lucas,br BRA,DF,21.0,6.8,11,1.62,8,0,2,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Nathan,br BRA,DF,21.0,5.5,10,1.83,9,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
Julio Furch,ar ARG,"FW,MF",33.0,6.8,17,2.5,11,0,2,3,1,0,0,0.0,0,0,0,0,0,0,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,6.0,21,3.49,17,0,3,0,1,0,2,0.33,1,0,1,0,0,0,Matches
Alex,br BRA,DF,23.0,5.1,5,0.99,2,0,0,2,0,1,1,0.2,0,0,0,1,0,0,Matches
Deivid Washington,br BRA,FW,17.0,4.7,12,2.53,4,0,2,3,3,0,3,0.63,1,0,0,1,1,0,Matches
Guilherme Camacho,br BRA,MF,32.0,5.0,6,1.21,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maximiliano Silvera,uy URU,"MF,FW",25.0,5.0,11,2.21,7,0,1,2,1,0,1,0.2,1,0,0,0,0,0,Matches
Eduardo Gabriel,br BRA,DF,26.0,3.0,2,0.67,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Daniel Ruiz Rivera,co COL,"FW,MF",21.0,2.7,16,5.83,7,8,0,1,0,0,1,0.36,1,0,0,0,0,0,Matches
Vladimir,br BRA,GK,33.0,2.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sandry,br BRA,MF,20.0,2.1,3,1.42,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alison,br BRA,MF,29.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luan Dias,br BRA,"MF,FW",25.0,2.1,2,0.94,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Júnior Caiçara,br BRA,DF,33.0,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Barbosa,br BRA,"FW,MF",21.0,1.1,2,1.75,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Felipe Jonatan,br BRA,DF,24.0,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alfredo Morelos,co COL,"FW,MF",26.0,0.9,5,5.84,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Mezenga,br BRA,"FW,MF",34.0,1.9,2,1.07,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Weslley Patati,br BRA,"FW,MF",19.0,1.5,6,3.94,3,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
