Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
João Paulo,br BRA,GK,27.0,35.7,1011,860,1001,11,0,0,1011,1,1,100.0,0,0.0,459,2626,1561,0,0,0,1,0,295,0,Matches
Joaquim,br BRA,DF,24.0,30.3,1584,251,854,647,94,61,1584,18,10,55.6,6,33.3,783,3995,2053,8,12,1,15,3,862,8,Matches
Marcos Leonardo,br BRA,FW,19.0,28.8,700,31,55,285,366,112,696,51,20,39.2,25,49.0,404,2163,967,41,21,18,63,35,511,147,Matches
Lucas Lima,br BRA,"MF,FW",32.0,24.5,1376,15,162,696,546,35,1376,40,22,55.0,16,40.0,771,4836,2484,65,51,10,34,19,839,84,Matches
Messias,br BRA,DF,28.0,26.6,1146,219,688,433,29,22,1146,0,0,,0,,526,1817,714,1,2,0,7,1,598,4,Matches
Rodrigo Fernández,uy URU,MF,27.0,22.4,1120,48,277,724,135,8,1120,20,8,40.0,10,50.0,631,3356,1781,18,17,2,22,11,632,8,Matches
Lucas Braga,br BRA,"DF,FW",26.0,22.1,869,25,181,401,303,29,869,69,22,31.9,37,53.6,445,3493,2016,64,38,13,32,12,488,89,Matches
Jean Lucas,br BRA,MF,24.0,20.1,1201,23,171,655,394,35,1201,59,30,50.8,21,35.6,672,4171,1835,37,37,10,51,30,787,64,Matches
Dodi,br BRA,MF,26.0,19.1,714,40,202,418,111,15,714,30,11,36.7,10,33.3,391,2245,1076,19,15,1,21,11,382,18,Matches
Stiven Mendoza,co COL,"FW,MF",30.0,18.6,861,10,115,357,401,71,859,73,32,43.8,30,41.1,585,3425,1991,79,39,24,43,32,625,158,Matches
Dodô,br BRA,DF,30.0,15.8,985,56,293,510,195,18,985,11,6,54.5,5,45.5,512,2914,1662,26,24,1,16,6,555,42,Matches
Yeferson Soteldo,ve VEN,"FW,MF",25.0,17.3,815,6,54,336,441,68,815,125,64,51.2,49,39.2,609,5689,3191,120,70,41,36,49,628,157,Matches
Tomás Rincón,ve VEN,MF,35.0,13.2,711,29,180,427,109,15,711,9,6,66.7,3,33.3,404,1947,897,9,8,1,6,11,446,15,Matches
João Othavio Basso,br BRA,DF,26.0,12.8,778,86,389,352,42,13,778,4,4,100.0,0,0.0,437,2578,1607,10,7,1,4,1,483,2,Matches
Gabriel Inocêncio,br BRA,DF,28.0,14.2,929,55,301,442,197,11,929,53,24,45.3,26,49.1,446,2657,1268,24,17,3,26,17,485,46,Matches
Kevyson,br BRA,DF,18.0,10.8,573,19,158,257,165,8,573,44,20,45.5,17,38.6,282,1871,871,34,21,2,11,8,319,62,Matches
João Lucas,br BRA,DF,24.0,9.0,513,26,153,218,147,8,513,9,2,22.2,5,55.6,255,1336,711,15,15,1,8,8,263,40,Matches
Nonato,br BRA,MF,24.0,7.3,340,4,62,178,109,11,340,15,6,40.0,8,53.3,183,1147,528,10,12,2,7,4,215,18,Matches
Lucas,br BRA,DF,21.0,6.8,419,26,145,188,90,6,419,14,7,50.0,4,28.6,189,1139,642,14,7,1,5,4,218,23,Matches
Nathan,br BRA,DF,21.0,5.5,283,13,88,131,69,4,283,26,16,61.5,8,30.8,146,829,436,16,10,0,6,6,141,24,Matches
Julio Furch,ar ARG,"FW,MF",33.0,6.8,277,10,16,126,141,45,277,12,7,58.3,5,41.7,152,525,197,5,10,1,19,6,208,49,Matches
Ângelo Borges,br BRA,"FW,MF",18.0,6.0,281,0,41,135,117,10,281,52,28,53.8,21,40.4,193,1615,797,26,18,4,24,14,200,38,Matches
Alex,br BRA,DF,23.0,5.1,291,26,150,126,18,9,291,2,2,100.0,0,0.0,191,1084,624,3,1,0,4,2,212,0,Matches
Deivid Washington,br BRA,FW,17.0,4.7,145,5,13,72,64,20,145,20,9,45.0,9,45.0,77,550,275,11,9,6,13,8,90,13,Matches
Guilherme Camacho,br BRA,MF,32.0,5.0,311,18,82,195,36,1,311,5,4,80.0,1,20.0,145,671,291,0,4,0,1,2,185,3,Matches
Maximiliano Silvera,uy URU,"MF,FW",25.0,5.0,198,2,22,79,103,24,198,17,5,29.4,10,58.8,111,615,215,10,10,3,17,9,129,36,Matches
Eduardo Gabriel,br BRA,DF,26.0,3.0,149,24,86,55,9,9,149,1,1,100.0,0,0.0,70,301,131,1,0,0,1,0,79,1,Matches
Daniel Ruiz Rivera,co COL,"FW,MF",21.0,2.7,137,0,22,50,68,6,137,13,6,46.2,7,53.8,81,476,225,5,3,2,5,5,91,15,Matches
Vladimir,br BRA,GK,33.0,2.3,57,53,57,0,0,0,57,0,0,,0,,34,127,70,0,0,0,0,0,17,0,Matches
Sandry,br BRA,MF,20.0,2.1,124,4,29,72,24,1,124,1,1,100.0,0,0.0,72,315,120,0,0,0,4,4,84,3,Matches
Alison,br BRA,MF,29.0,1.5,83,10,28,52,3,0,83,2,1,50.0,1,50.0,38,213,80,3,2,0,4,2,45,1,Matches
Luan Dias,br BRA,"MF,FW",25.0,2.1,84,0,15,43,29,1,84,5,4,80.0,1,20.0,46,373,172,7,2,1,3,3,51,3,Matches
Júnior Caiçara,br BRA,DF,33.0,1.9,155,9,40,69,48,1,155,2,0,0.0,2,100.0,87,491,308,6,10,0,2,0,101,10,Matches
Lucas Barbosa,br BRA,"FW,MF",21.0,1.1,70,4,24,38,12,1,70,4,2,50.0,2,50.0,33,180,90,4,3,0,2,2,31,4,Matches
Felipe Jonatan,br BRA,DF,24.0,1.0,84,1,19,45,24,0,84,3,2,66.7,1,33.3,54,215,139,3,3,0,0,0,56,5,Matches
Alfredo Morelos,co COL,"FW,MF",26.0,0.9,50,0,3,29,18,4,50,0,0,,0,,28,103,48,1,0,1,2,2,43,6,Matches
Bruno Mezenga,br BRA,"FW,MF",34.0,1.9,98,1,11,53,34,8,98,1,1,100.0,0,0.0,38,179,66,2,2,0,6,3,66,7,Matches
Weslley Patati,br BRA,"FW,MF",19.0,1.5,109,1,11,42,57,10,109,15,5,33.3,10,66.7,80,578,217,9,8,5,7,5,77,20,Matches
Maicon,br BRA,DF,34.0,0.5,24,5,20,4,1,1,24,0,0,,0,,12,70,54,0,0,0,0,0,14,0,Matches
Ed Carlos,br BRA,"MF,FW",21.0,0.4,45,1,12,17,16,0,45,0,0,,0,,27,121,46,0,0,0,1,2,35,1,Matches
Miguel Terceros,bo BOL,"MF,FW",18.0,0.4,24,0,6,12,7,0,24,0,0,,0,,16,86,41,1,2,0,1,0,16,0,Matches
Jair Paula,br BRA,DF,17.0,0.4,20,2,6,14,0,0,20,1,1,100.0,0,0.0,14,71,54,1,0,0,0,0,12,0,Matches
Vinicius,br BRA,MF,23.0,0.3,7,0,1,5,1,0,7,0,0,,0,,6,12,4,0,0,0,1,1,6,0,Matches
Cadu,br BRA,DF,20.0,0.2,11,0,0,10,1,0,11,0,0,,0,,5,15,8,0,1,0,0,0,8,0,Matches
Ivonei,br BRA,MF,20.0,0.0,3,0,0,3,0,0,3,0,0,,0,,1,5,0,0,0,0,0,0,3,1,Matches
Luiz Felipe,br BRA,DF,29.0,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.5,38.0,19765,2018,6243,9012,4774,701,19759,827,390,47.2,350,42.3,10741,63225,32563,708,511,155,531,338,11631,1225,
Opponent Total,,,27.6,38.0,23433,2189,6641,11385,5648,761,23427,821,404,49.2,344,41.9,13522,69308,36914,630,514,120,547,338,15393,1503,
