Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Emanuel Gularte,uy URU,DF,26-091,17.0,18,1.06,14,0,0,4,0,0,2,0.12,2,0,0,0,0,0,Matches
Federico Lértora,ar ARG,MF,33-178,15.7,27,1.72,15,5,0,2,2,3,3,0.19,2,1,0,0,0,0,Matches
Pablo Barrera,mx MEX,"MF,FW",36-192,14.8,63,4.24,36,21,3,1,1,1,7,0.47,4,1,1,0,1,0,Matches
Kevin Escamilla,mx MEX,MF,29-312,13.1,13,0.99,11,0,0,2,0,0,1,0.08,1,0,0,0,0,0,Matches
Óscar Manzanarez,mx MEX,DF,28-250,11.6,11,0.95,8,1,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Omar Israel Mendoza,mx MEX,DF,35-063,11.4,21,1.85,15,3,0,0,3,0,3,0.26,3,0,0,0,0,0,Matches
Raúl Sandoval,mx MEX,"DF,MF",23-346,12.0,28,2.33,17,6,3,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Guillermo Allison,mx MEX,GK,33-096,12.0,2,0.17,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jaime Gómez Valencia,mx MEX,"DF,MF",30-166,10.3,24,2.34,18,2,1,2,1,0,1,0.1,1,0,0,0,0,0,Matches
José Zúñiga,co COL,FW,29-170,9.5,20,2.1,12,0,3,3,2,0,4,0.42,2,0,0,1,1,0,Matches
Miguel Barbieri,ar ARG,DF,30-128,8.6,12,1.4,10,0,0,0,2,0,1,0.12,1,0,0,0,0,0,Matches
Jordan Sierra,ec ECU,"MF,FW",26-251,9.0,23,2.57,13,4,1,2,2,1,2,0.22,0,1,0,0,1,0,Matches
Camilo Sanvezzo,br BRA,"FW,MF",35-162,6.6,19,2.87,13,0,1,2,3,0,1,0.15,0,0,0,0,1,0,Matches
Ettson Ayon,mx MEX,"FW,MF",22-279,5.4,13,2.39,5,0,1,2,5,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Tapia Méndez,mx MEX,GK,22-196,5.0,5,1.0,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,3.6,9,2.52,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Jonathan Perlaza,ec ECU,DF,26-108,3.1,5,1.61,3,1,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Marco García,mx MEX,MF,23-347,3.1,12,3.87,9,2,1,0,0,0,2,0.65,1,1,0,0,0,0,Matches
Nicolás Cordero,ar ARG,FW,24-263,3.5,5,1.43,3,0,1,0,1,0,1,0.29,1,0,0,0,0,0,Matches
Joaquín Montecinos,cl CHI,"FW,MF",28-023,2.6,11,4.19,3,2,2,2,2,0,0,0.0,0,0,0,0,0,0,Matches
Pablo Ortiz,mx MEX,DF,21-269,2.4,2,0.83,1,1,0,0,0,0,1,0.41,1,0,0,0,0,0,Matches
Rodrigo López,mx MEX,MF,36-086,1.6,5,3.04,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mauro Laínez,mx MEX,"MF,FW",27-235,2.2,10,4.5,8,0,2,0,0,0,1,0.45,1,0,0,0,0,0,Matches
Alberto García Jr.,mx MEX,"MF,FW",30-095,0.2,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paolo Yrizar,mx MEX,MF,26-146,0.2,1,4.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jonathan Torres,ar ARG,MF,27-001,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marco González,mx MEX,MF,21-173,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,29.8,17.0,362,21.29,235,48,22,24,26,7,30,1.76,20,4,1,1,4,0,
Opponent Total,,,28.0,17.0,472,27.76,340,49,30,25,25,3,49,2.88,29,6,3,6,5,0,
