Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Emanuel Gularte,uy URU,DF,26-091,17.0,4,0,0,18,10,1,4,16,19,0,1,1,89,57,48,54.3,Matches
Federico Lértora,ar ARG,MF,33-178,15.7,6,0,0,36,18,3,6,23,18,0,0,0,96,41,27,60.3,Matches
Pablo Barrera,mx MEX,"MF,FW",36-192,14.8,2,0,0,8,11,1,127,11,7,0,0,0,87,6,3,66.7,Matches
Kevin Escamilla,mx MEX,MF,29-312,13.1,4,0,0,18,6,0,4,11,16,0,0,0,97,14,15,48.3,Matches
Óscar Manzanarez,mx MEX,DF,28-250,11.6,3,1,0,17,4,0,3,19,12,0,1,0,42,21,16,56.8,Matches
Omar Israel Mendoza,mx MEX,DF,35-063,11.4,1,2,0,12,19,1,19,17,15,0,1,0,75,12,7,63.2,Matches
Raúl Sandoval,mx MEX,"DF,MF",23-346,12.0,2,1,1,12,10,3,63,10,6,0,0,0,61,10,15,40.0,Matches
Guillermo Allison,mx MEX,GK,33-096,12.0,1,0,0,2,2,0,0,0,0,0,1,0,10,1,1,50.0,Matches
Jaime Gómez Valencia,mx MEX,"DF,MF",30-166,10.3,3,0,0,14,11,1,12,8,14,0,0,0,76,14,17,45.2,Matches
José Zúñiga,co COL,FW,29-170,9.5,2,1,0,13,11,10,2,2,1,1,0,0,23,33,36,47.8,Matches
Miguel Barbieri,ar ARG,DF,30-128,8.6,2,0,0,13,7,0,1,16,15,0,0,0,43,23,15,60.5,Matches
Jordan Sierra,ec ECU,"MF,FW",26-251,9.0,3,0,0,12,10,0,13,11,11,0,0,0,81,4,10,28.6,Matches
Camilo Sanvezzo,br BRA,"FW,MF",35-162,6.6,3,0,0,14,6,4,3,1,3,1,0,0,31,8,7,53.3,Matches
Ettson Ayon,mx MEX,"FW,MF",22-279,5.4,0,0,0,2,15,0,5,1,0,0,0,0,12,13,33,28.3,Matches
Fernando Tapia Méndez,mx MEX,GK,22-196,5.0,2,0,0,1,0,0,0,0,0,0,1,0,8,0,0,,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,3.6,2,0,0,3,6,1,2,0,4,0,0,0,18,25,27,48.1,Matches
Jonathan Perlaza,ec ECU,DF,26-108,3.1,1,0,0,3,2,0,16,6,10,0,0,0,26,3,0,100.0,Matches
Marco García,mx MEX,MF,23-347,3.1,1,0,0,2,0,0,7,1,3,0,0,0,24,1,3,25.0,Matches
Nicolás Cordero,ar ARG,FW,24-263,3.5,0,0,0,13,5,1,2,2,1,0,0,0,11,13,29,31.0,Matches
Joaquín Montecinos,cl CHI,"FW,MF",28-023,2.6,1,0,0,7,6,3,9,2,0,0,0,0,10,3,12,20.0,Matches
Pablo Ortiz,mx MEX,DF,21-269,2.4,0,0,0,8,2,0,1,4,5,0,0,0,15,2,1,66.7,Matches
Rodrigo López,mx MEX,MF,36-086,1.6,0,0,0,1,2,0,4,1,3,0,0,0,13,1,1,50.0,Matches
Mauro Laínez,mx MEX,"MF,FW",27-235,2.2,0,0,0,2,8,0,9,0,0,0,0,0,11,0,0,,Matches
Alberto García Jr.,mx MEX,"MF,FW",30-095,0.2,0,0,0,1,0,0,3,0,0,0,0,0,2,3,0,100.0,Matches
Paolo Yrizar,mx MEX,MF,26-146,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,33.3,Matches
Jonathan Torres,ar ARG,MF,27-001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Marco González,mx MEX,MF,21-173,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,29.8,17.0,43,5,1,233,172,29,315,162,165,2,5,1,964,309,325,48.7,
Opponent Total,,,28.0,17.0,37,4,1,181,218,17,316,118,158,3,2,0,948,325,309,51.3,
