Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Emanuel Gularte,uy URU,DF,26-091,17.0,385,530,72.6,8851,4011,93,108,86.1,212,250,84.8,77,151,51.0,2,0.4,0.5,1.6,5,35,7,1,36,Matches
Federico Lértora,ar ARG,MF,33-178,15.7,432,608,71.1,8785,3235,168,213,78.9,178,211,84.4,79,149,53.0,1,1.0,1.0,0.0,13,60,8,0,75,Matches
Pablo Barrera,mx MEX,"MF,FW",36-192,14.8,374,554,67.5,6834,2624,189,224,84.4,112,151,74.2,64,133,48.1,4,5.2,4.0,-1.2,44,36,24,14,55,Matches
Kevin Escamilla,mx MEX,MF,29-312,13.1,294,380,77.4,5509,1909,102,137,74.5,158,181,87.3,29,49,59.2,0,0.1,0.2,-0.1,2,49,0,0,46,Matches
Óscar Manzanarez,mx MEX,DF,28-250,11.6,240,316,75.9,4891,1955,91,102,89.2,113,138,81.9,34,69,49.3,0,0.6,0.1,-0.6,2,20,2,2,18,Matches
Omar Israel Mendoza,mx MEX,DF,35-063,11.4,285,423,67.4,5397,2830,112,130,86.2,123,160,76.9,42,106,39.6,0,0.5,0.6,-0.5,5,33,9,6,36,Matches
Raúl Sandoval,mx MEX,"DF,MF",23-346,12.0,209,349,59.9,4177,1542,80,99,80.8,91,135,67.4,35,81,43.2,0,0.9,1.2,-0.9,16,18,13,9,21,Matches
Guillermo Allison,mx MEX,GK,33-096,12.0,214,356,60.1,8754,7572,22,22,100.0,71,72,98.6,119,257,46.3,0,0.0,0.0,0.0,0,17,0,0,0,Matches
Jaime Gómez Valencia,mx MEX,"DF,MF",30-166,10.3,293,381,76.9,4744,2103,153,174,87.9,116,137,84.7,18,51,35.3,0,0.1,0.3,-0.1,6,38,6,3,43,Matches
José Zúñiga,co COL,FW,29-170,9.5,100,168,59.5,1525,177,55,80,68.8,35,51,68.6,7,9,77.8,1,1.1,0.4,-0.1,9,3,5,0,9,Matches
Miguel Barbieri,ar ARG,DF,30-128,8.6,217,311,69.8,5781,2856,46,54,85.2,104,129,80.6,65,124,52.4,0,0.3,0.3,-0.3,2,27,1,0,15,Matches
Jordan Sierra,ec ECU,"MF,FW",26-251,9.0,229,324,70.7,4062,1522,105,132,79.5,86,119,72.3,29,52,55.8,1,0.2,0.6,0.8,7,25,8,0,36,Matches
Camilo Sanvezzo,br BRA,"FW,MF",35-162,6.6,91,133,68.4,1500,348,44,63,69.8,39,50,78.0,7,10,70.0,0,0.9,0.8,-0.9,8,10,6,2,19,Matches
Ettson Ayon,mx MEX,"FW,MF",22-279,5.4,44,73,60.3,673,181,26,35,74.3,13,25,52.0,3,5,60.0,0,0.0,0.1,0.0,2,2,2,0,7,Matches
Fernando Tapia Méndez,mx MEX,GK,22-196,5.0,80,139,57.6,2725,2332,14,14,100.0,29,29,100.0,35,94,37.2,0,0.0,0.0,0.0,2,7,0,0,0,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,3.6,72,116,62.1,1160,241,36,48,75.0,30,46,65.2,5,8,62.5,0,0.2,0.3,-0.2,4,7,2,1,11,Matches
Jonathan Perlaza,ec ECU,DF,26-108,3.1,78,132,59.1,1277,676,36,45,80.0,37,58,63.8,3,24,12.5,0,0.1,0.1,-0.1,2,9,0,0,6,Matches
Marco García,mx MEX,MF,23-347,3.1,98,122,80.3,1878,584,40,45,88.9,45,50,90.0,12,23,52.2,1,0.7,0.6,0.3,6,16,2,0,18,Matches
Nicolás Cordero,ar ARG,FW,24-263,3.5,47,76,61.8,613,133,33,45,73.3,10,18,55.6,1,2,50.0,1,0.5,0.1,0.5,2,4,0,0,3,Matches
Joaquín Montecinos,cl CHI,"FW,MF",28-023,2.6,50,72,69.4,825,177,29,35,82.9,17,25,68.0,4,7,57.1,0,0.5,0.2,-0.5,4,6,1,0,6,Matches
Pablo Ortiz,mx MEX,DF,21-269,2.4,91,117,77.8,1617,658,40,43,93.0,37,50,74.0,11,20,55.0,1,0.4,0.2,0.6,1,5,1,1,5,Matches
Rodrigo López,mx MEX,MF,36-086,1.6,56,71,78.9,1058,301,23,24,95.8,23,27,85.2,9,15,60.0,0,0.0,0.1,0.0,0,8,2,0,7,Matches
Mauro Laínez,mx MEX,"MF,FW",27-235,2.2,61,69,88.4,1172,271,19,21,90.5,32,33,97.0,8,9,88.9,0,0.2,0.3,-0.2,5,4,5,4,11,Matches
Alberto García Jr.,mx MEX,"MF,FW",30-095,0.2,12,21,57.1,175,67,8,11,72.7,3,7,42.9,1,1,100.0,0,0.1,0.2,-0.1,2,0,2,1,1,Matches
Paolo Yrizar,mx MEX,MF,26-146,0.2,5,7,71.4,42,9,5,7,71.4,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jonathan Torres,ar ARG,MF,27-001,0.1,2,3,66.7,21,0,2,2,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Marco González,mx MEX,MF,21-173,0.0,3,3,100.0,51,12,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,29.8,17.0,4062,5854,69.4,84097,38326,1572,1914,82.1,1716,2154,79.7,697,1450,48.1,12,14.1,12.2,-2.1,150,439,106,44,484,
Opponent Total,,,28.0,17.0,7566,9260,81.7,137032,51005,3227,3646,88.5,3339,3842,86.9,810,1358,59.6,18,19.6,18.3,-1.6,202,670,130,30,837,
