Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Léo Jardim,br BRA,GK,27.0,38.0,693.0,953.0,72.7,18553.0,13310.0,151.0,151.0,100.0,308.0,311.0,99.0,209.0,461.0,45.3,0,0.1,0.1,-0.1,1.0,12.0,1.0,0.0,0.0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,1461.0,1959.0,74.6,24500.0,9663.0,752.0,829.0,90.7,558.0,721.0,77.4,127.0,280.0,45.4,4,4.9,6.1,-0.9,61.0,114.0,67.0,51.0,147.0,Matches
Léo Pelé,br BRA,DF,26.0,30.2,1407.0,1623.0,86.7,25074.0,9466.0,597.0,629.0,94.9,668.0,733.0,91.1,124.0,215.0,57.7,0,0.3,0.6,-0.3,7.0,131.0,5.0,1.0,129.0,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,439.0,590.0,74.4,6834.0,1563.0,242.0,275.0,88.0,133.0,169.0,78.7,39.0,80.0,48.8,4,5.0,4.7,-1.0,30.0,19.0,26.0,15.0,33.0,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,944.0,1078.0,87.6,18191.0,5539.0,349.0,390.0,89.5,463.0,500.0,92.6,117.0,149.0,78.5,0,0.2,0.4,-0.2,6.0,79.0,2.0,0.0,89.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,801.0,1199.0,66.8,14358.0,6221.0,368.0,439.0,83.8,348.0,479.0,72.7,76.0,215.0,35.3,1,2.2,2.8,-1.2,29.0,70.0,36.0,20.0,99.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,209.0,351.0,59.5,2815.0,453.0,125.0,173.0,72.3,56.0,111.0,50.5,7.0,13.0,53.8,1,0.8,0.6,0.2,7.0,14.0,3.0,0.0,17.0,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,1010.0,1090.0,92.7,19538.0,6626.0,329.0,341.0,96.5,555.0,584.0,95.0,117.0,150.0,78.0,0,0.1,0.2,-0.1,4.0,63.0,2.0,0.0,59.0,Matches
Paulinho,br BRA,MF,26.0,18.2,794.0,945.0,84.0,13612.0,3909.0,382.0,417.0,91.6,325.0,381.0,85.3,72.0,105.0,68.6,2,1.7,1.8,0.3,28.0,119.0,19.0,5.0,124.0,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,517.0,657.0,78.7,8766.0,1949.0,256.0,303.0,84.5,207.0,243.0,85.2,46.0,72.0,63.9,2,1.0,0.4,1.0,9.0,61.0,10.0,0.0,77.0,Matches
Jair,br BRA,MF,28.0,17.7,853.0,962.0,88.7,15486.0,4257.0,359.0,390.0,92.1,385.0,418.0,92.1,92.0,118.0,78.0,0,1.1,1.7,-1.1,16.0,107.0,19.0,4.0,143.0,Matches
Robson Bambu,br BRA,DF,25.0,14.2,567.0,696.0,81.5,10840.0,4032.0,201.0,223.0,90.1,306.0,339.0,90.3,56.0,108.0,51.9,0,0.1,0.2,-0.1,3.0,29.0,3.0,1.0,33.0,Matches
