Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Léo Jardim,br BRA,GK,27.0,38,3420.0,90.0,100.0,38.0,38,90.0,38,0,,0,1.18,41.0,51.0,-10.0,-0.26,,47.7,46.2,1.5,0.04,,Matches
Lucas Piton,br BRA,DF,22.0,37,3283.0,89.0,96.0,36.5,37,89.0,35,0,,0,1.22,41.0,50.0,-9.0,-0.25,0.41,46.2,44.2,2.0,0.06,0.41,Matches
Léo Pelé,br BRA,DF,26.0,34,2719.0,80.0,79.5,30.2,30,88.0,28,4,16.0,1,1.24,32.0,39.0,-7.0,-0.23,0.15,40.1,36.2,3.9,0.13,0.44,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,37,2612.0,71.0,76.4,29.0,29,81.0,9,8,32.0,0,1.22,29.0,37.0,-8.0,-0.28,-0.05,36.0,33.5,2.5,0.09,0.2,Matches
Zé Gabriel,br BRA,MF,24.0,27,1938.0,72.0,56.7,21.5,24,78.0,13,3,18.0,2,1.41,22.0,22.0,0.0,0.0,0.61,25.1,26.1,-1.0,-0.05,-0.2,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,32,1997.0,62.0,58.4,22.2,22,84.0,16,10,15.0,4,1.0,29.0,36.0,-7.0,-0.32,-0.13,29.5,28.6,0.9,0.04,0.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,21,1792.0,85.0,52.4,19.9,20,88.0,16,1,27.0,0,1.57,26.0,21.0,5.0,0.25,1.08,24.4,25.0,-0.5,-0.03,-0.14,Matches
Gary Medel,cl CHI,"DF,MF",35.0,20,1724.0,86.0,50.4,19.2,20,86.0,15,0,,0,1.45,24.0,24.0,0.0,0.0,0.53,24.2,24.3,-0.1,-0.01,-0.09,Matches
Paulinho,br BRA,MF,26.0,20,1634.0,82.0,47.8,18.2,19,83.0,11,1,66.0,0,1.6,25.0,21.0,4.0,0.22,0.93,24.0,24.3,-0.3,-0.01,-0.1,Matches
Bruno Praxedes,br BRA,MF,20.0,21,1340.0,64.0,39.2,14.9,18,70.0,5,3,27.0,1,1.67,17.0,17.0,0.0,0.0,0.43,15.1,17.7,-2.6,-0.18,-0.35,Matches
Jair,br BRA,MF,28.0,29,1589.0,55.0,46.5,17.7,16,79.0,6,13,24.0,2,1.07,21.0,26.0,-5.0,-0.28,-0.04,23.6,20.4,3.2,0.18,0.27,Matches
Robson Bambu,br BRA,DF,25.0,18,1280.0,71.0,37.4,14.2,16,77.0,8,2,25.0,7,1.06,12.0,16.0,-4.0,-0.28,-0.03,15.8,15.0,0.8,0.06,0.03,Matches
Maicon,br BRA,DF,34.0,16,1255.0,78.0,36.7,13.9,14,87.0,11,2,19.0,8,1.63,15.0,11.0,4.0,0.29,0.87,14.0,15.6,-1.6,-0.11,-0.24,Matches
Marlon Gomes,br BRA,MF,19.0,23,1144.0,50.0,33.5,12.7,14,65.0,1,9,26.0,3,1.35,11.0,17.0,-6.0,-0.47,-0.31,,,,,,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,22,1131.0,51.0,33.1,12.6,13,69.0,1,9,25.0,16,0.86,12.0,18.0,-6.0,-0.48,-0.32,15.9,14.9,1.0,0.08,0.06,Matches
Paulo Henrique,br BRA,DF,26.0,14,852.0,61.0,24.9,9.5,10,81.0,3,4,11.0,15,1.43,6.0,8.0,-2.0,-0.21,0.07,10.0,11.0,-1.0,-0.1,-0.19,Matches
Pedro Raul,br BRA,FW,26.0,12,835.0,70.0,24.4,9.3,9,86.0,6,3,22.0,0,0.5,8.0,16.0,-8.0,-0.86,-0.79,11.8,10.8,1.0,0.1,0.09,Matches
Dimitri Payet,fr FRA,"MF,FW",35.0,17,800.0,47.0,23.4,8.9,7,69.0,1,10,32.0,1,1.53,13.0,9.0,4.0,0.45,0.93,12.1,11.2,0.9,0.1,0.08,Matches
Figueiredo,br BRA,"FW,MF",21.0,16,656.0,41.0,19.2,7.3,7,69.0,1,9,19.0,10,0.88,3.0,8.0,-5.0,-0.69,-0.52,8.9,8.3,0.5,0.07,0.04,Matches
Luca Orellano,ar ARG,"FW,MF",22.0,18,622.0,35.0,18.2,6.9,6,65.0,0,12,19.0,10,0.67,6.0,16.0,-10.0,-1.45,-1.45,9.4,8.1,1.3,0.18,0.18,Matches
Manuel Capasso,ar ARG,DF,26.0,9,554.0,62.0,16.2,6.2,6,79.0,3,3,26.0,14,0.22,5.0,15.0,-10.0,-1.62,-1.62,7.4,8.0,-0.6,-0.1,-0.17,Matches
Andrey Santos,br BRA,MF,18.0,6,421.0,70.0,12.3,4.7,6,70.0,2,0,,0,1.0,5.0,7.0,-2.0,-0.43,-0.19,6.3,4.7,1.6,0.34,0.34,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",27.0,9,359.0,40.0,10.5,4.0,5,59.0,0,4,16.0,13,1.22,3.0,3.0,0.0,0.0,0.29,4.7,2.8,1.9,0.49,0.5,Matches
Matías Galarza,py PAR,MF,20.0,10,401.0,40.0,11.7,4.5,4,67.0,0,6,23.0,9,1.0,3.0,8.0,-5.0,-1.12,-0.97,3.3,6.1,-2.8,-0.64,-0.76,Matches
Rossi,br BRA,"MF,FW",29.0,9,397.0,44.0,11.6,4.4,4,62.0,0,5,30.0,3,2.11,9.0,5.0,4.0,0.91,1.32,5.8,7.1,-1.3,-0.28,-0.36,Matches
Miranda,br BRA,DF,23.0,7,388.0,55.0,11.3,4.3,4,84.0,2,3,18.0,13,0.86,3.0,12.0,-9.0,-2.09,-2.06,8.3,5.5,2.8,0.65,0.69,Matches
Rodrigo Alves,br BRA,MF,20.0,8,352.0,44.0,10.3,3.9,4,74.0,2,4,14.0,2,0.75,5.0,9.0,-4.0,-1.02,-0.85,4.3,6.1,-1.8,-0.47,-0.57,Matches
Sebastián Ferreira,py PAR,"FW,MF",24.0,13,440.0,34.0,12.9,4.9,3,72.0,1,10,23.0,10,1.54,7.0,6.0,1.0,0.2,0.54,8.0,5.3,2.7,0.56,0.59,Matches
Erick Marcus,br BRA,"MF,FW",18.0,14,400.0,29.0,11.7,4.4,3,57.0,0,11,21.0,5,0.93,7.0,6.0,1.0,0.23,0.55,7.8,5.1,2.7,0.61,0.64,Matches
Mateus Cocão,br BRA,MF,20.0,9,347.0,39.0,10.1,3.9,3,76.0,1,6,20.0,17,0.89,4.0,5.0,-1.0,-0.26,0.0,5.9,3.6,2.3,0.59,0.62,Matches
Rayan Vitor,br BRA,"FW,MF",16.0,6,265.0,44.0,7.7,2.9,3,68.0,0,3,20.0,3,0.5,1.0,3.0,-2.0,-0.68,-0.45,4.1,3.4,0.6,0.22,0.19,Matches
Cauan Barros,br BRA,MF,18.0,8,237.0,30.0,6.9,2.6,3,60.0,0,5,12.0,8,1.0,2.0,4.0,-2.0,-0.76,-0.53,2.6,3.8,-1.2,-0.44,-0.52,Matches
José Vitor,br BRA,DF,20.0,4,110.0,28.0,3.2,1.2,1,90.0,1,3,7.0,20,1.0,0.0,4.0,-4.0,-3.27,-3.11,1.6,2.8,-1.1,-0.93,-1.0,Matches
