Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Léo Jardim,br BRA,GK,27.0,38.0,953.0,573.0,376.0,61.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,693.0,4.0,0.0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,1959.0,1545.0,404.0,42.0,0.0,12.0,222,332.0,30.0,4.0,22.0,0.0,1461.0,10.0,72.0,Matches
Léo Pelé,br BRA,DF,26.0,30.2,1623.0,1531.0,85.0,39.0,1.0,3.0,7,46.0,0.0,0.0,0.0,0.0,1407.0,7.0,15.0,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,590.0,530.0,56.0,11.0,5.0,2.0,92,16.0,27.0,17.0,2.0,0.0,439.0,4.0,21.0,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,1078.0,1040.0,34.0,33.0,0.0,12.0,1,1.0,0.0,0.0,0.0,0.0,944.0,4.0,8.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,1199.0,905.0,289.0,47.0,0.0,11.0,140,216.0,26.0,18.0,4.0,0.0,801.0,5.0,32.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,351.0,308.0,42.0,1.0,0.0,3.0,21,2.0,0.0,0.0,0.0,0.0,209.0,1.0,15.0,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,1090.0,1034.0,56.0,50.0,0.0,4.0,3,5.0,0.0,0.0,0.0,0.0,1010.0,0.0,2.0,Matches
Paulinho,br BRA,MF,26.0,18.2,945.0,893.0,49.0,27.0,3.0,19.0,35,6.0,16.0,8.0,7.0,0.0,794.0,3.0,12.0,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,657.0,643.0,11.0,6.0,1.0,5.0,15,4.0,1.0,0.0,0.0,0.0,517.0,3.0,20.0,Matches
Jair,br BRA,MF,28.0,17.7,962.0,903.0,55.0,44.0,2.0,8.0,8,5.0,2.0,0.0,0.0,0.0,853.0,4.0,11.0,Matches
Robson Bambu,br BRA,DF,25.0,14.2,696.0,616.0,79.0,26.0,1.0,1.0,11,53.0,0.0,0.0,0.0,0.0,567.0,1.0,15.0,Matches
Maicon,br BRA,DF,34.0,13.9,686.0,632.0,53.0,50.0,0.0,10.0,7,3.0,0.0,0.0,0.0,0.0,578.0,1.0,3.0,Matches
Marlon Gomes,br BRA,MF,19.0,12.7,,,,,,,11,,,,,,,,,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,12.6,306.0,284.0,21.0,7.0,0.0,0.0,22,3.0,5.0,0.0,4.0,0.0,251.0,1.0,8.0,Matches
Paulo Henrique,br BRA,DF,26.0,9.5,481.0,379.0,101.0,6.0,0.0,2.0,36,95.0,0.0,0.0,0.0,0.0,353.0,1.0,14.0,Matches
