Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Léo Jardim,br BRA,GK,27.0,38.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,105.0,2.88,83.0,12.0,8.0,2.0,0.0,0.0,6.0,0.16,5.0,0.0,0.0,1.0,0.0,0.0,Matches
Léo Pelé,br BRA,DF,26.0,30.2,29.0,0.96,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,84.0,2.9,46.0,10.0,11.0,5.0,12.0,0.0,8.0,0.28,4.0,1.0,1.0,0.0,2.0,0.0,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,26.0,1.21,22.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,59.0,2.66,40.0,9.0,4.0,4.0,1.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,26.0,1.31,12.0,0.0,2.0,8.0,4.0,0.0,4.0,0.2,1.0,0.0,0.0,1.0,2.0,0.0,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,16.0,0.84,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,MF,26.0,18.2,62.0,3.32,45.0,7.0,6.0,2.0,2.0,0.0,6.0,0.32,3.0,1.0,2.0,0.0,0.0,0.0,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,26.0,1.75,19.0,0.0,1.0,5.0,1.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Jair,br BRA,MF,28.0,17.7,53.0,3.0,45.0,1.0,2.0,1.0,4.0,0.0,4.0,0.23,2.0,0.0,1.0,0.0,1.0,0.0,Matches
Robson Bambu,br BRA,DF,25.0,14.2,9.0,0.63,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maicon,br BRA,DF,34.0,13.9,13.0,0.93,11.0,1.0,0.0,1.0,0.0,0.0,3.0,0.22,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Marlon Gomes,br BRA,MF,19.0,12.7,,,,,,,,,,,,,,,,,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,12.6,32.0,2.54,22.0,5.0,0.0,3.0,2.0,0.0,3.0,0.24,2.0,0.0,0.0,1.0,0.0,0.0,Matches
Paulo Henrique,br BRA,DF,26.0,9.5,29.0,3.07,22.0,3.0,3.0,1.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Raul,br BRA,FW,26.0,9.3,17.0,1.83,12.0,0.0,0.0,3.0,2.0,0.0,1.0,0.11,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Dimitri Payet,fr FRA,"MF,FW",35.0,8.9,34.0,3.83,25.0,6.0,1.0,1.0,1.0,0.0,4.0,0.45,3.0,1.0,0.0,0.0,0.0,0.0,Matches
Figueiredo,br BRA,"FW,MF",21.0,7.3,21.0,2.88,15.0,1.0,1.0,0.0,4.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Luca Orellano,ar ARG,"FW,MF",22.0,6.9,28.0,4.03,17.0,3.0,4.0,0.0,4.0,0.0,4.0,0.58,2.0,0.0,2.0,0.0,0.0,0.0,Matches
Manuel Capasso,ar ARG,DF,26.0,6.2,7.0,1.14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andrey Santos,br BRA,MF,18.0,4.7,8.0,1.71,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sergio Antonio De Luiz Junior,br BRA,"MF,DF",27.0,4.0,8.0,2.02,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Galarza,py PAR,MF,20.0,4.5,5.0,1.12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rossi,br BRA,"MF,FW",29.0,4.4,24.0,5.07,17.0,5.0,1.0,0.0,1.0,0.0,7.0,1.48,5.0,1.0,1.0,0.0,0.0,0.0,Matches
Miranda,br BRA,DF,23.0,4.3,7.0,1.63,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Alves,br BRA,MF,20.0,3.9,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sebastián Ferreira,py PAR,"FW,MF",24.0,4.9,15.0,3.07,13.0,0.0,0.0,1.0,1.0,0.0,2.0,0.41,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Erick Marcus,br BRA,"MF,FW",18.0,4.4,22.0,4.96,15.0,1.0,1.0,1.0,4.0,0.0,2.0,0.45,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateus Cocão,br BRA,MF,20.0,3.9,11.0,2.85,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rayan Vitor,br BRA,"FW,MF",16.0,2.9,8.0,2.72,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cauan Barros,br BRA,MF,18.0,2.6,5.0,1.9,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
