Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Léo Jardim,br BRA,GK,27.0,38.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,11.0,0.0,Matches
Lucas Piton,br BRA,DF,22.0,36.5,45.0,25,24.0,18.0,3.0,20.0,48.0,41.7,28.0,27.0,7.0,20.0,40,85.0,89.0,0.0,Matches
Léo Pelé,br BRA,DF,26.0,30.2,26.0,17,14.0,11.0,1.0,12.0,19.0,63.2,7.0,26.0,14.0,12.0,14,40.0,125.0,1.0,Matches
Gabriel Chaves,br BRA,"FW,MF",21.0,29.0,42.0,26,20.0,17.0,5.0,16.0,52.0,30.8,36.0,32.0,0.0,32.0,13,55.0,16.0,0.0,Matches
Zé Gabriel,br BRA,MF,24.0,21.5,43.0,20,24.0,16.0,3.0,24.0,55.0,43.6,31.0,22.0,5.0,17.0,18,61.0,45.0,0.0,Matches
José Luis Rodríguez Bebanz,uy URU,DF,25.0,22.2,49.0,31,29.0,17.0,3.0,25.0,56.0,44.6,31.0,24.0,8.0,16.0,30,79.0,56.0,2.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,19.9,7.0,5,1.0,4.0,2.0,2.0,18.0,11.1,16.0,18.0,8.0,10.0,4,11.0,35.0,0.0,Matches
Gary Medel,cl CHI,"DF,MF",35.0,19.2,22.0,5,13.0,8.0,1.0,10.0,29.0,34.5,19.0,26.0,20.0,6.0,20,42.0,77.0,1.0,Matches
Paulinho,br BRA,MF,26.0,18.2,42.0,23,18.0,19.0,5.0,15.0,37.0,40.5,22.0,26.0,3.0,23.0,16,58.0,16.0,0.0,Matches
Bruno Praxedes,br BRA,MF,20.0,14.9,34.0,26,18.0,11.0,5.0,16.0,35.0,45.7,19.0,19.0,4.0,15.0,12,46.0,13.0,0.0,Matches
Jair,br BRA,MF,28.0,17.7,40.0,24,18.0,18.0,4.0,24.0,57.0,42.1,33.0,29.0,3.0,26.0,15,55.0,15.0,0.0,Matches
Robson Bambu,br BRA,DF,25.0,14.2,21.0,13,15.0,5.0,1.0,13.0,28.0,46.4,15.0,27.0,16.0,11.0,12,33.0,70.0,1.0,Matches
Maicon,br BRA,DF,34.0,13.9,19.0,13,15.0,4.0,0.0,9.0,13.0,69.2,4.0,23.0,17.0,6.0,17,36.0,84.0,0.0,Matches
Marlon Gomes,br BRA,MF,19.0,12.7,,31,,,,,,,,,,,33,,,,Matches
Alex Teixeira,br BRA,"FW,MF",33.0,12.6,9.0,6,2.0,6.0,1.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,1,10.0,4.0,0.0,Matches
Paulo Henrique,br BRA,DF,26.0,9.5,31.0,21,12.0,15.0,4.0,17.0,30.0,56.7,13.0,11.0,4.0,7.0,9,40.0,25.0,0.0,Matches
Pedro Raul,br BRA,FW,26.0,9.3,3.0,2,0.0,1.0,2.0,1.0,6.0,16.7,5.0,7.0,3.0,4.0,5,8.0,11.0,0.0,Matches
Dimitri Payet,fr FRA,"MF,FW",35.0,8.9,7.0,5,4.0,3.0,0.0,6.0,14.0,42.9,8.0,4.0,0.0,4.0,2,9.0,0.0,0.0,Matches
Figueiredo,br BRA,"FW,MF",21.0,7.3,8.0,5,5.0,2.0,1.0,2.0,17.0,11.8,15.0,9.0,0.0,9.0,6,14.0,9.0,0.0,Matches
