Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Tomás Marchiori,ar ARG,GK,27.0,27.0,1,0,0,0,4,0,0,0,1,0,0,0,15,4,1,80.0,Matches
Matías Orihuela,ar ARG,DF,30.0,24.7,3,0,0,20,25,0,56,30,40,0,0,0,137,26,22,54.2,Matches
Joaquín Pereyra,ar ARG,MF,24.0,24.7,7,1,1,34,59,1,117,22,37,0,0,1,226,17,31,35.4,Matches
Mateo Coronel,ar ARG,FW,24.0,21.5,3,0,0,29,23,14,34,3,9,2,0,0,74,13,25,34.2,Matches
Bruno Bianchi,ar ARG,DF,33.0,24.0,5,1,0,20,5,3,0,32,26,0,1,0,143,33,26,55.9,Matches
Guillermo Acosta,ar ARG,MF,34.0,20.8,6,1,0,25,23,0,11,26,29,0,1,0,166,28,24,53.8,Matches
Nicolás Romero,ar ARG,DF,19.0,21.1,8,0,0,15,7,2,0,26,16,0,0,0,118,46,39,54.1,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,19.3,4,0,0,41,18,13,9,3,10,0,0,0,36,116,106,52.3,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,19.6,4,0,0,12,33,0,32,14,40,0,0,0,140,10,24,29.4,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,16.3,4,0,0,19,14,0,45,13,25,0,0,0,120,23,20,53.5,Matches
Bautista Kociubinski,ar ARG,MF,21.0,14.1,3,0,0,19,8,0,21,28,21,0,0,0,120,25,22,53.2,Matches
Marcelo Ortiz,ar ARG,DF,29.0,11.9,4,0,0,16,6,0,6,16,11,0,0,0,56,21,17,55.3,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,11.5,3,0,0,11,7,6,21,4,9,0,1,0,37,23,32,41.8,Matches
Hernán De La Fuente,ar ARG,DF,26.0,6.4,2,0,0,8,8,0,11,3,17,0,0,0,36,10,4,71.4,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,5.5,4,0,0,21,5,1,2,2,5,0,0,0,35,6,13,31.6,Matches
Yonathan Cabral,ar ARG,DF,30.0,5.4,1,0,0,5,0,0,0,9,3,0,1,0,23,19,7,73.1,Matches
Francisco Flores,ar ARG,DF,21.0,3.0,1,0,0,2,0,0,0,2,4,0,0,0,14,4,2,66.7,Matches
Marcelo González,py PAR,MF,26.0,2.7,1,0,0,6,5,0,11,1,5,0,0,0,16,4,4,50.0,Matches
Moisés Brandán,ar ARG,DF,22.0,2.3,1,0,0,1,1,0,4,3,4,0,0,0,16,4,3,57.1,Matches
Cristian Menéndez,ar ARG,FW,34.0,4.2,1,0,0,5,10,1,4,2,2,0,0,0,13,27,27,50.0,Matches
Ignacio Maestro Puch,ar ARG,"FW,MF",19.0,4.0,0,1,0,19,5,2,1,0,1,0,0,0,17,2,17,10.5,Matches
Braian Guille,ar ARG,"MF,FW",25.0,3.8,3,0,0,12,9,2,30,0,4,1,0,0,23,1,1,50.0,Matches
Wilson Ibarrola,py PAR,DF,26.0,1.8,0,0,0,1,0,0,9,0,4,0,0,0,7,1,4,20.0,Matches
Lucas Naranjo,ar ARG,MF,21.0,0.1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,,Matches
Maximiliano Alanís,ar ARG,DF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Kevin Isa,ar ARG,MF,21.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Squad Total,,,26.9,27.0,70,4,1,342,275,45,424,239,326,3,4,1,1590,463,471,49.6,
Opponent Total,,,27.3,27.0,62,5,2,291,319,44,569,276,284,1,3,1,1525,446,443,50.2,
