Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tomás Marchiori,ar ARG,GK,27.0,27.0,422,680,62.1,15022,12411,66,66,100.0,151,152,99.3,201,456,44.1,0,0.0,0.1,0.0,1,26,1,0,0,Matches
Matías Orihuela,ar ARG,DF,30.0,24.7,732,1013,72.3,12972,5435,291,351,82.9,369,466,79.2,58,135,43.0,1,2.1,1.4,-1.1,26,41,18,11,64,Matches
Joaquín Pereyra,ar ARG,MF,24.0,24.7,940,1314,71.5,18476,6722,387,459,84.3,382,491,77.8,149,296,50.3,3,3.7,3.5,-0.7,46,179,39,8,185,Matches
Mateo Coronel,ar ARG,FW,24.0,21.5,362,521,69.5,4836,1076,214,273,78.4,99,140,70.7,17,36,47.2,1,3.0,2.0,-2.0,30,22,18,3,38,Matches
Bruno Bianchi,ar ARG,DF,33.0,24.0,680,904,75.2,15581,7357,159,181,87.8,392,443,88.5,125,256,48.8,1,1.0,0.2,0.0,3,50,4,0,50,Matches
Guillermo Acosta,ar ARG,MF,34.0,20.8,754,925,81.5,13658,4776,317,373,85.0,336,387,86.8,84,113,74.3,2,1.3,1.3,0.7,18,81,15,3,103,Matches
Nicolás Romero,ar ARG,DF,19.0,21.1,525,721,72.8,11264,4915,152,175,86.9,287,340,84.4,80,179,44.7,0,0.1,0.1,-0.1,2,24,1,0,27,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,19.3,309,548,56.4,4067,907,205,330,62.1,80,128,62.5,10,22,45.5,4,2.0,1.6,2.0,24,32,12,1,45,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,19.6,534,780,68.5,8685,3632,291,338,86.1,180,241,74.7,48,129,37.2,0,0.5,1.1,-0.5,7,68,11,3,68,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,16.3,554,710,78.0,9510,3134,269,312,86.2,206,253,81.4,66,109,60.6,1,1.5,1.5,-0.5,19,64,22,10,71,Matches
Bautista Kociubinski,ar ARG,MF,21.0,14.1,568,685,82.9,10812,3507,221,259,85.3,258,293,88.1,78,108,72.2,0,0.5,0.7,-0.5,12,62,10,1,83,Matches
Marcelo Ortiz,ar ARG,DF,29.0,11.9,304,455,66.8,6773,3935,92,115,80.0,143,188,76.1,68,136,50.0,0,0.5,0.4,-0.5,6,43,4,0,39,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,11.5,187,284,65.8,2726,929,113,139,81.3,56,89,62.9,12,26,46.2,2,1.6,1.7,0.4,15,23,13,4,31,Matches
Hernán De La Fuente,ar ARG,DF,26.0,6.4,222,312,71.2,3670,1865,98,126,77.8,102,136,75.0,15,32,46.9,0,0.1,0.2,-0.1,4,12,1,0,14,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,5.5,148,181,81.8,2009,551,95,109,87.2,42,50,84.0,5,8,62.5,0,0.2,0.2,-0.2,5,17,2,0,18,Matches
Yonathan Cabral,ar ARG,DF,30.0,5.4,176,220,80.0,3806,1781,57,72,79.2,81,89,91.0,37,53,69.8,0,0.1,0.0,-0.1,3,5,0,0,7,Matches
Francisco Flores,ar ARG,DF,21.0,3.0,117,135,86.7,2389,918,30,32,93.8,71,78,91.0,13,20,65.0,0,0.0,0.0,0.0,0,7,0,0,5,Matches
Marcelo González,py PAR,MF,26.0,2.7,78,105,74.3,1063,341,42,50,84.0,29,34,85.3,1,7,14.3,0,0.1,0.3,-0.1,1,9,2,1,9,Matches
Moisés Brandán,ar ARG,DF,22.0,2.3,68,105,64.8,1436,800,21,24,87.5,34,42,81.0,12,32,37.5,0,0.0,0.1,0.0,0,8,2,0,6,Matches
Cristian Menéndez,ar ARG,FW,34.0,4.2,62,105,59.0,778,157,41,60,68.3,19,33,57.6,0,3,0.0,2,0.6,0.3,1.4,5,3,1,0,5,Matches
Ignacio Maestro Puch,ar ARG,"FW,MF",19.0,4.0,47,69,68.1,646,114,28,37,75.7,16,25,64.0,0,3,0.0,0,0.2,0.1,-0.2,4,1,3,0,7,Matches
Braian Guille,ar ARG,"MF,FW",25.0,3.8,120,196,61.2,1988,708,62,81,76.5,36,58,62.1,14,36,38.9,0,0.6,1.0,-0.6,10,17,8,3,15,Matches
Wilson Ibarrola,py PAR,DF,26.0,1.8,31,57,54.4,560,253,13,16,81.3,15,25,60.0,2,10,20.0,0,0.0,0.0,0.0,0,2,1,0,2,Matches
Lucas Naranjo,ar ARG,MF,21.0,0.1,14,15,93.3,251,44,7,7,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Maximiliano Alanís,ar ARG,DF,19.0,0.0,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kevin Isa,ar ARG,MF,21.0,0.0,4,5,80.0,48,7,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Squad Total,,,26.9,27.0,7959,11046,72.1,153032,66275,3275,3990,82.1,3391,4188,81.0,1096,2207,49.7,17,19.5,17.8,-2.5,242,797,188,48,893,
Opponent Total,,,27.3,27.0,9081,12009,75.6,169133,67513,3825,4507,84.9,3889,4698,82.8,1144,2075,55.1,16,23.1,23.0,-7.1,248,841,194,68,1092,
