Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Tomás Marchiori,ar ARG,GK,27.0,27.0,5,0.19,1,4,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matías Orihuela,ar ARG,DF,30.0,24.7,57,2.31,36,9,6,3,2,1,2,0.08,2,0,0,0,0,0,Matches
Joaquín Pereyra,ar ARG,MF,24.0,24.7,114,4.61,71,18,10,5,8,2,10,0.4,5,2,0,1,1,1,Matches
Mateo Coronel,ar ARG,FW,24.0,21.5,66,3.07,50,2,4,4,6,0,8,0.37,4,0,2,0,2,0,Matches
Bruno Bianchi,ar ARG,DF,33.0,24.0,10,0.42,8,0,0,2,0,0,2,0.08,1,0,0,1,0,0,Matches
Guillermo Acosta,ar ARG,MF,34.0,20.8,34,1.64,30,0,1,2,0,1,2,0.1,1,0,0,1,0,0,Matches
Nicolás Romero,ar ARG,DF,19.0,21.1,6,0.28,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,19.3,48,2.49,41,0,1,2,2,2,7,0.36,6,0,1,0,0,0,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,19.6,31,1.58,24,3,2,1,1,0,2,0.1,2,0,0,0,0,0,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,16.3,37,2.26,32,5,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Bautista Kociubinski,ar ARG,MF,21.0,14.1,25,1.78,15,6,0,3,1,0,0,0.0,0,0,0,0,0,0,Matches
Marcelo Ortiz,ar ARG,DF,29.0,11.9,13,1.09,10,2,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,11.5,31,2.7,24,0,1,5,1,0,4,0.35,2,0,0,2,0,0,Matches
Hernán De La Fuente,ar ARG,DF,26.0,6.4,12,1.88,5,4,1,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,5.5,9,1.64,8,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Yonathan Cabral,ar ARG,DF,30.0,5.4,2,0.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Francisco Flores,ar ARG,DF,21.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Marcelo González,py PAR,MF,26.0,2.7,7,2.55,4,0,0,0,2,1,0,0.0,0,0,0,0,0,0,Matches
Moisés Brandán,ar ARG,DF,22.0,2.3,5,2.17,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Menéndez,ar ARG,FW,34.0,4.2,12,2.84,7,0,1,1,3,0,2,0.47,1,0,0,0,1,0,Matches
Ignacio Maestro Puch,ar ARG,"FW,MF",19.0,4.0,5,1.26,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Braian Guille,ar ARG,"MF,FW",25.0,3.8,27,7.02,16,5,3,0,3,0,2,0.52,1,0,0,0,1,0,Matches
Wilson Ibarrola,py PAR,DF,26.0,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Naranjo,ar ARG,MF,21.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maximiliano Alanís,ar ARG,DF,19.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Isa,ar ARG,MF,21.0,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,27.0,558,20.67,397,60,30,31,32,8,43,1.59,27,2,3,5,5,1,
Opponent Total,,,27.3,27.0,625,23.15,438,63,37,36,41,10,41,1.52,27,4,5,2,2,1,
