Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Tomás Marchiori,ar ARG,GK,27.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.37,25.0,27.0,-2.0,-0.07,,27.1,33.0,-5.9,-0.22,,Matches
Matías Orihuela,ar ARG,DF,30.0,26,2222.0,85.0,91.4,24.7,26,85.0,21,0,,1,1.38,21.0,25.0,-4.0,-0.16,-1.03,24.5,31.6,-7.1,-0.29,-0.77,Matches
Joaquín Pereyra,ar ARG,MF,24.0,25,2224.0,89.0,91.5,24.7,25,89.0,19,0,,0,1.36,24.0,24.0,0.0,0.0,0.87,25.3,29.7,-4.4,-0.18,0.52,Matches
Mateo Coronel,ar ARG,FW,24.0,27,1937.0,72.0,79.7,21.5,25,76.0,6,2,20.0,0,1.37,20.0,22.0,-2.0,-0.09,-0.09,20.6,26.5,-5.9,-0.28,-0.28,Matches
Bruno Bianchi,ar ARG,DF,33.0,24,2159.0,90.0,88.8,24.0,24,90.0,23,0,,0,1.29,21.0,25.0,-4.0,-0.17,-0.83,24.6,29.1,-4.5,-0.19,0.29,Matches
Guillermo Acosta,ar ARG,MF,34.0,25,1874.0,75.0,77.1,20.8,23,79.0,8,2,27.0,1,1.32,20.0,20.0,0.0,0.0,0.32,21.9,24.6,-2.7,-0.13,0.39,Matches
Nicolás Romero,ar ARG,DF,19.0,22,1903.0,87.0,78.3,21.1,22,87.0,19,0,,4,1.59,22.0,20.0,2.0,0.09,0.78,21.0,23.3,-2.4,-0.11,0.49,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,25,1737.0,69.0,71.5,19.3,22,76.0,3,3,23.0,0,1.44,18.0,15.0,3.0,0.16,0.8,19.7,21.5,-1.8,-0.09,0.44,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,26,1763.0,68.0,72.6,19.6,19,82.0,7,7,29.0,1,1.38,20.0,16.0,4.0,0.2,1.01,20.3,22.1,-1.8,-0.09,0.46,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,23,1470.0,64.0,60.5,16.3,17,80.0,8,6,19.0,3,1.39,17.0,18.0,-1.0,-0.06,0.03,17.1,18.9,-1.8,-0.11,0.28,Matches
Bautista Kociubinski,ar ARG,MF,21.0,21,1266.0,60.0,52.1,14.1,13,84.0,9,8,21.0,3,1.48,12.0,16.0,-4.0,-0.28,-0.44,11.7,19.2,-7.5,-0.53,-0.66,Matches
Marcelo Ortiz,ar ARG,DF,29.0,14,1073.0,77.0,44.2,11.9,12,86.0,10,2,23.0,7,1.86,12.0,7.0,5.0,0.42,0.88,11.7,11.5,0.2,0.02,0.42,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,23,1033.0,45.0,42.5,11.5,9,78.0,0,14,24.0,3,1.39,9.0,14.0,-5.0,-0.44,-0.63,12.4,16.2,-3.9,-0.34,-0.21,Matches
Hernán De La Fuente,ar ARG,DF,26.0,10,574.0,57.0,23.6,6.4,7,76.0,3,3,14.0,17,0.9,2.0,11.0,-9.0,-1.41,-1.75,6.0,9.6,-3.7,-0.58,-0.47,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,18,494.0,27.0,20.3,5.5,5,72.0,0,13,10.0,9,1.72,2.0,5.0,-3.0,-0.55,-0.59,4.8,8.8,-4.0,-0.73,-0.64,Matches
Yonathan Cabral,ar ARG,DF,30.0,12,488.0,41.0,20.1,5.4,5,88.0,4,7,7.0,15,1.5,3.0,7.0,-4.0,-0.74,-0.83,5.5,9.3,-3.8,-0.7,-0.6,Matches
Francisco Flores,ar ARG,DF,21.0,3,270.0,90.0,11.1,3.0,3,90.0,3,0,,14,2.0,4.0,2.0,2.0,0.67,0.83,2.5,3.9,-1.4,-0.47,-0.28,Matches
Marcelo González,py PAR,MF,26.0,8,246.0,31.0,10.1,2.7,3,61.0,0,5,12.0,7,1.13,2.0,4.0,-2.0,-0.73,-0.73,2.9,4.5,-1.6,-0.57,-0.39,Matches
Moisés Brandán,ar ARG,DF,22.0,3,207.0,69.0,8.5,2.3,3,69.0,1,0,,10,0.67,2.0,2.0,0.0,0.0,0.08,2.3,2.6,-0.3,-0.14,0.08,Matches
