Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Tomás Marchiori,ar ARG,GK,27.0,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matías Orihuela,ar ARG,DF,30.0,24.7,1,24,5,20.8,0.97,0.2,0.04,0.2,16.2,0,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
Joaquín Pereyra,ar ARG,MF,24.0,24.7,1,53,11,20.8,2.14,0.45,0.02,0.09,28.9,11,0,0,1.8,1.8,0.03,-0.8,-0.8,Matches
Mateo Coronel,ar ARG,FW,24.0,21.5,7,49,21,42.9,2.28,0.98,0.12,0.29,20.1,0,1,1,5.6,4.8,0.1,1.4,1.2,Matches
Bruno Bianchi,ar ARG,DF,33.0,24.0,0,7,0,0.0,0.29,0.0,0.0,,14.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Guillermo Acosta,ar ARG,MF,34.0,20.8,0,18,1,5.6,0.86,0.05,0.0,0.0,23.1,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
Nicolás Romero,ar ARG,DF,19.0,21.1,1,6,1,16.7,0.28,0.05,0.17,1.0,15.1,0,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,19.3,6,43,16,37.2,2.23,0.83,0.12,0.31,15.2,0,1,1,6.9,6.1,0.14,-0.9,-1.1,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,19.6,0,16,4,25.0,0.82,0.2,0.0,0.0,20.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,16.3,1,19,5,26.3,1.16,0.31,0.05,0.2,25.5,1,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Bautista Kociubinski,ar ARG,MF,21.0,14.1,2,17,5,29.4,1.21,0.36,0.12,0.4,26.7,4,0,0,0.7,0.7,0.04,1.3,1.3,Matches
Marcelo Ortiz,ar ARG,DF,29.0,11.9,1,4,1,25.0,0.34,0.08,0.25,1.0,15.2,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,11.5,1,22,8,36.4,1.92,0.7,0.05,0.13,18.4,1,0,0,2.1,2.1,0.09,-1.1,-1.1,Matches
Hernán De La Fuente,ar ARG,DF,26.0,6.4,0,5,0,0.0,0.78,0.0,0.0,,15.1,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,5.5,0,2,1,50.0,0.36,0.18,0.0,0.0,21.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Yonathan Cabral,ar ARG,DF,30.0,5.4,0,3,1,33.3,0.55,0.18,0.0,0.0,12.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Francisco Flores,ar ARG,DF,21.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcelo González,py PAR,MF,26.0,2.7,1,5,3,60.0,1.83,1.1,0.2,0.33,20.2,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
Moisés Brandán,ar ARG,DF,22.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cristian Menéndez,ar ARG,FW,34.0,4.2,2,15,6,40.0,3.54,1.42,0.07,0.17,15.2,0,1,1,2.3,1.5,0.1,-0.3,-0.5,Matches
Ignacio Maestro Puch,ar ARG,"FW,MF",19.0,4.0,0,6,2,33.3,1.52,0.51,0.0,0.0,17.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Braian Guille,ar ARG,"MF,FW",25.0,3.8,0,13,1,7.7,3.4,0.26,0.0,0.0,26.9,1,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Wilson Ibarrola,py PAR,DF,26.0,1.8,0,1,0,0.0,0.54,0.0,0.0,,26.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Lucas Naranjo,ar ARG,MF,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Maximiliano Alanís,ar ARG,DF,19.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kevin Isa,ar ARG,MF,21.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.9,27.0,24,328,92,28.0,12.15,3.41,0.06,0.23,20.9,18,3,3,27.1,24.7,0.08,-3.1,-3.7,
Opponent Total,,,27.3,27.0,26,370,106,28.6,13.7,3.93,0.06,0.22,18.8,13,3,4,33.0,29.9,0.08,-7.0,-6.9,
