Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Tomás Marchiori,ar ARG,GK,27.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Orihuela,ar ARG,DF,30.0,26,26,2222.0,24.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,2.1,4.2,31.0,64.0,101.0,0.04,0.04,0.08,0.04,0.08,0.08,0.09,0.17,0.08,0.17,Matches
Joaquín Pereyra,ar ARG,MF,24.0,25,25,2224.0,24.7,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,1.8,1.8,3.7,5.5,80.0,185.0,72.0,0.04,0.12,0.16,0.04,0.16,0.07,0.15,0.22,0.07,0.22,Matches
Mateo Coronel,ar ARG,FW,24.0,27,25,1937.0,21.5,7.0,1.0,8.0,6.0,1.0,1.0,3.0,0.0,5.6,4.8,3.0,7.7,45.0,38.0,189.0,0.33,0.05,0.37,0.28,0.33,0.26,0.14,0.4,0.22,0.36,Matches
Bruno Bianchi,ar ARG,DF,33.0,24,24,2159.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.3,0.3,1.0,1.4,2.0,50.0,1.0,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.06,0.01,0.06,Matches
Guillermo Acosta,ar ARG,MF,34.0,25,23,1874.0,20.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,1.4,1.4,1.3,2.7,18.0,103.0,26.0,0.0,0.1,0.1,0.0,0.1,0.07,0.06,0.13,0.07,0.13,Matches
Nicolás Romero,ar ARG,DF,19.0,22,22,1903.0,21.1,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.6,0.6,0.1,0.6,4.0,27.0,2.0,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.03,0.03,0.03,Matches
Marcelo Estigarribia,ar ARG,FW,27.0,25,22,1737.0,19.3,6.0,4.0,10.0,5.0,1.0,1.0,4.0,0.0,6.9,6.1,2.0,8.1,13.0,45.0,101.0,0.31,0.21,0.52,0.26,0.47,0.36,0.1,0.46,0.32,0.42,Matches
Renzo Tesuri,ar ARG,"DF,MF",26.0,26,19,1763.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.5,1.5,21.0,68.0,73.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
Adrián Guillermo Sánchez,ar ARG,MF,23.0,23,17,1470.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.5,2.5,21.0,71.0,50.0,0.06,0.06,0.12,0.06,0.12,0.06,0.09,0.15,0.06,0.15,Matches
Bautista Kociubinski,ar ARG,MF,21.0,21,13,1266.0,14.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,0.5,1.1,7.0,83.0,3.0,0.14,0.0,0.14,0.14,0.14,0.05,0.03,0.08,0.05,0.08,Matches
Marcelo Ortiz,ar ARG,DF,29.0,14,12,1073.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.5,0.7,5.0,39.0,7.0,0.08,0.0,0.08,0.08,0.08,0.02,0.04,0.06,0.02,0.06,Matches
Ramiro Ruiz,ar ARG,"FW,MF",22.0,23,9,1033.0,11.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,1.6,3.6,24.0,31.0,105.0,0.09,0.17,0.26,0.09,0.26,0.18,0.14,0.32,0.18,0.32,Matches
Hernán De La Fuente,ar ARG,DF,26.0,10,7,574.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,0.5,9.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches
Francisco Di Franco,ar ARG,"MF,DF",28.0,18,5,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.3,6.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches
Yonathan Cabral,ar ARG,DF,30.0,12,5,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Francisco Flores,ar ARG,DF,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo González,py PAR,MF,26.0,8,3,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,5.0,9.0,25.0,0.37,0.0,0.37,0.37,0.37,0.12,0.04,0.16,0.12,0.16,Matches
Moisés Brandán,ar ARG,DF,22.0,3,3,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Menéndez,ar ARG,FW,34.0,15,2,381.0,4.2,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.3,1.5,0.6,2.1,5.0,5.0,24.0,0.47,0.47,0.94,0.24,0.71,0.55,0.13,0.68,0.36,0.49,Matches
Ignacio Maestro Puch,ar ARG,"FW,MF",19.0,17,2,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.2,0.4,6.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,Matches
Braian Guille,ar ARG,"MF,FW",25.0,16,2,344.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,11.0,15.0,42.0,0.0,0.0,0.0,0.0,0.0,0.09,0.16,0.25,0.09,0.25,Matches
Wilson Ibarrola,py PAR,DF,26.0,4,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Lucas Naranjo,ar ARG,MF,21.0,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Maximiliano Alanís,ar ARG,DF,19.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Isa,ar ARG,MF,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,2.92,0.0,2.92,Matches
Luis Ojeda,ar ARG,GK,32.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches
Joaquín Ávila,ar ARG,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Agustín Lagos,ar ARG,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.9,27,297,2430.0,27.0,24.0,17.0,41.0,21.0,3.0,3.0,70.0,4.0,27.1,24.7,19.5,44.2,322.0,893.0,885.0,0.89,0.63,1.52,0.78,1.41,1.0,0.72,1.73,0.92,1.64,
Opponent Total,,,27.3,27,297,2430.0,27.0,26.0,16.0,42.0,23.0,3.0,4.0,62.0,5.0,33.0,29.9,23.1,53.0,434.0,1092.0,1071.0,0.96,0.59,1.56,0.85,1.44,1.22,0.86,2.08,1.11,1.96,
