Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Julio José González,mx MEX,GK,32-251,17.0,366.0,512.0,71.5,11677.0,9445.0,58.0,59.0,98.3,155.0,157.0,98.7,151.0,292.0,51.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Matches
Nathan Silva,br BRA,DF,26-238,15.6,632.0,753.0,83.9,12383.0,5122.0,192.0,207.0,92.8,378.0,426.0,88.7,57.0,102.0,55.9,1,0.2,0.4,0.8,5.0,71.0,5.0,2.0,73.0,Matches
Eduardo Salvio,ar ARG,"FW,MF",33-170,15.0,414.0,596.0,69.5,7174.0,2203.0,199.0,246.0,80.9,156.0,203.0,76.8,48.0,94.0,51.1,2,4.1,3.5,-2.1,37.0,51.0,21.0,6.0,55.0,Matches
César Huerta,mx MEX,"MF,FW",23-027,14.0,270.0,359.0,75.2,4628.0,1309.0,131.0,153.0,85.6,114.0,142.0,80.3,20.0,41.0,48.8,2,3.0,2.5,-1.0,23.0,29.0,19.0,3.0,45.0,Matches
Lisandro Magallán,ar ARG,DF,30-094,14.0,520.0,648.0,80.2,11313.0,5161.0,119.0,134.0,88.8,328.0,372.0,88.2,71.0,133.0,53.4,0,0.0,0.1,0.0,0.0,28.0,0.0,0.0,35.0,Matches
Gabriel Fernández,uy URU,FW,29-231,12.7,179.0,284.0,63.0,2730.0,589.0,88.0,136.0,64.7,65.0,95.0,68.4,13.0,15.0,86.7,1,1.7,1.1,-0.7,17.0,22.0,7.0,0.0,26.0,Matches
Adrián Aldrete,mx MEX,DF,35-199,12.7,447.0,640.0,69.8,9233.0,4600.0,150.0,174.0,86.2,215.0,284.0,75.7,73.0,161.0,45.3,1,1.6,1.9,-0.6,19.0,44.0,7.0,4.0,52.0,Matches
Ulises Rivas,mx MEX,MF,27-339,12.6,244.0,316.0,77.2,3972.0,1309.0,127.0,153.0,83.0,91.0,109.0,83.5,20.0,36.0,55.6,0,0.2,0.2,-0.2,7.0,25.0,5.0,1.0,38.0,Matches
José Caicedo,co COL,MF,21-221,9.2,375.0,451.0,83.1,6774.0,2155.0,148.0,166.0,89.2,182.0,208.0,87.5,37.0,59.0,62.7,0,0.4,0.4,-0.4,8.0,47.0,4.0,0.0,55.0,Matches
Gustavo Del Prete,ar ARG,"MF,FW",27-201,7.7,183.0,245.0,74.7,2879.0,621.0,83.0,103.0,80.6,77.0,92.0,83.7,12.0,20.0,60.0,1,1.8,1.0,-0.8,16.0,17.0,9.0,0.0,35.0,Matches
Pablo Bennevendo Peña,mx MEX,DF,23-361,9.0,336.0,434.0,77.4,5557.0,2285.0,162.0,184.0,88.0,140.0,173.0,80.9,27.0,59.0,45.8,2,0.5,0.7,1.5,10.0,18.0,12.0,10.0,35.0,Matches
Juan Ignacio Dinenno,ar ARG,"FW,MF",29-124,8.8,138.0,198.0,69.7,2103.0,535.0,65.0,80.0,81.3,57.0,77.0,74.0,5.0,11.0,45.5,0,0.4,0.3,-0.4,8.0,23.0,3.0,0.0,25.0,Matches
Pablo Monroy,mx MEX,DF,21-161,7.3,242.0,318.0,76.1,4114.0,1424.0,112.0,130.0,86.2,111.0,134.0,82.8,15.0,38.0,39.5,0,0.1,0.2,-0.1,2.0,24.0,3.0,1.0,33.0,Matches
Arturo Ortiz,mx MEX,DF,31-127,5.4,236.0,312.0,75.6,5568.0,2659.0,48.0,55.0,87.3,136.0,163.0,83.4,52.0,91.0,57.1,0,0.0,0.5,0.0,0.0,32.0,4.0,0.0,24.0,Matches
Jesús Molina,mx MEX,MF,35-276,4.1,140.0,171.0,81.9,2617.0,942.0,47.0,58.0,81.0,75.0,84.0,89.3,14.0,20.0,70.0,0,0.1,0.1,-0.1,3.0,18.0,2.0,0.0,19.0,Matches
Jesús Rivas,mx MEX,DF,21-062,3.9,128.0,168.0,76.2,2340.0,908.0,53.0,60.0,88.3,58.0,72.0,80.6,15.0,30.0,50.0,0,0.7,0.2,-0.7,4.0,6.0,3.0,3.0,8.0,Matches
Rodrigo López,mx MEX,MF,22-048,3.6,,,,,,,,,,,,,,,0,,,,,,,,,Matches
Santiago Trigos,mx MEX,MF,21-342,4.4,187.0,218.0,85.8,3355.0,1104.0,71.0,79.0,89.9,104.0,116.0,89.7,11.0,18.0,61.1,1,0.2,0.3,0.8,5.0,22.0,5.0,1.0,32.0,Matches
Christian Tabó,uy URU,"MF,FW",30-037,2.8,65.0,93.0,69.9,1096.0,363.0,32.0,44.0,72.7,22.0,26.0,84.6,7.0,15.0,46.7,0,0.1,0.3,-0.1,3.0,1.0,3.0,0.0,8.0,Matches
Robert Ergas,uy URU,"FW,DF",25-349,3.5,113.0,167.0,67.7,2112.0,904.0,40.0,48.0,83.3,59.0,77.0,76.6,10.0,34.0,29.4,1,1.2,0.9,-0.2,10.0,10.0,3.0,0.0,16.0,Matches
Carlos Gutiérrez,mx MEX,"MF,FW",24-328,1.3,34.0,50.0,68.0,551.0,191.0,22.0,25.0,88.0,8.0,14.0,57.1,4.0,7.0,57.1,0,0.3,0.4,-0.3,4.0,2.0,1.0,1.0,3.0,Matches
Jorge Ruvalcaba,mx MEX,"MF,FW",22-160,0.7,17.0,23.0,73.9,256.0,71.0,9.0,13.0,69.2,7.0,9.0,77.8,0.0,0.0,,1,0.4,0.3,0.6,3.0,1.0,3.0,0.0,5.0,Matches
Emanuel Montejano Arroyo,mx MEX,FW,22-171,0.6,5.0,8.0,62.5,68.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
