Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Julio José González,mx MEX,GK,32-251,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,17.0,1.0,Matches
Nathan Silva,br BRA,DF,26-238,15.6,21.0,13,14.0,7.0,0.0,16.0,26.0,61.5,10.0,15.0,10.0,5.0,15,36.0,57.0,0.0,Matches
Eduardo Salvio,ar ARG,"FW,MF",33-170,15.0,15.0,9,4.0,7.0,4.0,8.0,21.0,38.1,13.0,10.0,1.0,9.0,7,22.0,6.0,0.0,Matches
César Huerta,mx MEX,"MF,FW",23-027,14.0,44.0,30,10.0,29.0,5.0,23.0,45.0,51.1,22.0,21.0,0.0,21.0,7,51.0,2.0,0.0,Matches
Lisandro Magallán,ar ARG,DF,30-094,14.0,23.0,17,11.0,12.0,0.0,7.0,8.0,87.5,1.0,8.0,5.0,3.0,17,40.0,58.0,0.0,Matches
Gabriel Fernández,uy URU,FW,29-231,12.7,12.0,9,2.0,6.0,4.0,1.0,9.0,11.1,8.0,9.0,1.0,8.0,1,13.0,17.0,0.0,Matches
Adrián Aldrete,mx MEX,DF,35-199,12.7,16.0,14,11.0,4.0,1.0,8.0,16.0,50.0,8.0,16.0,0.0,16.0,18,34.0,49.0,0.0,Matches
Ulises Rivas,mx MEX,MF,27-339,12.6,25.0,13,6.0,18.0,1.0,9.0,22.0,40.9,13.0,17.0,5.0,12.0,9,34.0,14.0,0.0,Matches
José Caicedo,co COL,MF,21-221,9.2,25.0,17,8.0,16.0,1.0,11.0,29.0,37.9,18.0,10.0,4.0,6.0,20,45.0,14.0,0.0,Matches
Gustavo Del Prete,ar ARG,"MF,FW",27-201,7.7,14.0,8,4.0,7.0,3.0,6.0,15.0,40.0,9.0,3.0,1.0,2.0,2,16.0,6.0,0.0,Matches
Pablo Bennevendo Peña,mx MEX,DF,23-361,9.0,24.0,15,14.0,10.0,0.0,16.0,23.0,69.6,7.0,8.0,1.0,7.0,11,35.0,25.0,1.0,Matches
Juan Ignacio Dinenno,ar ARG,"FW,MF",29-124,8.8,2.0,2,0.0,1.0,1.0,2.0,10.0,20.0,8.0,3.0,2.0,1.0,1,3.0,2.0,0.0,Matches
Pablo Monroy,mx MEX,DF,21-161,7.3,15.0,11,8.0,7.0,0.0,3.0,15.0,20.0,12.0,5.0,0.0,5.0,6,21.0,10.0,0.0,Matches
Arturo Ortiz,mx MEX,DF,31-127,5.4,11.0,8,6.0,5.0,0.0,3.0,9.0,33.3,6.0,7.0,4.0,3.0,8,19.0,25.0,0.0,Matches
Jesús Molina,mx MEX,MF,35-276,4.1,12.0,7,3.0,9.0,0.0,3.0,5.0,60.0,2.0,4.0,2.0,2.0,5,17.0,12.0,0.0,Matches
Jesús Rivas,mx MEX,DF,21-062,3.9,10.0,9,7.0,3.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,2,12.0,13.0,0.0,Matches
Rodrigo López,mx MEX,MF,22-048,3.6,,3,,,,,,,,,,,2,,,,Matches
Santiago Trigos,mx MEX,MF,21-342,4.4,18.0,14,5.0,10.0,3.0,9.0,15.0,60.0,6.0,3.0,1.0,2.0,1,19.0,8.0,0.0,Matches
Christian Tabó,uy URU,"MF,FW",30-037,2.8,3.0,2,1.0,1.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0,3.0,3.0,0.0,Matches
Robert Ergas,uy URU,"FW,DF",25-349,3.5,14.0,11,7.0,7.0,0.0,5.0,9.0,55.6,4.0,4.0,1.0,3.0,5,19.0,7.0,0.0,Matches
Carlos Gutiérrez,mx MEX,"MF,FW",24-328,1.3,3.0,2,2.0,1.0,0.0,2.0,9.0,22.2,7.0,4.0,0.0,4.0,1,4.0,0.0,0.0,Matches
Jorge Ruvalcaba,mx MEX,"MF,FW",22-160,0.7,3.0,1,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,4.0,0.0,0.0,Matches
Emanuel Montejano Arroyo,mx MEX,FW,22-171,0.6,1.0,0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Marco Hernández,mx MEX,MF,18-273,0.3,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Matches
José Galindo,mx MEX,DF,25-351,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.2,17.0,317.0,215,124.0,165.0,28.0,138.0,305.0,45.2,167.0,155.0,38.0,117.0,141,458.0,349.0,2.0,
Opponent Total,,,28.2,17.0,364.0,215,195.0,147.0,22.0,197.0,376.0,52.4,179.0,187.0,65.0,122.0,157,521.0,308.0,6.0,
