Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fabrício Bruno,br BRA,DF,26.0,34.0,2017,2264,89.1,39568,15390,684,737,92.8,1101,1188,92.7,222,308,72.1,1,0.5,1.0,0.5,6,195,6,3,199,Matches
Léo Pereira,br BRA,DF,27.0,29.4,1851,2098,88.2,34833,12684,713,774,92.1,920,983,93.6,198,289,68.5,1,0.4,0.8,0.6,12,185,12,2,177,Matches
Gerson,br BRA,MF,25.0,29.9,1305,1521,85.8,19619,4789,761,835,91.1,421,471,89.4,80,105,76.2,8,5.4,5.0,2.6,61,140,39,7,178,Matches
Ayrton Lucas,br BRA,DF,25.0,28.8,1578,1846,85.5,24444,6838,904,966,93.6,548,630,87.0,96,164,58.5,3,1.3,1.6,1.7,17,138,21,9,137,Matches
Wesley,br BRA,DF,19.0,27.9,1283,1501,85.5,18156,4468,758,832,91.1,435,498,87.3,33,66,50.0,1,2.9,3.2,-1.9,23,76,32,11,109,Matches
Pedro,br BRA,FW,25.0,23.9,300,392,76.5,4181,943,183,220,83.2,82,103,79.6,15,20,75.0,0,0.9,1.4,-0.9,22,29,16,0,49,Matches
Thiago Maia,br BRA,MF,25.0,23.3,1266,1447,87.5,20007,5533,667,720,92.6,496,550,90.2,74,121,61.2,0,0.2,0.9,-0.2,10,147,9,1,130,Matches
Erick Pulgar,cl CHI,MF,29.0,22.2,1210,1373,88.1,19207,5991,604,661,91.4,498,547,91.0,64,92,69.6,3,1.9,2.2,1.1,16,147,10,1,137,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,20.5,773,1051,73.5,12724,3865,406,458,88.6,271,353,76.8,71,158,44.9,6,5.6,6.3,0.4,51,85,55,11,152,Matches
Everton Soares,br BRA,"FW,MF",26.0,19.3,540,701,77.0,7969,1841,319,355,89.9,188,233,80.7,20,70,28.6,5,3.7,5.0,1.3,39,23,36,4,75,Matches
