Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Fabrício Bruno,br BRA,DF,26.0,34.0,8,0,0,14,17,0,14,25,28,0,0,0,169,47,29,61.8,Matches
Léo Pereira,br BRA,DF,27.0,29.4,6,0,0,28,24,1,11,29,29,0,1,0,163,58,19,75.3,Matches
Gerson,br BRA,MF,25.0,29.9,4,1,0,49,74,4,32,15,22,1,1,0,159,22,37,37.3,Matches
Ayrton Lucas,br BRA,DF,25.0,28.8,8,0,0,41,47,0,72,14,45,1,0,0,172,31,28,52.5,Matches
Wesley,br BRA,DF,19.0,27.9,3,0,0,50,45,9,65,40,48,2,1,0,162,41,36,53.2,Matches
Pedro,br BRA,FW,25.0,23.9,1,0,0,18,20,2,4,8,13,1,0,0,57,24,37,39.3,Matches
Thiago Maia,br BRA,MF,25.0,23.3,7,0,0,36,7,0,9,29,31,0,1,0,155,26,22,54.2,Matches
Erick Pulgar,cl CHI,MF,29.0,22.2,9,0,0,47,14,3,18,25,26,0,0,0,139,28,22,56.0,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,20.5,3,0,0,22,41,4,119,7,24,1,0,0,93,14,18,43.8,Matches
Everton Soares,br BRA,"FW,MF",26.0,19.3,0,0,0,21,26,7,76,11,22,1,0,0,78,15,29,34.1,Matches
Matheus Cunha,br BRA,GK,21.0,17.6,1,0,0,0,4,0,0,0,0,0,0,0,16,2,0,100.0,Matches
Gabriel Barbosa,br BRA,FW,26.0,17.1,7,2,0,12,15,7,25,2,1,0,0,0,32,3,10,23.1,Matches
Everton Ribeiro,br BRA,"FW,MF",33.0,16.4,3,0,0,18,40,1,58,11,12,0,1,0,89,3,11,21.4,Matches
Agustín Rossi,ar ARG,GK,27.0,15.0,1,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0,Matches
Bruno Henrique,br BRA,"FW,MF",32.0,17.1,7,1,0,34,47,9,30,3,21,1,0,0,53,37,33,52.9,Matches
Victor Hugo,br BRA,"MF,FW",18.0,14.2,2,0,0,12,23,1,11,13,19,0,0,0,61,16,18,47.1,Matches
David Luiz,br BRA,DF,35.0,11.0,1,0,0,15,3,0,5,10,9,0,0,0,60,21,9,70.0,Matches
Luiz Araújo,br BRA,"FW,MF",26.0,8.7,2,1,0,19,26,1,37,7,16,1,0,0,43,8,5,61.5,Matches
Matheuzinho,br BRA,DF,22.0,6.9,2,0,0,5,6,0,16,7,9,0,0,0,27,7,6,53.8,Matches
Filipe Luís,br BRA,DF,37.0,5.9,3,0,0,5,8,1,7,11,9,0,1,0,30,4,7,36.4,Matches
Santos,br BRA,GK,32.0,5.4,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,,Matches
Matheus França,br BRA,"MF,FW",18.0,4.1,0,0,0,9,4,0,8,5,6,0,0,0,18,6,3,66.7,Matches
Allan,br BRA,MF,25.0,5.4,1,0,0,10,9,0,3,9,5,0,0,0,37,2,3,40.0,Matches
Pablo,br BRA,DF,31.0,4.7,1,0,0,7,2,0,0,7,3,0,0,0,23,21,7,75.0,Matches
Guillermo Varela,uy URU,DF,29.0,2.6,0,0,0,7,2,0,10,5,1,0,1,0,8,3,4,42.9,Matches
Arturo Vidal,cl CHI,"MF,DF",35.0,2.8,2,0,0,4,5,0,3,2,5,0,0,0,13,6,6,50.0,Matches
Marinho,br BRA,"FW,DF",32.0,0.9,1,0,0,2,0,1,4,0,2,0,0,0,7,0,0,,Matches
Igor,br BRA,MF,19.0,0.9,1,0,0,5,4,0,0,3,1,0,0,0,8,2,1,66.7,Matches
Rodrigo Caio,br BRA,"MF,DF",29.0,0.7,0,0,0,1,2,0,0,0,2,0,0,0,4,1,2,33.3,Matches
Pedrinho,br BRA,FW,19.0,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,66.7,Matches
Matheus Gonçalves,br BRA,"FW,MF",17.0,0.2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,,Matches
André Inácio,br BRA,FW,20.0,0.2,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,50.0,Matches
Squad Total,,,26.7,38.0,85,5,0,493,519,51,640,299,411,9,7,0,1902,454,405,52.9,
Opponent Total,,,27.5,38.0,103,8,4,531,474,76,664,351,430,6,9,1,1916,405,453,47.2,
