Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Fabrício Bruno,br BRA,DF,26.0,34.0,48,28,29,18,1,27,35,77.1,8,40,26,14,25,73,148,1,Matches
Léo Pereira,br BRA,DF,27.0,29.4,46,29,21,24,1,30,52,57.7,22,45,30,15,29,75,85,1,Matches
Gerson,br BRA,MF,25.0,29.9,40,22,19,16,5,17,46,37.0,29,27,7,20,15,55,30,0,Matches
Ayrton Lucas,br BRA,DF,25.0,28.8,62,45,31,21,10,37,68,54.4,31,21,5,16,14,76,52,0,Matches
Wesley,br BRA,DF,19.0,27.9,74,48,42,26,6,32,69,46.4,37,24,10,14,40,114,64,1,Matches
Pedro,br BRA,FW,25.0,23.9,18,13,2,10,6,4,14,28.6,10,17,0,17,8,26,15,0,Matches
Thiago Maia,br BRA,MF,25.0,23.3,49,31,21,24,4,27,61,44.3,34,23,12,11,29,78,38,1,Matches
Erick Pulgar,cl CHI,MF,29.0,22.2,42,26,14,25,3,23,66,34.8,43,29,10,19,25,67,30,1,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,20.5,36,24,10,18,8,12,34,35.3,22,12,1,11,7,43,14,0,Matches
Everton Soares,br BRA,"FW,MF",26.0,19.3,32,22,8,10,14,12,33,36.4,21,26,6,20,11,43,11,0,Matches
Matheus Cunha,br BRA,GK,21.0,17.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,10,3,Matches
Gabriel Barbosa,br BRA,FW,26.0,17.1,3,1,1,1,1,1,15,6.7,14,1,0,1,2,5,0,0,Matches
Everton Ribeiro,br BRA,"FW,MF",33.0,16.4,21,12,8,10,3,10,39,25.6,29,9,3,6,11,32,5,0,Matches
Agustín Rossi,ar ARG,GK,27.0,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
Bruno Henrique,br BRA,"FW,MF",32.0,17.1,31,21,11,10,10,13,28,46.4,15,21,3,18,3,34,21,0,Matches
Victor Hugo,br BRA,"MF,FW",18.0,14.2,31,19,5,22,4,16,36,44.4,20,11,1,10,13,44,9,0,Matches
David Luiz,br BRA,DF,35.0,11.0,13,9,8,4,1,6,12,50.0,6,13,11,2,10,23,56,0,Matches
Luiz Araújo,br BRA,"FW,MF",26.0,8.7,19,16,8,6,5,7,19,36.8,12,13,1,12,7,26,10,0,Matches
Matheuzinho,br BRA,DF,22.0,6.9,20,9,12,6,2,12,20,60.0,8,12,4,8,7,27,15,0,Matches
Filipe Luís,br BRA,DF,37.0,5.9,18,9,11,6,1,8,9,88.9,1,5,3,2,11,29,13,0,Matches
Santos,br BRA,GK,32.0,5.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,Matches
Matheus França,br BRA,"MF,FW",18.0,4.1,7,6,2,2,3,1,8,12.5,7,6,0,6,5,12,2,0,Matches
Allan,br BRA,MF,25.0,5.4,10,5,4,5,1,3,16,18.8,13,5,1,4,9,19,4,0,Matches
Pablo,br BRA,DF,31.0,4.7,4,3,4,0,0,0,0,,0,3,1,2,7,11,35,1,Matches
Guillermo Varela,uy URU,DF,29.0,2.6,1,1,1,0,0,0,0,,0,3,1,2,5,6,5,0,Matches
Arturo Vidal,cl CHI,"MF,DF",35.0,2.8,5,5,3,2,0,5,12,41.7,7,2,1,1,2,7,5,0,Matches
Marinho,br BRA,"FW,DF",32.0,0.9,2,2,0,1,1,0,3,0.0,3,2,1,1,0,2,0,0,Matches
Igor,br BRA,MF,19.0,0.9,2,1,0,2,0,1,4,25.0,3,0,0,0,3,5,0,0,Matches
Rodrigo Caio,br BRA,"MF,DF",29.0,0.7,3,2,2,1,0,2,2,100.0,0,1,1,0,0,3,0,0,Matches
Pedrinho,br BRA,FW,19.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
Matheus Gonçalves,br BRA,"FW,MF",17.0,0.2,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0,Matches
André Inácio,br BRA,FW,20.0,0.2,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,1,0,Matches
Squad Total,,,26.7,38.0,639,411,279,270,90,308,706,43.6,398,373,139,234,299,938,685,11,
Opponent Total,,,27.5,38.0,671,430,369,242,60,331,737,44.9,406,445,143,302,351,1022,782,2,
