Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fabrício Bruno,br BRA,DF,26.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,,2,1.88,53.0,35.0,18.0,0.53,1.53,45.1,39.4,5.7,0.17,0.41,Matches
Léo Pereira,br BRA,DF,27.0,32,2645.0,83.0,77.3,29.4,32,83.0,25,0,,0,1.81,44.0,33.0,11.0,0.37,0.03,40.3,34.5,5.8,0.2,0.33,Matches
Gerson,br BRA,MF,25.0,32,2687.0,84.0,78.6,29.9,31,85.0,23,1,45.0,1,1.75,45.0,32.0,13.0,0.44,0.31,36.8,37.3,-0.5,-0.02,-0.65,Matches
Ayrton Lucas,br BRA,DF,25.0,35,2592.0,74.0,75.8,28.8,29,85.0,22,6,23.0,0,1.77,44.0,28.0,16.0,0.56,0.77,35.4,30.8,4.6,0.16,0.15,Matches
Wesley,br BRA,DF,19.0,35,2514.0,72.0,73.5,27.9,27,85.0,22,8,27.0,1,1.74,41.0,32.0,9.0,0.32,-0.17,37.6,34.4,3.3,0.12,-0.03,Matches
Pedro,br BRA,FW,25.0,34,2151.0,63.0,62.9,23.9,26,75.0,10,8,24.0,1,1.74,36.0,24.0,12.0,0.5,0.36,31.2,26.9,4.3,0.18,0.15,Matches
Thiago Maia,br BRA,MF,25.0,32,2101.0,66.0,61.4,23.3,26,77.0,11,6,19.0,2,1.66,29.0,28.0,1.0,0.04,-0.84,26.5,25.5,0.9,0.04,-0.22,Matches
Erick Pulgar,cl CHI,MF,29.0,25,2000.0,80.0,58.5,22.2,22,85.0,17,3,45.0,1,2.2,38.0,17.0,21.0,0.95,1.39,29.2,26.1,3.1,0.14,0.04,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,28,1842.0,66.0,53.9,20.5,22,75.0,8,6,32.0,0,1.86,32.0,22.0,10.0,0.49,0.26,27.6,25.7,1.9,0.09,-0.07,Matches
Everton Soares,br BRA,"FW,MF",26.0,33,1741.0,53.0,50.9,19.3,21,73.0,4,12,17.0,5,1.73,29.0,24.0,5.0,0.26,-0.22,25.5,23.5,2.0,0.1,-0.04,Matches
Matheus Cunha,br BRA,GK,21.0,19,1580.0,83.0,46.2,17.6,18,88.0,17,1,5.0,19,1.74,28.0,22.0,6.0,0.34,-0.05,23.8,26.4,-2.6,-0.15,-0.51,Matches
Gabriel Barbosa,br BRA,FW,26.0,26,1540.0,59.0,45.0,17.1,17,78.0,9,9,24.0,3,1.65,23.0,24.0,-1.0,-0.06,-0.78,23.4,22.5,0.9,0.06,-0.12,Matches
Everton Ribeiro,br BRA,"FW,MF",33.0,30,1475.0,49.0,43.1,16.4,15,68.0,1,15,31.0,4,1.67,26.0,13.0,13.0,0.79,0.75,22.4,17.0,5.4,0.33,0.36,Matches
Agustín Rossi,ar ARG,GK,27.0,15,1350.0,90.0,39.5,15.0,15,90.0,15,0,,10,1.8,20.0,12.0,8.0,0.53,0.27,17.4,12.3,5.1,0.34,0.35,Matches
Bruno Henrique,br BRA,"FW,MF",32.0,29,1543.0,53.0,45.1,17.1,14,78.0,4,15,30.0,1,1.79,20.0,18.0,2.0,0.12,-0.46,23.8,17.6,6.2,0.36,0.44,Matches
Victor Hugo,br BRA,"MF,FW",18.0,30,1274.0,42.0,37.3,14.2,12,73.0,3,18,22.0,8,1.77,17.0,18.0,-1.0,-0.07,-0.7,16.6,19.3,-2.7,-0.19,-0.5,Matches
David Luiz,br BRA,DF,35.0,15,994.0,66.0,29.1,11.0,11,78.0,7,4,35.0,6,1.67,17.0,15.0,2.0,0.18,-0.26,16.8,18.0,-1.1,-0.1,-0.32,Matches
Luiz Araújo,br BRA,"FW,MF",26.0,20,785.0,39.0,23.0,8.7,10,62.0,3,10,16.0,1,1.65,16.0,10.0,6.0,0.69,0.41,11.0,10.1,0.9,0.1,-0.03,Matches
Matheuzinho,br BRA,DF,22.0,11,620.0,56.0,18.1,6.9,7,75.0,4,4,23.0,10,1.64,9.0,5.0,4.0,0.58,0.26,7.1,6.2,0.9,0.13,0.01,Matches
Filipe Luís,br BRA,DF,37.0,10,527.0,53.0,15.4,5.9,6,79.0,2,4,13.0,18,2.6,9.0,5.0,4.0,0.68,0.37,8.1,7.4,0.8,0.13,0.01,Matches
Santos,br BRA,GK,32.0,6,490.0,82.0,14.3,5.4,5,89.0,4,1,45.0,32,1.5,8.0,8.0,0.0,0.0,-0.43,8.7,6.4,2.3,0.42,0.34,Matches
Matheus França,br BRA,"MF,FW",18.0,9,369.0,41.0,10.8,4.1,5,63.0,0,4,14.0,4,1.56,12.0,5.0,7.0,1.71,1.5,9.0,3.4,5.6,1.37,1.39,Matches
Allan,br BRA,MF,25.0,9,482.0,54.0,14.1,5.4,4,87.0,3,5,27.0,2,1.11,6.0,7.0,-1.0,-0.19,-0.65,7.8,6.6,1.2,0.23,0.12,Matches
Pablo,br BRA,DF,31.0,7,421.0,60.0,12.3,4.7,4,83.0,2,3,30.0,31,1.14,3.0,6.0,-3.0,-0.64,-1.15,4.1,4.5,-0.5,-0.1,-0.26,Matches
Guillermo Varela,uy URU,DF,29.0,5,233.0,47.0,6.8,2.6,3,73.0,0,2,7.0,22,1.8,3.0,4.0,-1.0,-0.39,-0.81,2.5,3.2,-0.7,-0.26,-0.41,Matches
Arturo Vidal,cl CHI,"MF,DF",35.0,6,252.0,42.0,7.4,2.8,2,75.0,0,4,26.0,5,2.0,3.0,5.0,-2.0,-0.71,-1.17,5.1,4.5,0.5,0.19,0.08,Matches
Marinho,br BRA,"FW,DF",32.0,4,82.0,21.0,2.4,0.9,0,,0,4,21.0,3,0.75,2.0,3.0,-1.0,-1.1,-1.5,2.2,1.7,0.4,0.47,0.36,Matches
