Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Fabrício Bruno,br BRA,DF,26.0,34.0,0,16,4,25.0,0.47,0.12,0.0,0.0,15.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Léo Pereira,br BRA,DF,27.0,29.4,3,17,5,29.4,0.58,0.17,0.18,0.6,12.1,3,0,0,1.8,1.8,0.11,1.2,1.2,Matches
Gerson,br BRA,MF,25.0,29.9,5,31,12,38.7,1.04,0.4,0.16,0.42,19.8,0,0,0,2.9,2.9,0.1,2.1,2.1,Matches
Ayrton Lucas,br BRA,DF,25.0,28.8,4,26,8,30.8,0.9,0.28,0.15,0.5,20.7,0,0,0,2.7,2.7,0.1,1.3,1.3,Matches
Wesley,br BRA,DF,19.0,27.9,1,14,5,35.7,0.5,0.18,0.07,0.2,17.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
Pedro,br BRA,FW,25.0,23.9,13,59,25,42.4,2.47,1.05,0.15,0.36,16.2,0,4,4,11.1,7.9,0.13,1.9,1.1,Matches
Thiago Maia,br BRA,MF,25.0,23.3,0,5,0,0.0,0.21,0.0,0.0,,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Erick Pulgar,cl CHI,MF,29.0,22.2,2,18,5,27.8,0.81,0.23,0.11,0.4,22.4,4,0,0,0.9,0.9,0.05,1.1,1.1,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,20.5,7,54,16,29.6,2.64,0.78,0.13,0.44,19.1,4,0,0,4.9,4.9,0.09,2.1,2.1,Matches
Everton Soares,br BRA,"FW,MF",26.0,19.3,4,55,25,45.5,2.84,1.29,0.07,0.16,18.8,3,0,0,3.3,3.3,0.06,0.7,0.7,Matches
Matheus Cunha,br BRA,GK,21.0,17.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Barbosa,br BRA,FW,26.0,17.1,5,43,14,32.6,2.51,0.82,0.02,0.07,18.0,0,4,5,9.5,5.6,0.13,-4.5,-4.6,Matches
Everton Ribeiro,br BRA,"FW,MF",33.0,16.4,3,22,9,40.9,1.34,0.55,0.14,0.33,21.9,1,0,0,1.5,1.5,0.07,1.5,1.5,Matches
Agustín Rossi,ar ARG,GK,27.0,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
