Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Fabrício Bruno,br BRA,DF,26.0,34,34,3060.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.5,1.2,32.0,199.0,7.0,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.04,0.02,0.04,Matches
Léo Pereira,br BRA,DF,27.0,32,32,2645.0,29.4,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.8,1.8,0.4,2.2,43.0,177.0,16.0,0.1,0.03,0.14,0.1,0.14,0.06,0.01,0.07,0.06,0.07,Matches
Gerson,br BRA,MF,25.0,32,31,2687.0,29.9,5.0,8.0,13.0,5.0,0.0,0.0,4.0,1.0,2.9,2.9,5.4,8.3,82.0,178.0,198.0,0.17,0.27,0.44,0.17,0.44,0.1,0.18,0.28,0.1,0.28,Matches
Ayrton Lucas,br BRA,DF,25.0,35,29,2592.0,28.8,4.0,3.0,7.0,4.0,0.0,0.0,8.0,0.0,2.7,2.7,1.3,4.0,67.0,137.0,133.0,0.14,0.1,0.24,0.14,0.24,0.09,0.05,0.14,0.09,0.14,Matches
Wesley,br BRA,DF,19.0,35,27,2514.0,27.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.9,4.0,49.0,109.0,291.0,0.04,0.04,0.07,0.04,0.07,0.04,0.11,0.14,0.04,0.14,Matches
Pedro,br BRA,FW,25.0,34,26,2151.0,23.9,13.0,0.0,13.0,9.0,4.0,4.0,1.0,0.0,11.1,7.9,0.9,8.9,16.0,49.0,108.0,0.54,0.0,0.54,0.38,0.38,0.46,0.04,0.5,0.33,0.37,Matches
Thiago Maia,br BRA,MF,25.0,32,26,2101.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,0.2,0.4,16.0,130.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Erick Pulgar,cl CHI,MF,29.0,25,22,2000.0,22.2,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.9,0.9,1.9,2.8,16.0,137.0,31.0,0.09,0.14,0.23,0.09,0.23,0.04,0.09,0.13,0.04,0.13,Matches
Giorgian De Arrascaeta,uy URU,"MF,FW",28.0,28,22,1842.0,20.5,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,4.9,4.9,5.6,10.5,38.0,152.0,170.0,0.34,0.29,0.64,0.34,0.64,0.24,0.27,0.51,0.24,0.51,Matches
Everton Soares,br BRA,"FW,MF",26.0,33,21,1741.0,19.3,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,3.3,3.3,3.7,7.0,85.0,75.0,217.0,0.21,0.26,0.47,0.21,0.47,0.17,0.19,0.36,0.17,0.36,Matches
