Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Nahuel Guzmán,ar ARG,GK,37-323,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Javier Aquino,mx MEX,DF,33-322,15.3,0,9,1,11.1,0.59,0.07,0.0,0.0,34.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Jesús Alberto Angulo,mx MEX,DF,25-334,14.6,2,11,4,36.4,0.75,0.27,0.18,0.5,22.7,0,0,0,0.4,0.4,0.04,1.6,1.6,Matches
Luis Enrique Quiñones,co COL,"FW,MF",32-187,14.6,2,19,7,36.8,1.3,0.48,0.11,0.29,21.7,0,0,0,1.5,1.5,0.08,0.5,0.5,Matches
Rafael Carioca,br BRA,MF,34-195,14.9,1,8,3,37.5,0.54,0.2,0.13,0.33,27.8,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Guido Pizarro,ar ARG,DF,33-307,14.6,0,7,2,28.6,0.48,0.14,0.0,0.0,16.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Fernando Gorriarán,uy URU,"MF,FW",29-033,12.9,0,26,4,15.4,2.02,0.31,0.0,0.0,22.3,2,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
André-Pierre Gignac,fr FRA,FW,38-025,11.2,9,37,14,37.8,3.3,1.25,0.16,0.43,18.4,4,3,3,6.6,4.3,0.12,2.4,1.7,Matches
Francisco Sebastián Córdova,mx MEX,"MF,FW",26-201,8.7,0,22,8,36.4,2.53,0.92,0.0,0.0,21.1,1,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
Samir Santos,br BRA,DF,29-025,11.6,0,5,3,60.0,0.43,0.26,0.0,0.0,16.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Diego Reyes,mx MEX,DF,31-102,9.5,0,4,0,0.0,0.42,0.0,0.0,,9.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Diego Lainez,mx MEX,FW,23-204,8.0,3,8,3,37.5,1.0,0.37,0.38,1.0,22.6,0,0,0,0.4,0.4,0.05,2.6,2.6,Matches
Juan Pablo Vigón,mx MEX,MF,32-163,8.4,3,12,6,50.0,1.43,0.72,0.25,0.5,13.0,0,0,0,2.7,2.7,0.22,0.3,0.3,Matches
Nicolás Ibáñez,ar ARG,FW,29-129,7.0,6,26,15,57.7,3.73,2.15,0.23,0.4,12.8,0,0,0,6.4,6.4,0.24,-0.4,-0.4,Matches
Raymundo Fulgencio,mx MEX,FW,23-321,5.4,2,12,4,33.3,2.23,0.74,0.17,0.5,16.9,0,0,0,0.8,0.8,0.06,1.2,1.2,Matches
Ozziel Herrera,mx MEX,"MF,FW",22-221,3.2,3,9,4,44.4,2.77,1.23,0.33,0.75,12.3,0,0,0,2.4,2.4,0.27,0.6,0.6,Matches
Sebastián Fierro,mx MEX,MF,22-135,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcelo Flores,mx MEX,"FW,MF",20-090,2.0,1,6,2,33.3,2.95,0.98,0.17,0.5,15.6,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
Fernando Ordóñez,mx MEX,DF,22-211,1.7,0,1,1,100.0,0.58,0.58,0.0,0.0,11.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Matches
Jesús Garza,mx MEX,"DF,MF",23-207,1.5,0,1,0,0.0,0.67,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Carlos Felipe Rodríguez,mx MEX,GK,34-271,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vladimir Loroña,mx MEX,DF,25-044,1.1,0,1,0,0.0,0.89,0.0,0.0,,31.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Nicolás López,uy URU,FW,30-090,0.8,0,3,0,0.0,3.91,0.0,0.0,,25.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Fernando González,mx MEX,"FW,MF",22-248,0.4,0,2,0,0.0,4.5,0.0,0.0,,26.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Eugenio Pizzuto,mx MEX,MF,21-231,0.3,0,1,0,0.0,3.75,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Leonel Prieto,mx MEX,MF,22-138,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,31.0,17.0,32,230,81,35.2,13.53,4.76,0.13,0.36,19.4,7,3,3,25.7,23.3,0.1,6.3,5.7,
Opponent Total,,,27.8,17.0,18,207,77,37.2,12.18,4.53,0.08,0.22,19.8,7,1,1,18.8,18.0,0.09,-0.8,-1.0,
