Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Nahuel Guzmán,ar ARG,GK,37-323,16,1440.0,90.0,94.1,16.0,16,90.0,16,0,,0,1.73,32.0,18.0,14.0,0.87,0.87,25.0,17.8,7.2,0.45,0.79,Matches
Javier Aquino,mx MEX,DF,33-322,16,1377.0,86.0,90.0,15.3,16,86.0,13,0,,1,1.64,28.0,16.0,12.0,0.78,-0.39,22.2,16.3,5.9,0.38,-0.21,Matches
Jesús Alberto Angulo,mx MEX,DF,25-334,16,1318.0,82.0,86.1,14.6,16,82.0,8,0,,0,1.64,21.0,14.0,7.0,0.48,-2.49,19.4,15.4,4.0,0.27,-0.97,Matches
Luis Enrique Quiñones,co COL,"FW,MF",32-187,17,1316.0,77.0,86.0,14.6,16,81.0,5,1,28.0,0,1.63,23.0,14.0,9.0,0.62,-1.49,20.4,15.9,4.5,0.31,-0.69,Matches
Rafael Carioca,br BRA,MF,34-195,15,1339.0,89.0,87.5,14.9,15,89.0,13,0,,0,1.71,27.0,16.0,11.0,0.74,-0.67,23.1,17.0,6.2,0.42,0.1,Matches
Guido Pizarro,ar ARG,DF,33-307,16,1318.0,82.0,86.1,14.6,15,87.0,14,1,14.0,0,1.64,22.0,16.0,6.0,0.41,-2.99,18.9,15.9,3.0,0.21,-1.42,Matches
Fernando Gorriarán,uy URU,"MF,FW",29-033,16,1159.0,72.0,75.8,12.9,15,76.0,3,1,21.0,1,1.64,18.0,11.0,7.0,0.54,-1.15,16.2,13.7,2.5,0.19,-0.87,Matches
André-Pierre Gignac,fr FRA,FW,38-025,13,1010.0,78.0,66.0,11.2,12,82.0,7,1,28.0,0,1.76,21.0,11.0,10.0,0.89,0.2,15.9,12.3,3.6,0.32,-0.24,Matches
Francisco Sebastián Córdova,mx MEX,"MF,FW",26-201,12,784.0,65.0,51.2,8.7,12,65.0,0,0,,0,1.83,15.0,9.0,6.0,0.69,-0.28,10.5,9.1,1.3,0.16,-0.51,Matches
Samir Santos,br BRA,DF,29-025,14,1043.0,75.0,68.2,11.6,11,88.0,10,3,25.0,3,1.89,25.0,12.0,13.0,1.12,0.94,16.8,13.1,3.7,0.32,-0.28,Matches
Diego Reyes,mx MEX,DF,31-102,11,859.0,78.0,56.1,9.5,9,90.0,9,2,25.0,4,1.77,20.0,10.0,10.0,1.05,0.51,17.8,10.5,7.3,0.77,0.83,Matches
Diego Lainez,mx MEX,FW,23-204,10,722.0,72.0,47.2,8.0,9,77.0,2,1,30.0,0,1.69,15.0,8.0,7.0,0.87,0.09,10.7,8.0,2.7,0.33,-0.13,Matches
Juan Pablo Vigón,mx MEX,MF,32-163,17,754.0,44.0,49.3,8.4,7,69.0,1,10,27.0,0,1.7,18.0,10.0,8.0,0.95,0.26,15.5,10.3,5.2,0.62,0.42,Matches
Nicolás Ibáñez,ar ARG,FW,29-129,15,628.0,42.0,41.0,7.0,5,84.0,4,10,21.0,1,1.8,17.0,8.0,9.0,1.29,0.79,13.1,7.8,5.3,0.76,0.6,Matches
Raymundo Fulgencio,mx MEX,FW,23-321,9,485.0,54.0,31.7,5.4,5,75.0,2,4,28.0,2,1.47,12.0,7.0,5.0,0.93,0.15,10.9,7.3,3.6,0.68,0.39,Matches
Ozziel Herrera,mx MEX,"MF,FW",22-221,10,292.0,29.0,19.1,3.2,2,48.0,0,8,25.0,0,1.56,9.0,7.0,2.0,0.62,-0.26,5.1,4.5,0.7,0.2,-0.25,Matches
Sebastián Fierro,mx MEX,MF,22-135,6,170.0,28.0,11.1,1.9,2,68.0,1,4,9.0,5,1.78,6.0,2.0,4.0,2.12,1.46,2.3,1.7,0.6,0.32,-0.1,Matches
Marcelo Flores,mx MEX,"FW,MF",20-090,8,183.0,23.0,12.0,2.0,1,83.0,0,7,14.0,2,1.9,3.0,3.0,0.0,0.0,-0.94,2.6,2.2,0.4,0.18,-0.26,Matches
Fernando Ordóñez,mx MEX,DF,22-211,6,154.0,26.0,10.1,1.7,1,76.0,0,5,16.0,8,2.0,7.0,2.0,5.0,2.92,2.33,4.7,2.6,2.1,1.24,0.93,Matches
Jesús Garza,mx MEX,"DF,MF",23-207,5,135.0,27.0,8.8,1.5,1,90.0,1,4,11.0,8,2.2,5.0,3.0,2.0,1.33,0.56,4.0,2.3,1.8,1.16,0.83,Matches
Carlos Felipe Rodríguez,mx MEX,GK,34-271,1,90.0,90.0,5.9,1.0,1,90.0,1,0,,16,0.5,0.0,0.0,0.0,0.0,-0.87,0.7,1.0,-0.3,-0.34,-0.79,Matches
Vladimir Loroña,mx MEX,DF,25-044,5,101.0,20.0,6.6,1.1,0,,0,5,20.0,9,2.0,3.0,0.0,3.0,2.67,1.98,1.1,1.2,-0.2,-0.15,-0.6,Matches
Nicolás López,uy URU,FW,30-090,3,69.0,23.0,4.5,0.8,0,,0,3,23.0,0,1.67,1.0,1.0,0.0,0.0,-0.86,2.1,0.6,1.5,1.91,1.58,Matches
Fernando González,mx MEX,"FW,MF",22-248,4,40.0,10.0,2.6,0.4,0,,0,4,10.0,8,1.5,2.0,0.0,2.0,4.5,3.78,1.7,0.1,1.6,3.57,3.25,Matches
Eugenio Pizzuto,mx MEX,MF,21-231,2,24.0,12.0,1.6,0.3,0,,0,2,12.0,7,2.0,1.0,0.0,1.0,3.75,2.97,1.0,0.3,0.7,2.59,2.22,Matches
Leonel Prieto,mx MEX,MF,22-138,1,20.0,20.0,1.3,0.2,0,,0,1,20.0,0,1.0,1.0,0.0,1.0,4.5,3.73,0.9,0.1,0.9,3.97,3.62,Matches
Kenneth Jaime,mx MEX,MF,19-279,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Anthony Ramos,us USA,GK,20-328,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Joel Santana,mx MEX,FW,19-349,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Eduardo Tercero,mx MEX,DF,27-238,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Squad Total,,,31.0,17,1530.0,90.0,100.0,17.0,187,82.0,110,77,20.0,93,1.76,32.0,18.0,14.0,0.82,,25.7,18.8,6.9,0.4,,
Opponent Total,,,27.8,17,1530.0,90.0,100.0,17.0,187,82.0,107,79,18.0,89,0.88,18.0,32.0,-14.0,-0.82,,18.8,25.7,-6.9,-0.4,,
