Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Nahuel Guzmán,ar ARG,GK,37-323,16.0,4,0,0,0,3,0,0,0,0,0,0,0,27,5,0,100.0,Matches
Javier Aquino,mx MEX,DF,33-322,15.3,1,0,0,9,25,1,66,16,22,0,1,0,90,14,13,51.9,Matches
Jesús Alberto Angulo,mx MEX,DF,25-334,14.6,7,0,0,16,17,3,18,21,20,0,0,0,102,22,9,71.0,Matches
Luis Enrique Quiñones,co COL,"FW,MF",32-187,14.6,0,0,0,24,19,9,87,9,20,0,0,0,55,10,24,29.4,Matches
Rafael Carioca,br BRA,MF,34-195,14.9,1,0,0,15,21,0,9,14,20,0,0,0,156,0,7,0.0,Matches
Guido Pizarro,ar ARG,DF,33-307,14.6,1,0,0,12,13,0,1,15,11,0,0,0,96,25,29,46.3,Matches
Fernando Gorriarán,uy URU,"MF,FW",29-033,12.9,2,0,0,18,13,0,55,4,14,0,0,0,62,9,9,50.0,Matches
André-Pierre Gignac,fr FRA,FW,38-025,11.2,5,0,0,8,11,8,10,2,0,0,0,0,19,8,19,29.6,Matches
Francisco Sebastián Córdova,mx MEX,"MF,FW",26-201,8.7,4,0,0,20,20,1,24,4,9,1,0,0,32,8,12,40.0,Matches
Samir Santos,br BRA,DF,29-025,11.6,3,0,0,19,10,0,0,18,11,0,0,0,54,23,17,57.5,Matches
Diego Reyes,mx MEX,DF,31-102,9.5,0,0,0,6,1,1,1,21,8,0,0,0,45,18,23,43.9,Matches
Diego Lainez,mx MEX,FW,23-204,8.0,4,0,0,12,15,0,30,6,12,1,0,0,52,1,4,20.0,Matches
Juan Pablo Vigón,mx MEX,MF,32-163,8.4,1,0,0,12,16,2,11,5,10,0,0,0,50,5,9,35.7,Matches
Nicolás Ibáñez,ar ARG,FW,29-129,7.0,1,0,0,3,3,6,3,1,2,0,0,0,14,19,24,44.2,Matches
Raymundo Fulgencio,mx MEX,FW,23-321,5.4,0,0,0,4,2,0,28,1,3,0,0,0,18,1,3,25.0,Matches
Ozziel Herrera,mx MEX,"MF,FW",22-221,3.2,3,0,0,4,13,0,5,4,4,0,0,0,16,7,5,58.3,Matches
Sebastián Fierro,mx MEX,MF,22-135,1.9,2,0,0,5,2,0,1,2,0,0,0,0,13,0,2,0.0,Matches
Marcelo Flores,mx MEX,"FW,MF",20-090,2.0,1,0,0,2,1,0,5,1,3,0,0,0,17,0,4,0.0,Matches
Fernando Ordóñez,mx MEX,DF,22-211,1.7,0,0,0,2,2,0,2,4,1,0,0,0,6,2,0,100.0,Matches
Jesús Garza,mx MEX,"DF,MF",23-207,1.5,1,0,0,1,2,0,4,2,4,0,0,0,12,0,0,,Matches
Carlos Felipe Rodríguez,mx MEX,GK,34-271,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Vladimir Loroña,mx MEX,DF,25-044,1.1,0,0,0,0,0,0,4,2,3,0,0,0,4,3,0,100.0,Matches
Nicolás López,uy URU,FW,30-090,0.8,0,0,0,1,1,1,6,0,2,0,0,0,6,0,0,,Matches
Fernando González,mx MEX,"FW,MF",22-248,0.4,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,,Matches
Eugenio Pizzuto,mx MEX,MF,21-231,0.3,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,Matches
Leonel Prieto,mx MEX,MF,22-138,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches
Squad Total,,,31.0,17.0,41,0,0,194,211,32,374,152,179,2,1,0,952,181,213,45.9,
Opponent Total,,,27.8,17.0,48,2,1,223,182,9,244,181,194,1,3,0,918,213,181,54.1,
