Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Nahuel Guzmán,ar ARG,GK,37-323,16.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,11,5,Matches
Javier Aquino,mx MEX,DF,33-322,15.3,32,22,21,9,2,22,38,57.9,16,19,2,17,16,48,23,0,Matches
Jesús Alberto Angulo,mx MEX,DF,25-334,14.6,37,20,16,15,6,24,34,70.6,10,16,5,11,21,58,26,1,Matches
Luis Enrique Quiñones,co COL,"FW,MF",32-187,14.6,28,20,8,18,2,9,34,26.5,25,20,2,18,9,37,14,0,Matches
Rafael Carioca,br BRA,MF,34-195,14.9,36,20,13,21,2,20,36,55.6,16,11,2,9,14,50,7,1,Matches
Guido Pizarro,ar ARG,DF,33-307,14.6,16,11,7,7,2,7,25,28.0,18,12,6,6,15,31,20,0,Matches
Fernando Gorriarán,uy URU,"MF,FW",29-033,12.9,22,14,4,15,3,9,20,45.0,11,17,3,14,4,26,6,0,Matches
André-Pierre Gignac,fr FRA,FW,38-025,11.2,0,0,0,0,0,0,4,0.0,4,1,0,1,2,2,9,0,Matches
Francisco Sebastián Córdova,mx MEX,"MF,FW",26-201,8.7,13,9,4,5,4,4,9,44.4,5,7,2,5,4,17,3,0,Matches
Samir Santos,br BRA,DF,29-025,11.6,19,11,14,5,0,10,17,58.8,7,8,5,3,18,37,31,0,Matches
Diego Reyes,mx MEX,DF,31-102,9.5,11,8,5,6,0,4,9,44.4,5,14,11,3,21,32,30,0,Matches
Diego Lainez,mx MEX,FW,23-204,8.0,19,12,7,6,6,11,16,68.8,5,6,0,6,6,25,6,0,Matches
Juan Pablo Vigón,mx MEX,MF,32-163,8.4,12,10,6,6,0,5,22,22.7,17,7,0,7,5,17,4,0,Matches
Nicolás Ibáñez,ar ARG,FW,29-129,7.0,7,2,0,2,5,3,5,60.0,2,4,0,4,1,8,4,0,Matches
Raymundo Fulgencio,mx MEX,FW,23-321,5.4,3,3,3,0,0,1,6,16.7,5,3,0,3,1,4,2,0,Matches
Ozziel Herrera,mx MEX,"MF,FW",22-221,3.2,9,4,5,4,0,3,6,50.0,3,1,0,1,4,13,2,0,Matches
Sebastián Fierro,mx MEX,MF,22-135,1.9,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,1,0,Matches
Marcelo Flores,mx MEX,"FW,MF",20-090,2.0,3,3,0,2,1,3,4,75.0,1,5,0,5,1,4,1,0,Matches
Fernando Ordóñez,mx MEX,DF,22-211,1.7,2,1,1,1,0,0,1,0.0,1,4,1,3,4,6,3,0,Matches
Jesús Garza,mx MEX,"DF,MF",23-207,1.5,6,4,4,2,0,3,5,60.0,2,2,1,1,2,8,1,0,Matches
Carlos Felipe Rodríguez,mx MEX,GK,34-271,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Vladimir Loroña,mx MEX,DF,25-044,1.1,4,3,0,1,3,3,5,60.0,2,1,0,1,2,6,3,0,Matches
Nicolás López,uy URU,FW,30-090,0.8,3,2,2,0,1,1,1,100.0,0,1,0,1,0,3,0,0,Matches
Fernando González,mx MEX,"FW,MF",22-248,0.4,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,Matches
Eugenio Pizzuto,mx MEX,MF,21-231,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Leonel Prieto,mx MEX,MF,22-138,0.2,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Squad Total,,,31.0,17.0,283,179,120,126,37,142,301,47.2,159,165,40,125,152,435,207,7,
Opponent Total,,,27.8,17.0,320,194,155,136,29,153,306,50.0,153,170,55,115,181,501,353,3,
