Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Nahuel Guzmán,ar ARG,GK,37-323,16.0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Javier Aquino,mx MEX,DF,33-322,15.3,42,2.75,31,6,2,0,2,1,6,0.39,3,1,0,0,2,0,Matches
Jesús Alberto Angulo,mx MEX,DF,25-334,14.6,27,1.84,23,2,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Luis Enrique Quiñones,co COL,"FW,MF",32-187,14.6,58,3.97,48,6,2,2,0,0,9,0.62,6,0,2,1,0,0,Matches
Rafael Carioca,br BRA,MF,34-195,14.9,38,2.55,32,2,0,0,3,1,6,0.4,6,0,0,0,0,0,Matches
Guido Pizarro,ar ARG,DF,33-307,14.6,18,1.23,14,1,0,2,0,1,1,0.07,1,0,0,0,0,0,Matches
Fernando Gorriarán,uy URU,"MF,FW",29-033,12.9,48,3.73,33,9,1,4,1,0,8,0.62,7,0,1,0,0,0,Matches
André-Pierre Gignac,fr FRA,FW,38-025,11.2,24,2.14,17,1,2,2,2,0,6,0.53,3,1,1,1,0,0,Matches
Francisco Sebastián Córdova,mx MEX,"MF,FW",26-201,8.7,25,2.87,15,1,4,1,3,1,5,0.57,4,0,0,0,1,0,Matches
Samir Santos,br BRA,DF,29-025,11.6,5,0.43,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Reyes,mx MEX,DF,31-102,9.5,6,0.63,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Diego Lainez,mx MEX,FW,23-204,8.0,27,3.37,18,1,4,0,3,1,5,0.62,3,0,1,0,1,0,Matches
Juan Pablo Vigón,mx MEX,MF,32-163,8.4,20,2.38,15,0,1,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Nicolás Ibáñez,ar ARG,FW,29-129,7.0,18,2.58,12,0,2,1,0,3,2,0.29,1,0,1,0,0,0,Matches
Raymundo Fulgencio,mx MEX,FW,23-321,5.4,18,3.37,15,1,1,1,0,0,5,0.94,4,0,0,1,0,0,Matches
Ozziel Herrera,mx MEX,"MF,FW",22-221,3.2,9,2.76,7,0,0,1,1,0,2,0.61,2,0,0,0,0,0,Matches
Sebastián Fierro,mx MEX,MF,22-135,1.9,5,2.65,5,0,0,0,0,0,1,0.53,1,0,0,0,0,0,Matches
Marcelo Flores,mx MEX,"FW,MF",20-090,2.0,5,2.43,1,0,2,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Ordóñez,mx MEX,DF,22-211,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jesús Garza,mx MEX,"DF,MF",23-207,1.5,3,1.97,3,0,0,0,0,0,1,0.66,1,0,0,0,0,0,Matches
Carlos Felipe Rodríguez,mx MEX,GK,34-271,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vladimir Loroña,mx MEX,DF,25-044,1.1,3,2.67,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás López,uy URU,FW,30-090,0.8,3,3.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando González,mx MEX,"FW,MF",22-248,0.4,2,4.5,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Eugenio Pizzuto,mx MEX,MF,21-231,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leonel Prieto,mx MEX,MF,22-138,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,31.0,17.0,408,24.0,310,32,21,18,17,10,58,3.41,43,2,6,3,4,0,
Opponent Total,,,27.8,17.0,360,21.18,274,29,22,13,15,7,32,1.88,25,1,1,1,3,1,
