Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Lucas Chávez,ar ARG,GK,27.0,25.0,10,0.4,6,4,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Santiago Hezze,ar ARG,MF,21.0,23.6,34,1.44,29,0,1,0,0,4,0,0.0,0,0,0,0,0,0,Matches
Guillermo Benítez,ar ARG,DF,29.0,21.9,35,1.59,25,7,1,0,0,2,1,0.05,1,0,0,0,0,0,Matches
Matías Cóccaro,uy URU,FW,25.0,18.2,50,2.74,24,0,4,5,15,2,4,0.22,1,0,0,1,2,0,Matches
Fernando Tobio,ar ARG,DF,33.0,18.6,8,0.43,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Guillermo Soto,cl CHI,DF,29.0,18.4,40,2.17,26,8,2,1,2,1,1,0.05,1,0,0,0,0,0,Matches
Federico Fattori,ar ARG,MF,30.0,18.3,29,1.58,28,0,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
Juan Gauto,ar ARG,"MF,FW",18.0,18.4,68,3.7,33,16,10,4,3,2,8,0.44,3,1,2,0,0,2,Matches
Joaquín Ariel Novillo,ar ARG,DF,24.0,16.7,7,0.42,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Cordero,ar ARG,FW,23.0,13.2,19,1.44,12,1,0,4,2,0,2,0.15,1,0,0,1,0,0,Matches
Walter Mazzantti,ar ARG,"FW,MF",26.0,11.4,30,2.63,20,0,2,3,5,0,0,0.0,0,0,0,0,0,0,Matches
Jonás Acevedo,ar ARG,"MF,FW",25.0,9.4,41,4.36,19,18,1,1,2,0,3,0.32,2,0,0,0,1,0,Matches
Gabriel Gudiño,ar ARG,"MF,FW",30.0,8.7,17,1.96,14,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Gastón Sauro,ar ARG,DF,32.0,8.5,4,0.47,1,1,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Fernando Torrent,ar ARG,DF,31.0,7.5,11,1.46,7,1,2,0,1,0,2,0.27,0,1,0,0,1,0,Matches
Fernando Godoy,ar ARG,MF,32.0,7.0,7,1.0,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Matías Gómez,ar ARG,"MF,FW",19.0,5.4,14,2.57,7,2,2,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Lucas Castro,ar ARG,"MF,FW",33.0,6.7,30,4.49,27,2,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Carrizo,ar ARG,DF,25.0,6.4,9,1.41,6,2,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Patricio Pizarro,ar ARG,DF,22.0,6.4,8,1.26,4,2,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Manuel García,ar ARG,"FW,MF",30.0,5.9,16,2.71,10,0,0,2,2,2,1,0.17,0,0,0,1,0,0,Matches
César Ibáñez,ar ARG,DF,23.0,3.8,6,1.59,4,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Agostino Spina,ar ARG,MF,21.0,3.4,2,0.59,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Valentín Burgoa,ar ARG,"FW,MF",23.0,3.7,8,2.14,4,2,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Santiago Luján,ar ARG,"MF,FW",21.0,2.6,4,1.53,0,3,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Dante Campisi,ar ARG,GK,26.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Fernando Garro,ar ARG,"MF,FW",30.0,3.0,5,1.69,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Merolla,ar ARG,DF,27.0,1.0,1,1.0,0,0,0,1,0,0,1,1.0,0,0,0,1,0,0,Matches
Valentin Sanchez,ar ARG,MF,20.0,0.6,2,3.21,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,Matches
Enzo Luna,ar ARG,"MF,FW",20.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.8,27.0,515,19.07,329,69,28,32,39,18,25,0.93,10,3,2,4,4,2,
Opponent Total,,,27.3,27.0,472,17.48,339,49,27,24,25,8,52,1.93,33,7,4,3,3,2,
