Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Chávez,ar ARG,GK,27.0,25.0,2,1,2,0,0,2,2,100.0,0,0,0,0,2,4,10,0,Matches
Santiago Hezze,ar ARG,MF,21.0,23.6,64,43,27,31,6,32,70,45.7,38,31,4,27,57,121,32,0,Matches
Guillermo Benítez,ar ARG,DF,29.0,21.9,60,36,28,27,5,26,54,48.1,28,32,5,27,26,86,48,1,Matches
Matías Cóccaro,uy URU,FW,25.0,18.2,17,10,1,5,11,7,21,33.3,14,9,0,9,4,21,10,0,Matches
Fernando Tobio,ar ARG,DF,33.0,18.6,25,11,20,5,0,13,18,72.2,5,14,9,5,24,49,75,0,Matches
Guillermo Soto,cl CHI,DF,29.0,18.4,52,38,27,19,6,28,46,60.9,18,21,5,16,24,76,41,0,Matches
Federico Fattori,ar ARG,MF,30.0,18.3,35,20,14,20,1,22,37,59.5,15,20,4,16,30,65,28,0,Matches
Juan Gauto,ar ARG,"MF,FW",18.0,18.4,25,18,10,10,5,12,33,36.4,21,16,0,16,8,33,4,0,Matches
Joaquín Ariel Novillo,ar ARG,DF,24.0,16.7,17,7,9,8,0,11,21,52.4,10,16,8,8,21,38,54,1,Matches
Nicolás Cordero,ar ARG,FW,23.0,13.2,15,9,2,5,8,4,16,25.0,12,12,2,10,0,15,15,0,Matches
Walter Mazzantti,ar ARG,"FW,MF",26.0,11.4,18,11,7,8,3,6,29,20.7,23,35,2,33,6,24,2,0,Matches
Jonás Acevedo,ar ARG,"MF,FW",25.0,9.4,15,8,4,8,3,6,21,28.6,15,12,0,12,5,20,1,0,Matches
Gabriel Gudiño,ar ARG,"MF,FW",30.0,8.7,26,14,13,8,5,11,23,47.8,12,16,3,13,12,38,6,0,Matches
Gastón Sauro,ar ARG,DF,32.0,8.5,8,6,4,4,0,5,9,55.6,4,8,5,3,15,23,32,0,Matches
Fernando Torrent,ar ARG,DF,31.0,7.5,7,6,4,3,0,6,15,40.0,9,8,2,6,3,10,20,0,Matches
Fernando Godoy,ar ARG,MF,32.0,7.0,12,4,5,7,0,5,15,33.3,10,9,4,5,10,22,12,0,Matches
Matías Gómez,ar ARG,"MF,FW",19.0,5.4,21,11,3,13,5,7,23,30.4,16,11,1,10,5,26,4,0,Matches
Lucas Castro,ar ARG,"MF,FW",33.0,6.7,11,9,2,7,2,7,13,53.8,6,5,0,5,5,16,4,0,Matches
Lucas Carrizo,ar ARG,DF,25.0,6.4,24,17,21,3,0,13,17,76.5,4,8,1,7,7,31,20,0,Matches
Patricio Pizarro,ar ARG,DF,22.0,6.4,9,6,6,3,0,6,14,42.9,8,3,2,1,9,18,32,0,Matches
Juan Manuel García,ar ARG,"FW,MF",30.0,5.9,12,8,2,7,3,2,4,50.0,2,8,0,8,0,12,6,0,Matches
César Ibáñez,ar ARG,DF,23.0,3.8,16,14,12,3,1,11,17,64.7,6,7,0,7,4,20,8,0,Matches
Agostino Spina,ar ARG,MF,21.0,3.4,6,4,2,4,0,2,9,22.2,7,3,2,1,10,16,8,0,Matches
Valentín Burgoa,ar ARG,"FW,MF",23.0,3.7,9,6,1,8,0,5,10,50.0,5,6,0,6,8,17,2,0,Matches
Santiago Luján,ar ARG,"MF,FW",21.0,2.6,9,6,2,7,0,7,11,63.6,4,0,0,0,1,10,1,0,Matches
Dante Campisi,ar ARG,GK,26.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,Matches
Juan Fernando Garro,ar ARG,"MF,FW",30.0,3.0,2,1,1,1,0,1,5,20.0,4,1,0,1,1,3,1,0,Matches
Lucas Merolla,ar ARG,DF,27.0,1.0,1,1,1,0,0,1,2,50.0,1,2,2,0,0,1,7,0,Matches
Valentin Sanchez,ar ARG,MF,20.0,0.6,3,2,0,2,1,0,0,,0,1,0,1,2,5,0,0,Matches
Enzo Luna,ar ARG,"MF,FW",20.0,0.4,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0,Matches
Squad Total,,,26.8,27.0,521,327,230,226,65,258,556,46.4,298,317,61,256,299,820,486,3,
Opponent Total,,,27.3,27.0,427,272,232,153,42,215,485,44.3,270,283,61,222,243,670,662,4,
